DEPTH,CALI,GR,DT,RHOB,ILD,NPHI,lstrat,wellname
3422.0,,36.2515,197.7209,,1.0668,,Balmoral,211/18-9
3422.5,,37.251,197.542,,1.0694,,Balmoral,211/18-9
3423.0,,37.5615,196.7366,,1.0729,,Balmoral,211/18-9
3423.5,,37.8615,195.9093,,1.078,,Balmoral,211/18-9
3424.0,,38.8706,194.5194,,1.0837,,Balmoral,211/18-9
3424.5,,39.6414,193.2889,,1.0907,,Balmoral,211/18-9
3425.0,,36.5625,191.7138,,1.099,,Balmoral,211/18-9
3425.5,,36.329,186.7575,,1.1053,,Balmoral,211/18-9
3426.0,,38.3566,188.5529,,1.1106,,Balmoral,211/18-9
3426.5,,39.1244,189.993,,1.1158,,Balmoral,211/18-9
3427.0,,37.7328,182.1102,,1.121,,Balmoral,211/18-9
3427.5,,36.6534,179.0349,,1.1226,,Balmoral,211/18-9
3428.0,,37.7158,175.9039,,1.1228,,Balmoral,211/18-9
3428.5,,37.752,172.4019,,1.1229,,Balmoral,211/18-9
3429.0,,35.5136,168.1354,,1.1223,,Balmoral,211/18-9
3429.5,,33.2735,165.988,,1.114,,Balmoral,211/18-9
3430.0,,31.136,162.7334,,1.1047,,Balmoral,211/18-9
3430.5,,29.0787,158.2368,,1.0917,,Balmoral,211/18-9
3431.0,,27.023,160.1632,,1.0665,,Balmoral,211/18-9
3431.5,,25.8333,168.5119,,1.0391,,Balmoral,211/18-9
3432.0,,26.336,162.7225,,1.0062,,Balmoral,211/18-9
3432.5,,27.2893,167.9939,,0.9702,,Balmoral,211/18-9
3433.0,,28.3418,163.4338,,0.9351,,Balmoral,211/18-9
3433.5,,29.3934,163.2915,,0.9012,,Balmoral,211/18-9
3434.0,,30.0689,162.2639,,0.8712,,Balmoral,211/18-9
3434.5,,29.8805,160.2691,,0.847,,Balmoral,211/18-9
3435.0,,30.5489,158.2778,,0.8358,,Balmoral,211/18-9
3435.5,,30.3333,158.9437,,0.8312,,Balmoral,211/18-9
3436.0,,30.4781,160.1386,,0.8304,,Balmoral,211/18-9
3436.5,,30.7924,162.7281,,0.8305,,Balmoral,211/18-9
3437.0,,31.3561,168.9076,,0.8306,,Balmoral,211/18-9
3437.5,,31.2852,170.3259,,0.8307,,Balmoral,211/18-9
3438.0,,31.7851,165.2718,,0.8308,,Balmoral,211/18-9
3438.5,,31.7253,159.9459,,0.8309,,Balmoral,211/18-9
3439.0,,29.9757,159.7448,,0.831,,Balmoral,211/18-9
3439.5,,29.1287,159.4404,,0.8311,,Balmoral,211/18-9
3440.0,,28.8305,159.1603,,0.8299,,Balmoral,211/18-9
3440.5,,27.5513,157.0079,,0.8249,,Balmoral,211/18-9
3441.0,,25.6972,156.5078,,0.8237,,Balmoral,211/18-9
3441.5,,27.0075,155.7964,,0.8238,,Balmoral,211/18-9
3442.0,,28.2869,154.8454,,0.8239,,Balmoral,211/18-9
3442.5,,27.4012,154.2224,,0.8285,,Balmoral,211/18-9
3443.0,,25.7295,154.9015,,0.8347,,Balmoral,211/18-9
3443.5,,24.5391,156.5617,,0.8408,,Balmoral,211/18-9
3444.0,,24.7016,158.794,,0.8461,,Balmoral,211/18-9
3444.5,,25.1796,161.227,,0.8442,,Balmoral,211/18-9
3445.0,,26.6892,162.3269,,0.8407,,Balmoral,211/18-9
3445.5,,27.881,161.9672,,0.8322,,Balmoral,211/18-9
3446.0,,28.2869,166.1266,,0.8226,,Balmoral,211/18-9
3446.5,,29.1251,167.3017,,0.8145,,Balmoral,211/18-9
3447.0,,30.34,172.4384,,0.8098,,Balmoral,211/18-9
3447.5,,29.7173,165.6414,,0.8099,,Balmoral,211/18-9
3448.0,,28.1492,163.2422,,0.81,,Balmoral,211/18-9
3448.5,,26.5823,163.7267,,0.8101,,Balmoral,211/18-9
3449.0,,27.4845,163.5086,,0.8102,,Balmoral,211/18-9
3449.5,,28.3957,163.153,,0.8103,,Balmoral,211/18-9
3450.0,,29.3076,162.7972,,0.8104,,Balmoral,211/18-9
3450.5,,29.8675,162.4416,,0.8077,,Balmoral,211/18-9
3451.0,,29.7288,161.8873,,0.8015,,Balmoral,211/18-9
3451.5,,28.6345,161.3215,,0.7953,,Balmoral,211/18-9
3452.0,,27.8155,160.8924,,0.7893,,Balmoral,211/18-9
3452.5,,28.7429,161.6745,,0.7851,,Balmoral,211/18-9
3453.0,,28.8095,163.1672,,0.7806,,Balmoral,211/18-9
3453.5,,28.3755,164.7463,,0.7741,,Balmoral,211/18-9
3454.0,,28.0495,165.7189,,0.7684,,Balmoral,211/18-9
3454.5,,27.7236,166.3982,,0.7628,,Balmoral,211/18-9
3455.0,,27.3657,166.9507,,0.7575,,Balmoral,211/18-9
3455.5,,27.2908,167.8746,,0.7522,,Balmoral,211/18-9
3456.0,,27.52,167.9513,,0.7478,,Balmoral,211/18-9
3456.5,,27.9635,166.8222,,0.7493,,Balmoral,211/18-9
3457.0,,27.5297,165.6941,,0.7513,,Balmoral,211/18-9
3457.5,,27.486,166.671,,0.7534,,Balmoral,211/18-9
3458.0,,27.9195,171.1209,,0.7542,,Balmoral,211/18-9
3458.5,,28.4118,175.6681,,0.7543,,Balmoral,211/18-9
3459.0,,28.8845,180.022,,0.7544,,Balmoral,211/18-9
3459.5,,28.1591,177.5577,,0.7596,,Balmoral,211/18-9
3460.0,,28.3404,172.7557,,0.7682,,Balmoral,211/18-9
3460.5,,29.4125,168.7888,,0.7762,,Balmoral,211/18-9
3461.0,,29.5656,168.2868,,0.7819,,Balmoral,211/18-9
3461.5,,30.3999,170.0572,,0.7874,,Balmoral,211/18-9
3462.0,,31.3879,176.7729,,0.7905,,Balmoral,211/18-9
3462.5,,32.5787,190.2719,,0.7906,,Balmoral,211/18-9
3463.0,,35.0525,194.6617,,0.7935,,Balmoral,211/18-9
3463.5,,35.9896,192.3093,,0.798,,Balmoral,211/18-9
3464.0,,35.2736,174.2517,,0.8028,,Balmoral,211/18-9
3464.5,,35.4567,166.2215,,0.8103,,Balmoral,211/18-9
3465.0,,35.4062,164.9427,,0.8132,,Balmoral,211/18-9
3465.5,,32.1718,164.094,,0.8147,,Balmoral,211/18-9
3466.0,,30.1836,164.094,,0.8192,,Balmoral,211/18-9
3466.5,,29.7185,163.9592,,0.8251,,Balmoral,211/18-9
3467.0,,29.5015,163.9592,,0.8322,,Balmoral,211/18-9
3467.5,,28.4709,172.1952,,0.8391,,Balmoral,211/18-9
3468.0,,28.3336,178.0986,,0.8439,,Balmoral,211/18-9
3468.5,,28.9613,181.5146,,0.8444,,Balmoral,211/18-9
3469.0,,29.5884,183.951,,0.8374,,Balmoral,211/18-9
3469.5,,30.2161,185.6952,,0.8324,,Balmoral,211/18-9
3470.0,,29.5103,183.7737,,0.8275,,Balmoral,211/18-9
3470.5,,27.9159,173.9657,,0.8221,,Balmoral,211/18-9
3471.0,,26.3228,162.6506,,0.8179,,Balmoral,211/18-9
3471.5,,26.8362,162.9432,,0.8125,,Balmoral,211/18-9
3472.0,,28.3251,161.8779,,0.7988,,Balmoral,211/18-9
3472.5,,29.5043,162.786,,0.7869,,Balmoral,211/18-9
3473.0,,29.548,163.8409,,0.7783,,Balmoral,211/18-9
3473.5,,29.8461,165.415,,0.7706,,Balmoral,211/18-9
3474.0,,30.9966,166.6444,,0.7644,,Balmoral,211/18-9
3474.5,,32.2571,165.5479,,0.7641,,Balmoral,211/18-9
3475.0,,33.4882,164.4505,,0.7642,,Balmoral,211/18-9
3475.5,,34.018,163.4356,,0.7603,,Balmoral,211/18-9
3476.0,,34.4234,162.811,,0.7554,,Balmoral,211/18-9
3476.5,,34.5413,163.3505,,0.7514,,Balmoral,211/18-9
3477.0,,34.0079,163.312,,0.7597,,Balmoral,211/18-9
3477.5,,32.1748,163.2735,,0.7697,,Balmoral,211/18-9
3478.0,,30.5015,163.1935,,0.772,,Balmoral,211/18-9
3478.5,,30.4081,163.1068,,0.7761,,Balmoral,211/18-9
3479.0,,30.4781,163.0201,,0.7805,,Balmoral,211/18-9
3479.5,,29.4471,162.8927,,0.7849,,Balmoral,211/18-9
3480.0,,28.4861,163.0027,,0.7865,,Balmoral,211/18-9
3480.5,,28.4861,163.1575,,0.7875,,Balmoral,211/18-9
3481.0,,28.4861,162.9166,,0.7923,,Balmoral,211/18-9
3481.5,,27.7417,162.5396,,0.794,,Balmoral,211/18-9
3482.0,,29.8805,161.8868,,0.7941,,Balmoral,211/18-9
3482.5,,28.9061,161.2336,,0.7942,,Balmoral,211/18-9
3483.0,,27.7336,160.5808,,0.7943,,Balmoral,211/18-9
3483.5,,28.6532,159.9276,,0.7944,,Balmoral,211/18-9
3484.0,,30.0509,159.2749,,0.7945,,Balmoral,211/18-9
3484.5,,27.4862,158.8499,,0.7946,,Balmoral,211/18-9
3485.0,,27.344,159.1771,,0.8005,,Balmoral,211/18-9
3485.5,,27.642,160.2018,,0.8061,,Balmoral,211/18-9
3486.0,,28.3581,161.1531,,0.811,,Balmoral,211/18-9
3486.5,,29.7221,161.623,,0.8159,,Balmoral,211/18-9
3487.0,,31.1967,160.4205,,0.8209,,Balmoral,211/18-9
3487.5,,32.6701,158.1833,,0.8263,,Balmoral,211/18-9
3488.0,,32.7566,156.3403,,0.8347,,Balmoral,211/18-9
3488.5,,30.8765,156.9648,,0.836,,Balmoral,211/18-9
3489.0,,31.1578,160.8382,,0.8268,,Balmoral,211/18-9
3489.5,,31.1833,164.5084,,0.8254,,Balmoral,211/18-9
3490.0,,29.6621,168.2236,,0.8255,,Balmoral,211/18-9
3490.5,,31.0579,172.0539,,0.8256,,Balmoral,211/18-9
3491.0,,32.6287,174.2027,,0.8414,,Balmoral,211/18-9
3491.5,,33.6377,175.2946,,0.8604,,Balmoral,211/18-9
3492.0,,37.377,174.4337,,0.8794,,Balmoral,211/18-9
3492.5,,40.2482,175.5736,,0.8984,,Balmoral,211/18-9
3493.0,,40.6853,178.9094,,0.9186,,Balmoral,211/18-9
3493.5,,36.8143,189.0108,,0.9468,,Balmoral,211/18-9
3494.0,,36.6876,189.7363,,0.9869,,Balmoral,211/18-9
3494.5,,36.9527,193.2745,,1.0307,,Balmoral,211/18-9
3495.0,,37.3588,192.78,,1.0581,,Balmoral,211/18-9
3495.5,,37.8498,193.2642,,1.0855,,Balmoral,211/18-9
3496.0,,38.3405,196.4211,,1.0963,,Balmoral,211/18-9
3496.5,,38.0896,199.0005,,1.0976,,Balmoral,211/18-9
3497.0,,37.6346,201.0506,,1.0926,,Balmoral,211/18-9
3497.5,,37.1801,202.6277,,1.0782,,Balmoral,211/18-9
3498.0,,36.8526,203.7857,,1.0705,,Balmoral,211/18-9
3498.5,,39.2636,204.5758,,1.0707,,Balmoral,211/18-9
3499.0,,42.2315,205.0529,,1.0793,,Balmoral,211/18-9
3499.5,,44.7335,205.2695,,1.0881,,Balmoral,211/18-9
3500.0,,43.928,205.279,,1.1119,,Balmoral,211/18-9
3500.5,,44.5562,205.1349,,1.1382,,Balmoral,211/18-9
3501.0,,41.7079,204.8985,,1.1555,,Balmoral,211/18-9
3501.5,,39.0808,203.9235,,1.1694,,Balmoral,211/18-9
3502.0,,36.8357,202.8778,,1.1833,,Balmoral,211/18-9
3502.5,,33.914,201.8329,,1.1944,,Balmoral,211/18-9
3503.0,,31.0555,200.7881,,1.1906,,Balmoral,211/18-9
3503.5,,31.7536,199.8735,,1.1854,,Balmoral,211/18-9
3504.0,,34.2776,199.0444,,1.1858,,Balmoral,211/18-9
3504.5,,34.8017,198.2147,,1.194,,Balmoral,211/18-9
3505.0,,33.59,197.6037,,1.1977,,Balmoral,211/18-9
3505.5,,35.4806,197.1908,,1.2189,,Balmoral,211/18-9
3506.0,,36.609,196.992,,1.2189,,Balmoral,211/18-9
3506.5,,37.7384,196.635,,1.219,,Balmoral,211/18-9
3507.0,,37.039,196.3434,,1.219,,Balmoral,211/18-9
3507.5,,35.0914,196.5943,,1.2191,,Balmoral,211/18-9
3508.0,,34.8624,197.1971,,1.2162,,Balmoral,211/18-9
3508.5,,35.5122,196.7878,,1.2037,,Balmoral,211/18-9
3509.0,,38.5558,194.9038,,1.1913,,Balmoral,211/18-9
3509.5,,41.9721,183.7203,,1.1792,,Balmoral,211/18-9
3510.0,,41.2313,181.5996,,1.1675,,Balmoral,211/18-9
3510.5,,39.2412,185.6872,,1.1591,,Balmoral,211/18-9
3511.0,,36.5589,185.804,,1.1499,,Balmoral,211/18-9
3511.5,,34.9183,181.6586,,1.1343,,Balmoral,211/18-9
3512.0,,37.0355,163.2935,,1.1235,,Balmoral,211/18-9
3512.5,,34.7727,154.0276,,1.1168,,Balmoral,211/18-9
3513.0,,34.7485,153.579,,1.1083,,Balmoral,211/18-9
3513.5,,36.6374,168.2598,,1.1096,,Balmoral,211/18-9
3514.0,,40.1344,180.7784,,1.1251,,Balmoral,211/18-9
3514.5,,41.807,185.1902,,1.1497,,Balmoral,211/18-9
3515.0,,41.7734,183.5208,,1.1891,,Balmoral,211/18-9
3515.5,,40.6127,183.6456,,1.2088,,Balmoral,211/18-9
3516.0,,38.9265,194.7445,,1.2138,,Balmoral,211/18-9
3516.5,,37.1485,195.805,,1.2201,,Balmoral,211/18-9
3517.0,,38.3514,195.2649,,1.2201,,Balmoral,211/18-9
3517.5,,39.5552,195.7181,,1.2202,,Balmoral,211/18-9
3518.0,,39.0861,196.1925,,1.2063,,Balmoral,211/18-9
3518.5,,38.5264,196.3462,,1.1837,,Balmoral,211/18-9
3519.0,,38.95,195.6855,,1.1637,,Balmoral,211/18-9
3519.5,,39.3174,193.2212,,1.1498,,Balmoral,211/18-9
3520.0,,39.2581,195.7109,,1.1375,,Balmoral,211/18-9
3520.5,,38.5613,193.289,,1.1338,,Balmoral,211/18-9
3521.0,,37.865,192.2838,,1.1347,,Balmoral,211/18-9
3521.5,,37.5913,191.926,,1.1432,,Balmoral,211/18-9
3522.0,,38.2334,188.8333,,1.1444,,Balmoral,211/18-9
3522.5,,39.7959,188.8896,,1.1445,,Balmoral,211/18-9
3523.0,,40.4124,190.0094,,1.1449,,Balmoral,211/18-9
3523.5,,40.8182,190.0817,,1.1504,,Balmoral,211/18-9
3524.0,,37.6524,190.6648,,1.1526,,Balmoral,211/18-9
3524.5,,36.2944,190.519,,1.1446,,Balmoral,211/18-9
3525.0,,35.8104,191.7923,,1.1358,,Balmoral,211/18-9
3525.5,,35.9591,192.1874,,1.1278,,Balmoral,211/18-9
3526.0,,37.6983,191.5285,,1.1161,,Balmoral,211/18-9
3526.5,,38.6743,192.1959,,1.1023,,Balmoral,211/18-9
3527.0,,39.1954,191.8631,,1.0955,,Balmoral,211/18-9
3527.5,,39.8644,190.9397,,1.0844,,Balmoral,211/18-9
3528.0,,38.3306,190.0737,,1.0699,,Balmoral,211/18-9
3528.5,,35.3814,189.2085,,1.0506,,Balmoral,211/18-9
3529.0,,33.7767,187.7291,,1.0398,,Balmoral,211/18-9
3529.5,,34.5392,181.7844,,1.0267,,Balmoral,211/18-9
3530.0,,35.8596,178.3838,,1.0104,,Balmoral,211/18-9
3530.5,,35.8439,180.2645,,1.0067,,Balmoral,211/18-9
3531.0,,34.9288,175.1514,,1.0067,,Balmoral,211/18-9
3531.5,,35.4645,161.679,,1.0142,,Balmoral,211/18-9
3532.0,,37.4643,149.635,,1.0681,,Balmoral,211/18-9
3532.5,,38.2837,151.7021,,1.1236,,Balmoral,211/18-9
3533.0,,38.0614,157.3119,,1.1553,,Balmoral,211/18-9
3533.5,,36.0083,173.3343,,1.1729,,Balmoral,211/18-9
3534.0,,34.0698,177.3647,,1.1838,,Balmoral,211/18-9
3534.5,,34.5706,185.4923,,1.1898,,Balmoral,211/18-9
3535.0,,35.4375,187.0604,,1.1988,,Balmoral,211/18-9
3535.5,,37.118,176.438,,1.1973,,Balmoral,211/18-9
3536.0,,38.3904,170.1307,,1.1796,,Balmoral,211/18-9
3536.5,,37.019,172.896,,1.1572,,Balmoral,211/18-9
3537.0,,34.4122,179.9779,,1.135,,Balmoral,211/18-9
3537.5,,34.3879,177.1161,,1.119,,Balmoral,211/18-9
3538.0,,34.798,191.743,,1.1048,,Balmoral,211/18-9
3538.5,,34.4482,187.3049,,1.0974,,Balmoral,211/18-9
3539.0,,35.7313,180.8917,,1.0888,,Balmoral,211/18-9
3539.5,,37.6467,179.5907,,1.0788,,Balmoral,211/18-9
3540.0,,38.3885,177.7246,,1.0689,,Balmoral,211/18-9
3540.5,,39.8899,178.718,,1.062,,Balmoral,211/18-9
3541.0,,41.3913,182.1426,,1.0572,,Balmoral,211/18-9
3541.5,,41.6942,181.812,,1.0552,,Balmoral,211/18-9
3542.0,,41.0285,185.171,,1.0553,,Balmoral,211/18-9
3542.5,,40.4801,183.8386,,1.0541,,Balmoral,211/18-9
3543.0,,41.1621,182.5073,,1.0514,,Balmoral,211/18-9
3543.5,,39.6208,183.1043,,1.0487,,Balmoral,211/18-9
3544.0,,40.8514,183.276,,1.0462,,Balmoral,211/18-9
3544.5,,42.0177,182.3466,,1.0458,,Balmoral,211/18-9
3545.0,,43.6164,182.7541,,1.0459,,Balmoral,211/18-9
3545.5,,44.0482,181.7177,,1.0464,,Balmoral,211/18-9
3546.0,,41.1425,180.6066,,1.0489,,Balmoral,211/18-9
3546.5,,39.8037,180.0055,,1.0516,,Balmoral,211/18-9
3547.0,,41.005,179.4289,,1.0543,,Balmoral,211/18-9
3547.5,,42.2398,178.1669,,1.0575,,Balmoral,211/18-9
3548.0,,43.5274,176.9059,,1.0612,,Balmoral,211/18-9
3548.5,,44.7639,175.6449,,1.0651,,Balmoral,211/18-9
3549.0,,44.7253,176.3449,,1.0726,,Balmoral,211/18-9
3549.5,,42.4507,177.1443,,1.0812,,Balmoral,211/18-9
3550.0,,40.1744,177.4036,,1.0919,,Balmoral,211/18-9
3550.5,,40.3463,177.6628,,1.105,,Balmoral,211/18-9
3551.0,,40.7186,177.4311,,1.1132,,Balmoral,211/18-9
3551.5,,39.3556,176.8979,,1.1034,,Balmoral,211/18-9
3552.0,,36.697,177.1119,,1.0959,,Balmoral,211/18-9
3552.5,,36.3543,177.6517,,1.0949,,Balmoral,211/18-9
3553.0,,40.4855,177.5204,,1.0888,,Balmoral,211/18-9
3553.5,,43.6801,176.9873,,1.1179,,Balmoral,211/18-9
3554.0,,42.2317,172.4799,,1.1373,,Balmoral,211/18-9
3554.5,,41.2351,169.4876,,1.1352,,Balmoral,211/18-9
3555.0,,40.1288,175.875,,1.129,,Balmoral,211/18-9
3555.5,,39.0947,177.0293,,1.1177,,Balmoral,211/18-9
3556.0,,39.2227,176.5928,,1.1041,,Balmoral,211/18-9
3556.5,,40.519,170.1474,,1.0906,,Balmoral,211/18-9
3557.0,,40.6485,168.8758,,1.0774,,Balmoral,211/18-9
3557.5,,42.4874,175.923,,1.0642,,Balmoral,211/18-9
3558.0,,42.9101,177.2686,,1.0511,,Balmoral,211/18-9
3558.5,,41.0377,177.256,,1.038,,Balmoral,211/18-9
3559.0,,39.9011,176.537,,1.0248,,Balmoral,211/18-9
3559.5,,39.2551,176.0554,,1.0119,,Balmoral,211/18-9
3560.0,,38.6592,175.5656,,0.999,,Balmoral,211/18-9
3560.5,,37.4604,176.5121,,0.9859,,Balmoral,211/18-9
3561.0,,37.2938,177.5939,,0.9728,,Balmoral,211/18-9
3561.5,,37.9684,178.5838,,0.9612,,Balmoral,211/18-9
3562.0,,38.5664,179.0178,,0.9482,,Balmoral,211/18-9
3562.5,,39.7512,179.875,,0.9379,,Balmoral,211/18-9
3563.0,,43.4561,180.0284,,0.9311,,Balmoral,211/18-9
3563.5,,46.3074,179.0564,,0.9292,,Balmoral,211/18-9
3564.0,,44.9522,177.5124,,0.9256,,Balmoral,211/18-9
3564.5,,43.7761,175.9589,,0.9214,,Balmoral,211/18-9
3565.0,,43.4418,175.6968,,0.9174,,Balmoral,211/18-9
3565.5,,44.2916,174.8612,,0.9136,,Balmoral,211/18-9
3566.0,,44.8493,173.7104,,0.922,,Balmoral,211/18-9
3566.5,,45.3981,173.1632,,0.9323,,Balmoral,211/18-9
3567.0,,45.509,172.7641,,0.9394,,Balmoral,211/18-9
3567.5,,45.1641,172.9269,,0.9496,,Balmoral,211/18-9
3568.0,,44.7297,173.0122,,0.9595,,Balmoral,211/18-9
3568.5,,45.1098,172.277,,0.9723,,Balmoral,211/18-9
3569.0,,42.3865,171.3246,,0.9866,,Balmoral,211/18-9
3569.5,,39.5619,171.5814,,0.9918,,Balmoral,211/18-9
3570.0,,37.9241,171.8235,,0.9919,,Balmoral,211/18-9
3570.5,,40.8706,171.7191,,0.9919,,Balmoral,211/18-9
3571.0,,43.9097,171.297,,0.984,,Balmoral,211/18-9
3571.5,,43.8784,170.6653,,0.9742,,Balmoral,211/18-9
3572.0,,41.576,170.0342,,0.9603,,Balmoral,211/18-9
3572.5,,40.68,169.3287,,0.9484,,Balmoral,211/18-9
3573.0,,41.2745,168.4774,,0.9614,,Balmoral,211/18-9
3573.5,,41.5377,167.6261,,0.9794,,Balmoral,211/18-9
3574.0,,40.8397,167.0219,,0.9995,,Balmoral,211/18-9
3574.5,,39.7206,167.2905,,1.0243,,Balmoral,211/18-9
3575.0,,39.6345,167.7795,,1.0487,,Balmoral,211/18-9
3575.5,,39.1738,172.6674,,1.0889,,Balmoral,211/18-9
3576.0,,39.8653,172.6905,,1.1078,,Balmoral,211/18-9
3576.5,,41.1178,164.5787,,1.117,,Balmoral,211/18-9
3577.0,,40.8933,161.0085,,1.126,,Balmoral,211/18-9
3577.5,,39.9139,162.7185,,1.1293,,Balmoral,211/18-9
3578.0,,39.7909,168.258,,1.1294,,Balmoral,211/18-9
3578.5,,41.2612,161.2762,,1.1294,,Balmoral,211/18-9
3579.0,,43.1575,164.4186,,1.1295,,Balmoral,211/18-9
3579.5,,43.513,178.3149,,1.1258,,Balmoral,211/18-9
3580.0,,42.0406,173.5093,,1.1178,,Balmoral,211/18-9
3580.5,,39.5018,170.5458,,1.1091,,Balmoral,211/18-9
3581.0,,38.6444,170.1455,,1.1004,,Balmoral,211/18-9
3581.5,,39.3214,168.8025,,1.0989,,Balmoral,211/18-9
3582.0,,38.9535,167.6433,,1.099,,Balmoral,211/18-9
3582.5,,40.009,167.6676,,1.099,,Balmoral,211/18-9
3583.0,,40.3194,168.307,,1.0991,,Balmoral,211/18-9
3583.5,,41.073,168.947,,1.0991,,Balmoral,211/18-9
3584.0,,40.4923,169.2759,,1.0992,,Balmoral,211/18-9
3584.5,,38.4479,169.4135,,1.0992,,Balmoral,211/18-9
3585.0,,38.1237,169.3993,,1.0993,,Balmoral,211/18-9
3585.5,,38.1237,169.0722,,1.0993,,Balmoral,211/18-9
3586.0,,37.9753,168.1807,,1.0994,,Balmoral,211/18-9
3586.5,,38.7846,166.5858,,1.0994,,Balmoral,211/18-9
3587.0,,39.1288,167.6522,,1.0995,,Balmoral,211/18-9
3587.5,,40.288,170.3012,,1.0995,,Balmoral,211/18-9
3588.0,,40.4939,169.9484,,1.1015,,Balmoral,211/18-9
3588.5,,40.3194,169.5764,,1.1101,,Balmoral,211/18-9
3589.0,,40.4951,169.9818,,1.119,,Balmoral,211/18-9
3589.5,,41.2892,172.8797,,1.1202,,Balmoral,211/18-9
3590.0,,40.4911,187.3498,,1.1202,,Balmoral,211/18-9
3590.5,,38.7134,175.9122,,1.1203,,Balmoral,211/18-9
3591.0,,36.9791,166.9121,,1.1203,,Balmoral,211/18-9
3591.5,,35.7822,167.9461,,1.1188,,Balmoral,211/18-9
3592.0,,34.9301,172.5907,,1.1121,,Balmoral,211/18-9
3592.5,,36.0626,185.7672,,1.1102,,Balmoral,211/18-9
3593.0,,37.1506,184.9256,,1.1111,,Balmoral,211/18-9
3593.5,,37.7219,182.1793,,1.1127,,Balmoral,211/18-9
3594.0,,39.2034,165.3089,,1.1143,,Balmoral,211/18-9
3594.5,,40.3324,165.6732,,1.1159,,Balmoral,211/18-9
3595.0,,38.0044,168.7487,,1.1175,,Balmoral,211/18-9
3595.5,,35.6744,170.4698,,1.1191,,Balmoral,211/18-9
3596.0,,34.7957,168.9159,,1.1207,,Balmoral,211/18-9
3596.5,,35.8357,167.0412,,1.1291,,Balmoral,211/18-9
3597.0,,35.9281,165.0483,,1.1381,,Balmoral,211/18-9
3597.5,,35.3391,163.1329,,1.1399,,Balmoral,211/18-9
3598.0,,35.8958,162.7573,,1.1366,,Balmoral,211/18-9
3598.5,,37.9142,162.3813,,1.1333,,Balmoral,211/18-9
3599.0,,40.884,162.2962,,1.1348,,Balmoral,211/18-9
3599.5,,42.3977,163.1194,,1.1419,,Balmoral,211/18-9
3600.0,,40.8446,164.0042,,1.1419,,Balmoral,211/18-9
3600.5,,39.1402,164.8691,,1.1419,,Balmoral,211/18-9
3601.0,,38.3446,165.301,,1.1417,,Balmoral,211/18-9
3601.5,,39.5555,164.9988,,1.1394,,Balmoral,211/18-9
3602.0,,40.5785,164.5654,,1.1372,,Balmoral,211/18-9
3602.5,,40.1306,164.7556,,1.1349,,Balmoral,211/18-9
3603.0,,38.6534,164.1669,,1.1327,,Balmoral,211/18-9
3603.5,,36.3837,162.8947,,1.1314,,Balmoral,211/18-9
3604.0,,36.1431,161.6215,,1.1314,,Balmoral,211/18-9
3604.5,,37.2577,160.3493,,1.1343,,Balmoral,211/18-9
3605.0,,39.9131,159.681,,1.1406,,Balmoral,211/18-9
3605.5,,40.0679,159.6218,,1.142,,Balmoral,211/18-9
3606.0,,39.315,159.1197,,1.1476,,Balmoral,211/18-9
3606.5,,38.6698,158.153,,1.1586,,Balmoral,211/18-9
3607.0,,38.0676,157.2131,,1.1787,,Balmoral,211/18-9
3607.5,,37.4651,157.3359,,1.197,,Balmoral,211/18-9
3608.0,,38.4515,157.793,,1.205,,Balmoral,211/18-9
3608.5,,39.8251,159.446,,1.2001,,Balmoral,211/18-9
3609.0,,40.5778,161.0976,,1.1958,,Balmoral,211/18-9
3609.5,,38.8401,161.2853,,1.194,,Balmoral,211/18-9
3610.0,,36.0877,161.1664,,1.1852,,Balmoral,211/18-9
3610.5,,34.2966,160.739,,1.1876,,Balmoral,211/18-9
3611.0,,34.6581,159.6767,,1.1899,,Balmoral,211/18-9
3611.5,,35.0036,159.1136,,1.1923,,Balmoral,211/18-9
3612.0,,36.0194,160.1711,,1.1946,,Balmoral,211/18-9
3612.5,,37.2688,159.5572,,1.1973,,Balmoral,211/18-9
3613.0,,38.5191,158.7714,,1.2002,,Balmoral,211/18-9
3613.5,,39.7947,158.7237,,1.2031,,Balmoral,211/18-9
3614.0,,41.1108,158.123,,1.2059,,Balmoral,211/18-9
3614.5,,41.9439,157.6503,,1.2069,,Balmoral,211/18-9
3615.0,,42.3207,158.7081,,1.2069,,Balmoral,211/18-9
3615.5,,39.17,159.7372,,1.2079,,Balmoral,211/18-9
3616.0,,36.819,160.5853,,1.2131,,Balmoral,211/18-9
3616.5,,36.7582,162.2911,,1.2183,,Balmoral,211/18-9
3617.0,,37.8032,164.9357,,1.2235,,Balmoral,211/18-9
3617.5,,39.2123,167.2544,,1.2282,,Balmoral,211/18-9
3618.0,,39.8626,166.4987,,1.2244,,Balmoral,211/18-9
3618.5,,39.5637,165.5372,,1.2195,,Balmoral,211/18-9
3619.0,,38.6635,163.7916,,1.2264,,Balmoral,211/18-9
3619.5,,37.861,163.0914,,1.2402,,Balmoral,211/18-9
3620.0,,38.3603,166.3256,,1.2682,,Balmoral,211/18-9
3620.5,,39.5544,168.3404,,1.2957,,Balmoral,211/18-9
3621.0,,41.1199,168.6464,,1.314,,Balmoral,211/18-9
3621.5,,42.9542,171.1655,,1.3234,,Balmoral,211/18-9
3622.0,,43.4084,175.8515,,1.3205,,Balmoral,211/18-9
3622.5,,41.8397,163.3578,,1.3084,,Balmoral,211/18-9
