DEPTH,CALI,GR,DT,RHOB,ILD,NPHI,lstrat,wellname
5161.5,,37.1842,154.6072,,0.8033,,Beauly,211/18-9
5162.0,,38.044,153.9305,,0.8145,,Beauly,211/18-9
5162.5,,38.9045,154.1707,,0.8235,,Beauly,211/18-9
5163.0,,39.5285,155.7081,,0.8304,,Beauly,211/18-9
5163.5,,39.2245,145.5378,,0.8312,,Beauly,211/18-9
5164.0,,39.0577,152.2008,,0.8299,,Beauly,211/18-9
5164.5,,36.7489,148.1176,,0.8254,,Beauly,211/18-9
5165.0,,33.9506,149.0527,,0.8128,,Beauly,211/18-9
5165.5,,35.8462,155.0098,,0.7906,,Beauly,211/18-9
5166.0,,37.7402,157.738,,0.7692,,Beauly,211/18-9
5166.5,,39.6357,158.9851,,0.7488,,Beauly,211/18-9
5167.0,,40.6774,161.3,,0.7283,,Beauly,211/18-9
5167.5,,40.2157,154.5306,,0.7083,,Beauly,211/18-9
5168.0,,38.1753,146.3075,,0.6999,,Beauly,211/18-9
5168.5,,39.5469,145.0106,,0.6935,,Beauly,211/18-9
5169.0,,41.4211,145.8128,,0.6935,,Beauly,211/18-9
5169.5,,41.6222,146.5934,,0.6931,,Beauly,211/18-9
5170.0,,39.5757,147.9512,,0.6883,,Beauly,211/18-9
5170.5,,39.1984,149.5614,,0.6932,,Beauly,211/18-9
5171.0,,39.3586,158.0759,,0.7013,,Beauly,211/18-9
5171.5,,37.7902,163.0054,,0.7073,,Beauly,211/18-9
5172.0,,37.9139,151.043,,0.7134,,Beauly,211/18-9
5172.5,,37.3741,150.0248,,0.7214,,Beauly,211/18-9
5173.0,,36.0668,146.8101,,0.73,,Beauly,211/18-9
5173.5,,36.9698,148.7846,,0.7385,,Beauly,211/18-9
5174.0,,38.723,149.0286,,0.7447,,Beauly,211/18-9
5174.5,,38.5932,148.695,,0.7523,,Beauly,211/18-9
5175.0,,36.835,147.5776,,0.7616,,Beauly,211/18-9
5175.5,,37.5478,147.5322,,0.7657,,Beauly,211/18-9
5176.0,,41.7595,150.3383,,0.7618,,Beauly,211/18-9
5176.5,,44.8955,148.8185,,0.761,,Beauly,211/18-9
5177.0,,45.1867,147.5608,,0.7642,,Beauly,211/18-9
5177.5,,43.9794,147.7372,,0.7654,,Beauly,211/18-9
5178.0,,42.5893,148.2523,,0.7612,,Beauly,211/18-9
5178.5,,41.198,150.4357,,0.7594,,Beauly,211/18-9
5179.0,,40.1499,151.9144,,0.7599,,Beauly,211/18-9
5179.5,,41.4643,151.9114,,0.7653,,Beauly,211/18-9
5180.0,,42.4635,150.7211,,0.7601,,Beauly,211/18-9
5180.5,,41.2538,148.3728,,0.7594,,Beauly,211/18-9
5181.0,,40.8003,147.3072,,0.7637,,Beauly,211/18-9
5181.5,,41.5352,148.0272,,0.7661,,Beauly,211/18-9
5182.0,,42.2707,150.4816,,0.7661,,Beauly,211/18-9
5182.5,,42.6992,153.4935,,0.766,,Beauly,211/18-9
5183.0,,41.1663,155.4076,,0.766,,Beauly,211/18-9
5183.5,,40.6118,156.0424,,0.7659,,Beauly,211/18-9
5184.0,,41.498,154.5974,,0.7659,,Beauly,211/18-9
5184.5,,41.6459,152.9644,,0.7649,,Beauly,211/18-9
5185.0,,43.337,150.9826,,0.7553,,Beauly,211/18-9
5185.5,,45.3988,148.7403,,0.7455,,Beauly,211/18-9
5186.0,,46.4701,147.2938,,0.7343,,Beauly,211/18-9
5186.5,,44.7666,148.4822,,0.7282,,Beauly,211/18-9
5187.0,,43.6131,149.7891,,0.7245,,Beauly,211/18-9
5187.5,,42.1917,151.097,,0.7176,,Beauly,211/18-9
5188.0,,41.2046,151.0236,,0.7059,,Beauly,211/18-9
5188.5,,42.246,150.1214,,0.6941,,Beauly,211/18-9
5189.0,,41.4937,149.5287,,0.6835,,Beauly,211/18-9
5189.5,,41.8211,149.1286,,0.6814,,Beauly,211/18-9
5190.0,,42.0437,148.878,,0.6864,,Beauly,211/18-9
5190.5,,41.921,149.5782,,0.6914,,Beauly,211/18-9
5191.0,,42.2193,150.463,,0.6972,,Beauly,211/18-9
5191.5,,41.852,151.1293,,0.7029,,Beauly,211/18-9
5192.0,,41.8803,151.1863,,0.7044,,Beauly,211/18-9
5192.5,,43.284,151.4723,,0.7044,,Beauly,211/18-9
5193.0,,43.8526,151.5612,,0.7043,,Beauly,211/18-9
5193.5,,44.2084,151.3621,,0.7043,,Beauly,211/18-9
5194.0,,45.4114,152.0236,,0.7043,,Beauly,211/18-9
5194.5,,46.2231,153.1557,,0.7042,,Beauly,211/18-9
5195.0,,47.0253,154.2886,,0.7042,,Beauly,211/18-9
5195.5,,47.4283,153.2331,,0.7109,,Beauly,211/18-9
5196.0,,46.2896,151.6152,,0.7173,,Beauly,211/18-9
5196.5,,46.0671,150.7006,,0.7173,,Beauly,211/18-9
5197.0,,47.7857,150.9005,,0.7173,,Beauly,211/18-9
5197.5,,46.2537,149.84,,0.7173,,Beauly,211/18-9
5198.0,,42.9431,147.5288,,0.7169,,Beauly,211/18-9
5198.5,,41.5484,147.2769,,0.7084,,Beauly,211/18-9
5199.0,,42.0955,147.3224,,0.697,,Beauly,211/18-9
5199.5,,40.1644,147.8766,,0.6866,,Beauly,211/18-9
5200.0,,40.5557,149.8394,,0.6877,,Beauly,211/18-9
5200.5,,42.7818,151.1119,,0.6904,,Beauly,211/18-9
5201.0,,44.1222,151.8716,,0.694,,Beauly,211/18-9
5201.5,,43.1268,152.977,,0.6981,,Beauly,211/18-9
5202.0,,44.186,153.4208,,0.7021,,Beauly,211/18-9
5202.5,,45.8684,153.5029,,0.7074,,Beauly,211/18-9
5203.0,,47.9758,153.0232,,0.7139,,Beauly,211/18-9
5203.5,,49.0912,152.3515,,0.7173,,Beauly,211/18-9
5204.0,,48.6505,150.5987,,0.7174,,Beauly,211/18-9
5204.5,,48.394,148.7257,,0.7171,,Beauly,211/18-9
5205.0,,47.7672,147.1869,,0.7136,,Beauly,211/18-9
5205.5,,46.868,147.4357,,0.709,,Beauly,211/18-9
5206.0,,46.4685,148.0381,,0.7043,,Beauly,211/18-9
5206.5,,45.4214,148.6756,,0.6995,,Beauly,211/18-9
5207.0,,42.4199,149.4012,,0.6945,,Beauly,211/18-9
5207.5,,42.0801,148.8767,,0.6894,,Beauly,211/18-9
5208.0,,45.2948,148.3517,,0.6852,,Beauly,211/18-9
5208.5,,47.4827,148.3876,,0.6842,,Beauly,211/18-9
5209.0,,45.867,149.3248,,0.6794,,Beauly,211/18-9
5209.5,,44.1554,148.8038,,0.6789,,Beauly,211/18-9
5210.0,,44.7236,148.6299,,0.6771,,Beauly,211/18-9
5210.5,,45.2914,148.7168,,0.6744,,Beauly,211/18-9
5211.0,,45.8596,148.0083,,0.6724,,Beauly,211/18-9
5211.5,,43.7548,147.2631,,0.6713,,Beauly,211/18-9
5212.0,,41.4487,148.9422,,0.6703,,Beauly,211/18-9
5212.5,,41.6718,150.8786,,0.6693,,Beauly,211/18-9
5213.0,,44.1253,151.5925,,0.6683,,Beauly,211/18-9
5213.5,,46.5807,149.2497,,0.6672,,Beauly,211/18-9
5214.0,,47.5174,148.651,,0.668,,Beauly,211/18-9
5214.5,,46.4383,154.1073,,0.6716,,Beauly,211/18-9
5215.0,,45.5749,158.363,,0.6728,,Beauly,211/18-9
5215.5,,45.4391,155.4027,,0.6728,,Beauly,211/18-9
5216.0,,45.95,153.1201,,0.6729,,Beauly,211/18-9
5216.5,,44.8979,151.4694,,0.6766,,Beauly,211/18-9
5217.0,,42.7596,149.8774,,0.6807,,Beauly,211/18-9
5217.5,,41.0326,149.0055,,0.6839,,Beauly,211/18-9
5218.0,,41.679,148.3874,,0.6845,,Beauly,211/18-9
5218.5,,42.7737,149.5226,,0.6831,,Beauly,211/18-9
5219.0,,42.8652,150.9808,,0.6817,,Beauly,211/18-9
5219.5,,41.9713,152.4369,,0.6803,,Beauly,211/18-9
5220.0,,43.6629,153.0453,,0.6788,,Beauly,211/18-9
5220.5,,45.203,153.5734,,0.6767,,Beauly,211/18-9
5221.0,,45.4412,154.478,,0.6745,,Beauly,211/18-9
5221.5,,45.0518,152.8482,,0.6728,,Beauly,211/18-9
5222.0,,43.4974,149.7943,,0.6728,,Beauly,211/18-9
5222.5,,43.2857,145.6652,,0.6728,,Beauly,211/18-9
5223.0,,43.9054,144.6642,,0.6732,,Beauly,211/18-9
5223.5,,44.7493,143.6656,,0.6774,,Beauly,211/18-9
5224.0,,47.6383,142.8663,,0.6825,,Beauly,211/18-9
5224.5,,49.8015,144.2709,,0.6868,,Beauly,211/18-9
5225.0,,50.5478,146.5485,,0.6903,,Beauly,211/18-9
5225.5,,49.8244,149.4291,,0.6984,,Beauly,211/18-9
5226.0,,47.4722,152.3119,,0.7095,,Beauly,211/18-9
5226.5,,44.9097,152.5919,,0.7212,,Beauly,211/18-9
5227.0,,42.5175,150.6182,,0.7377,,Beauly,211/18-9
5227.5,,40.1233,148.6428,,0.7601,,Beauly,211/18-9
5228.0,,38.3862,148.0098,,0.7799,,Beauly,211/18-9
5228.5,,37.0688,149.325,,0.7965,,Beauly,211/18-9
5229.0,,36.4721,149.1523,,0.8013,,Beauly,211/18-9
5229.5,,36.8757,147.0953,,0.7982,,Beauly,211/18-9
5230.0,,37.8854,145.25,,0.7941,,Beauly,211/18-9
5230.5,,38.896,145.3972,,0.7934,,Beauly,211/18-9
5231.0,,39.9058,147.5801,,0.7879,,Beauly,211/18-9
5231.5,,40.9164,149.1752,,0.7804,,Beauly,211/18-9
5232.0,,40.6625,148.4113,,0.7722,,Beauly,211/18-9
5232.5,,40.484,146.5556,,0.7612,,Beauly,211/18-9
5233.0,,40.7709,144.0386,,0.7515,,Beauly,211/18-9
5233.5,,39.2026,141.5235,,0.7514,,Beauly,211/18-9
5234.0,,37.6481,141.1082,,0.7514,,Beauly,211/18-9
5234.5,,36.2533,147.6136,,0.7518,,Beauly,211/18-9
5235.0,,36.9491,149.746,,0.7572,,Beauly,211/18-9
5235.5,,39.5232,149.9091,,0.764,,Beauly,211/18-9
5236.0,,43.7431,151.4543,,0.7683,,Beauly,211/18-9
5236.5,,46.477,153.3137,,0.7716,,Beauly,211/18-9
5237.0,,47.2645,150.3301,,0.7727,,Beauly,211/18-9
5237.5,,47.7341,146.9742,,0.7751,,Beauly,211/18-9
5238.0,,46.1477,147.4117,,0.7778,,Beauly,211/18-9
5238.5,,44.7756,146.4078,,0.7826,,Beauly,211/18-9
5239.0,,43.8102,145.4084,,0.7868,,Beauly,211/18-9
5239.5,,41.585,143.3769,,0.7868,,Beauly,211/18-9
5240.0,,39.2307,142.4421,,0.7864,,Beauly,211/18-9
5240.5,,36.2975,149.1617,,0.7806,,Beauly,211/18-9
5241.0,,34.6798,153.3578,,0.7712,,Beauly,211/18-9
5241.5,,35.0604,156.0347,,0.7563,,Beauly,211/18-9
5242.0,,36.2728,158.2869,,0.7453,,Beauly,211/18-9
5242.5,,38.0661,160.5255,,0.7344,,Beauly,211/18-9
5243.0,,38.0601,161.0412,,0.7241,,Beauly,211/18-9
5243.5,,37.1352,159.6868,,0.7163,,Beauly,211/18-9
5244.0,,36.2154,158.3332,,0.7124,,Beauly,211/18-9
5244.5,,35.4576,158.5823,,0.7112,,Beauly,211/18-9
5245.0,,35.153,157.9398,,0.7124,,Beauly,211/18-9
5245.5,,35.4509,155.2898,,0.7181,,Beauly,211/18-9
5246.0,,36.1155,162.6898,,0.7236,,Beauly,211/18-9
5246.5,,36.787,159.9785,,0.7275,,Beauly,211/18-9
5247.0,,36.8745,153.8268,,0.731,,Beauly,211/18-9
5247.5,,37.0722,151.8829,,0.7346,,Beauly,211/18-9
5248.0,,36.7604,166.112,,0.7397,,Beauly,211/18-9
5248.5,,35.4328,162.0793,,0.7539,,Beauly,211/18-9
5249.0,,35.7376,164.1517,,0.7699,,Beauly,211/18-9
5249.5,,34.967,166.4863,,0.7865,,Beauly,211/18-9
5250.0,,34.6405,159.1386,,0.7931,,Beauly,211/18-9
5250.5,,35.4952,159.0451,,0.7942,,Beauly,211/18-9
5251.0,,35.9864,159.2634,,0.7942,,Beauly,211/18-9
5251.5,,36.4779,153.7251,,0.7912,,Beauly,211/18-9
5252.0,,36.8261,149.0991,,0.7829,,Beauly,211/18-9
5252.5,,36.3905,150.9039,,0.7725,,Beauly,211/18-9
5253.0,,35.9552,156.4813,,0.7554,,Beauly,211/18-9
5253.5,,35.5197,155.8065,,0.7416,,Beauly,211/18-9
5254.0,,35.1676,150.1221,,0.7342,,Beauly,211/18-9
5254.5,,34.8678,149.2182,,0.7266,,Beauly,211/18-9
5255.0,,34.3521,155.7056,,0.7245,,Beauly,211/18-9
5255.5,,33.6989,156.4487,,0.7211,,Beauly,211/18-9
5256.0,,33.864,152.5756,,0.7198,,Beauly,211/18-9
5256.5,,34.2616,156.6734,,0.7243,,Beauly,211/18-9
5257.0,,34.659,157.918,,0.7287,,Beauly,211/18-9
5257.5,,34.0804,152.8265,,0.7367,,Beauly,211/18-9
5258.0,,32.753,150.4505,,0.749,,Beauly,211/18-9
5258.5,,33.7705,151.8839,,0.7599,,Beauly,211/18-9
5259.0,,34.5675,152.135,,0.7681,,Beauly,211/18-9
5259.5,,35.3639,154.2375,,0.7734,,Beauly,211/18-9
5260.0,,36.1609,150.1501,,0.7786,,Beauly,211/18-9
5260.5,,36.9573,156.9103,,0.7798,,Beauly,211/18-9
5261.0,,39.795,160.6364,,0.78,,Beauly,211/18-9
5261.5,,43.1955,157.0262,,0.7823,,Beauly,211/18-9
5262.0,,44.0434,155.7597,,0.7855,,Beauly,211/18-9
5262.5,,41.8192,158.2142,,0.7845,,Beauly,211/18-9
5263.0,,39.5932,158.8661,,0.7779,,Beauly,211/18-9
5263.5,,38.2961,154.0145,,0.7665,,Beauly,211/18-9
5264.0,,38.0024,154.7759,,0.7587,,Beauly,211/18-9
5264.5,,37.1225,156.5157,,0.7588,,Beauly,211/18-9
5265.0,,38.231,158.5927,,0.7616,,Beauly,211/18-9
5265.5,,39.511,160.1142,,0.7652,,Beauly,211/18-9
5266.0,,39.416,164.2085,,0.7701,,Beauly,211/18-9
5266.5,,40.2857,157.1334,,0.7728,,Beauly,211/18-9
5267.0,,40.8691,154.7659,,0.7728,,Beauly,211/18-9
5267.5,,38.9949,154.2413,,0.7728,,Beauly,211/18-9
5268.0,,38.1492,151.4485,,0.7728,,Beauly,211/18-9
5268.5,,39.4808,151.4878,,0.7728,,Beauly,211/18-9
5269.0,,40.3519,152.388,,0.7664,,Beauly,211/18-9
5269.5,,39.1576,152.3155,,0.7579,,Beauly,211/18-9
5270.0,,38.9724,152.4701,,0.7524,,Beauly,211/18-9
5270.5,,39.4928,152.9084,,0.7458,,Beauly,211/18-9
5271.0,,38.7136,152.1104,,0.7371,,Beauly,211/18-9
5271.5,,38.3791,151.3815,,0.7299,,Beauly,211/18-9
5272.0,,38.5767,151.6883,,0.7259,,Beauly,211/18-9
5272.5,,35.9352,150.0128,,0.7247,,Beauly,211/18-9
5273.0,,34.4227,149.8318,,0.7247,,Beauly,211/18-9
5273.5,,35.3528,150.2353,,0.7247,,Beauly,211/18-9
5274.0,,37.0417,149.5167,,0.7247,,Beauly,211/18-9
5274.5,,39.2004,151.2651,,0.7247,,Beauly,211/18-9
5275.0,,38.1515,153.8338,,0.7247,,Beauly,211/18-9
5275.5,,39.1152,152.9481,,0.7247,,Beauly,211/18-9
5276.0,,40.5707,149.1175,,0.7261,,Beauly,211/18-9
5276.5,,42.025,147.331,,0.7343,,Beauly,211/18-9
5277.0,,41.7019,145.1915,,0.7434,,Beauly,211/18-9
5277.5,,41.6294,142.0556,,0.7532,,Beauly,211/18-9
5278.0,,43.1695,145.643,,0.764,,Beauly,211/18-9
5278.5,,45.0454,154.7393,,0.7621,,Beauly,211/18-9
5279.0,,46.4868,153.9993,,0.7591,,Beauly,211/18-9
5279.5,,45.2856,153.2588,,0.7588,,Beauly,211/18-9
5280.0,,42.8232,151.6906,,0.7619,,Beauly,211/18-9
5280.5,,40.6763,149.0544,,0.7672,,Beauly,211/18-9
5281.0,,41.828,146.416,,0.7721,,Beauly,211/18-9
5281.5,,42.8976,146.3865,,0.7729,,Beauly,211/18-9
5282.0,,43.0637,147.1798,,0.773,,Beauly,211/18-9
5282.5,,39.9457,150.1821,,0.773,,Beauly,211/18-9
5283.0,,38.5898,151.3493,,0.773,,Beauly,211/18-9
5283.5,,37.7219,150.5659,,0.7753,,Beauly,211/18-9
5284.0,,35.8657,149.8164,,0.781,,Beauly,211/18-9
5284.5,,35.3102,149.1552,,0.7868,,Beauly,211/18-9
5285.0,,36.5307,150.2692,,0.7873,,Beauly,211/18-9
5285.5,,37.8243,152.0696,,0.7873,,Beauly,211/18-9
5286.0,,39.0231,152.1057,,0.7877,,Beauly,211/18-9
5286.5,,37.9725,153.6605,,0.7905,,Beauly,211/18-9
5287.0,,35.9096,155.0505,,0.794,,Beauly,211/18-9
5287.5,,33.9546,155.7459,,0.8008,,Beauly,211/18-9
5288.0,,34.9648,156.0726,,0.8087,,Beauly,211/18-9
5288.5,,36.6015,149.5804,,0.8162,,Beauly,211/18-9
5289.0,,36.5126,143.4889,,0.8209,,Beauly,211/18-9
5289.5,,35.5387,142.3961,,0.8252,,Beauly,211/18-9
5290.0,,34.3465,141.7974,,0.8302,,Beauly,211/18-9
5290.5,,33.7615,144.2925,,0.8291,,Beauly,211/18-9
5291.0,,33.2849,152.1299,,0.8234,,Beauly,211/18-9
5291.5,,34.0378,152.761,,0.8116,,Beauly,211/18-9
5292.0,,33.77,152.2559,,0.7997,,Beauly,211/18-9
5292.5,,33.702,150.8,,0.7863,,Beauly,211/18-9
5293.0,,31.0634,146.6713,,0.7748,,Beauly,211/18-9
5293.5,,30.7733,145.2906,,0.7731,,Beauly,211/18-9
5294.0,,30.5072,144.6913,,0.7731,,Beauly,211/18-9
5294.5,,31.2024,144.822,,0.7806,,Beauly,211/18-9
5295.0,,31.8825,147.0858,,0.7921,,Beauly,211/18-9
5295.5,,31.7765,147.3787,,0.8035,,Beauly,211/18-9
5296.0,,31.9442,146.7277,,0.8149,,Beauly,211/18-9
5296.5,,34.0742,148.1313,,0.8259,,Beauly,211/18-9
5297.0,,35.8051,149.9334,,0.8365,,Beauly,211/18-9
5297.5,,37.0039,150.3033,,0.8546,,Beauly,211/18-9
5298.0,,36.675,150.6735,,0.8895,,Beauly,211/18-9
5298.5,,36.7946,149.1888,,0.9256,,Beauly,211/18-9
5299.0,,37.5356,148.7979,,0.9509,,Beauly,211/18-9
5299.5,,38.2761,149.7587,,0.967,,Beauly,211/18-9
5300.0,,39.0171,150.7577,,0.9774,,Beauly,211/18-9
5300.5,,40.0595,150.827,,0.9769,,Beauly,211/18-9
5301.0,,41.7651,149.6443,,0.973,,Beauly,211/18-9
5301.5,,44.1729,145.1095,,0.973,,Beauly,211/18-9
5302.0,,45.5571,144.8831,,0.9701,,Beauly,211/18-9
5302.5,,46.3865,146.2792,,0.9612,,Beauly,211/18-9
5303.0,,48.4965,146.1125,,0.9522,,Beauly,211/18-9
5303.5,,51.9668,144.3036,,0.9427,,Beauly,211/18-9
5304.0,,55.4343,143.0125,,0.9378,,Beauly,211/18-9
5304.5,,56.1753,143.5761,,0.9378,,Beauly,211/18-9
5305.0,,56.0186,143.5742,,0.9378,,Beauly,211/18-9
5305.5,,54.7391,144.0718,,0.9421,,Beauly,211/18-9
5306.0,,53.0859,147.0148,,0.9493,,Beauly,211/18-9
5306.5,,51.4313,147.0852,,0.9581,,Beauly,211/18-9
5307.0,,49.7781,147.5428,,0.9669,,Beauly,211/18-9
5307.5,,47.9106,147.0414,,0.9747,,Beauly,211/18-9
5308.0,,45.9312,145.015,,0.9801,,Beauly,211/18-9
5308.5,,45.4107,143.0631,,0.9864,,Beauly,211/18-9
5309.0,,46.9765,141.2624,,0.991,,Beauly,211/18-9
5309.5,,48.0951,141.6591,,0.9911,,Beauly,211/18-9
5310.0,,48.5837,145.2035,,0.9985,,Beauly,211/18-9
5310.5,,48.4344,145.8303,,1.0066,,Beauly,211/18-9
5311.0,,48.2125,145.3479,,1.0043,,Beauly,211/18-9
5311.5,,47.2218,143.2,,1.0002,,Beauly,211/18-9
5312.0,,46.213,140.3628,,1.0002,,Beauly,211/18-9
5312.5,,46.0159,141.0489,,0.9984,,Beauly,211/18-9
5313.0,,46.0884,144.2413,,0.9948,,Beauly,211/18-9
5313.5,,46.163,143.0928,,0.9921,,Beauly,211/18-9
5314.0,,45.4233,141.7908,,0.997,,Beauly,211/18-9
5314.5,,42.8089,143.5982,,1.0031,,Beauly,211/18-9
5315.0,,42.395,144.6558,,1.0078,,Beauly,211/18-9
5315.5,,44.7368,141.9443,,1.0017,,Beauly,211/18-9
5316.0,,46.9507,143.1657,,1.0042,,Beauly,211/18-9
5316.5,,47.976,144.3881,,1.0088,,Beauly,211/18-9
5317.0,,47.9227,145.6095,,1.0094,,Beauly,211/18-9
5317.5,,47.9697,146.1577,,1.0094,,Beauly,211/18-9
5318.0,,49.6268,145.3569,,1.0094,,Beauly,211/18-9
5318.5,,52.2369,143.9802,,1.0094,,Beauly,211/18-9
5319.0,,54.8449,142.5721,,1.0094,,Beauly,211/18-9
5319.5,,55.5145,147.8,,1.008,,Beauly,211/18-9
5320.0,,54.5979,146.4909,,1.0016,,Beauly,211/18-9
5320.5,,55.1838,139.8397,,0.9806,,Beauly,211/18-9
5321.0,,55.2065,135.6452,,0.9641,,Beauly,211/18-9
5321.5,,52.5285,134.327,,0.9487,,Beauly,211/18-9
5322.0,,50.4215,134.4478,,0.9345,,Beauly,211/18-9
5322.5,,48.4596,141.0093,,0.926,,Beauly,211/18-9
5323.0,,46.4961,145.2065,,0.9214,,Beauly,211/18-9
5323.5,,47.8332,149.1003,,0.9244,,Beauly,211/18-9
5324.0,,50.1081,150.7267,,0.9419,,Beauly,211/18-9
5324.5,,53.0191,150.2473,,0.955,,Beauly,211/18-9
5325.0,,55.6294,147.0935,,0.9552,,Beauly,211/18-9
5325.5,,56.3424,143.5964,,0.9552,,Beauly,211/18-9
5326.0,,59.1842,142.9653,,0.9552,,Beauly,211/18-9
5326.5,,62.0237,141.5934,,0.9558,,Beauly,211/18-9
5327.0,,63.9893,140.2246,,0.9619,,Beauly,211/18-9
5327.5,,64.4238,143.1387,,0.9688,,Beauly,211/18-9
5328.0,,61.9746,147.6332,,0.9758,,Beauly,211/18-9
5328.5,,61.9024,149.8833,,0.9826,,Dornoch,211/18-9
5329.0,,60.301,145.6842,,0.9887,,Dornoch,211/18-9
5329.5,,57.1193,141.4818,,0.9953,,Dornoch,211/18-9
5330.0,,53.9402,139.6052,,1.0029,,Dornoch,211/18-9
5330.5,,54.2264,139.2086,,1.0093,,Dornoch,211/18-9
5331.0,,55.7787,140.5822,,1.0194,,Dornoch,211/18-9
5331.5,,54.6097,141.9579,,1.0356,,Dornoch,211/18-9
5332.0,,53.2383,142.9719,,1.054,,Dornoch,211/18-9
5332.5,,52.2828,139.967,,1.0801,,Dornoch,211/18-9
5333.0,,52.068,136.3077,,1.1085,,Dornoch,211/18-9
5333.5,,53.5857,133.2625,,1.1431,,Dornoch,211/18-9
5334.0,,51.6043,128.7545,,1.1651,,Dornoch,211/18-9
5334.5,,49.0578,123.6995,,1.1446,,Dornoch,211/18-9
5335.0,,46.7463,122.3683,,1.1068,,Dornoch,211/18-9
5335.5,,45.0599,124.7691,,1.0506,,Dornoch,211/18-9
5336.0,,43.3721,129.1716,,0.9559,,Dornoch,211/18-9
5336.5,,42.4303,134.5685,,0.8562,,Dornoch,211/18-9
5337.0,,42.1879,133.9001,,0.7665,,Dornoch,211/18-9
5337.5,,41.9725,134.4074,,0.7213,,Dornoch,211/18-9
5338.0,,43.2757,135.5744,,0.6891,,Dornoch,211/18-9
5338.5,,44.5806,135.8007,,0.6709,,Dornoch,211/18-9
5339.0,,45.8939,126.6067,,0.6712,,Dornoch,211/18-9
5339.5,,46.7209,111.0961,,0.6854,,Dornoch,211/18-9
5340.0,,51.6176,90.4848,,0.7189,,Dornoch,211/18-9
5340.5,,54.3825,83.2566,,0.7684,,Dornoch,211/18-9
5341.0,,53.1618,96.7884,,0.8034,,Dornoch,211/18-9
5341.5,,51.3499,111.269,,0.8362,,Dornoch,211/18-9
5342.0,,47.7218,129.466,,0.8683,,Dornoch,211/18-9
5342.5,,42.1822,138.7339,,0.8907,,Dornoch,211/18-9
5343.0,,41.2104,140.7936,,0.9083,,Dornoch,211/18-9
5343.5,,40.2306,142.7944,,0.9123,,Dornoch,211/18-9
5344.0,,38.3204,144.9932,,0.9123,,Dornoch,211/18-9
5344.5,,37.7039,147.2355,,0.9166,,Dornoch,211/18-9
5345.0,,38.3154,149.4725,,0.9207,,Dornoch,211/18-9
5345.5,,40.0303,151.7112,,0.9256,,Dornoch,211/18-9
5346.0,,41.7438,153.9517,,0.9292,,Dornoch,211/18-9
5346.5,,41.9524,154.4506,,0.9292,,Dornoch,211/18-9
5347.0,,41.115,154.599,,0.9292,,Dornoch,211/18-9
5347.5,,42.2541,154.7225,,0.9296,,Dornoch,211/18-9
5348.0,,44.5108,153.9202,,0.9371,,Dornoch,211/18-9
5348.5,,46.7658,153.2678,,0.9378,,Dornoch,211/18-9
5349.0,,49.0225,154.1661,,0.9378,,Dornoch,211/18-9
5349.5,,50.5875,155.0637,,0.9378,,Dornoch,211/18-9
5350.0,,52.1368,155.962,,0.9378,,Dornoch,211/18-9
5350.5,,53.0799,156.8596,,0.9376,,Dornoch,211/18-9
5351.0,,51.7748,156.9779,,0.9311,,Dornoch,211/18-9
5351.5,,50.94,156.2944,,0.9292,,Dornoch,211/18-9
5352.0,,52.3305,155.7409,,0.9292,,Dornoch,211/18-9
5352.5,,53.1801,155.7137,,0.9285,,Dornoch,211/18-9
5353.0,,49.7797,155.5623,,0.9242,,Dornoch,211/18-9
5353.5,,47.6708,154.5733,,0.9193,,Dornoch,211/18-9
5354.0,,47.0744,153.102,,0.9137,,Dornoch,211/18-9
5354.5,,44.844,152.0287,,0.917,,Dornoch,211/18-9
5355.0,,43.4194,153.4589,,0.9234,,Dornoch,211/18-9
5355.5,,43.2366,153.4495,,0.9325,,Dornoch,211/18-9
5356.0,,43.932,150.4782,,0.9567,,Dornoch,211/18-9
5356.5,,44.8698,147.3272,,0.9823,,Dornoch,211/18-9
5357.0,,44.3997,146.225,,1.0079,,Dornoch,211/18-9
5357.5,,42.7271,146.5496,,1.0269,,Dornoch,211/18-9
5358.0,,45.2586,147.1981,,1.0372,,Dornoch,211/18-9
5358.5,,47.9349,148.104,,1.0377,,Dornoch,211/18-9
5359.0,,49.4,154.9943,,1.0377,,Dornoch,211/18-9
5359.5,,48.0175,150.6767,,1.0324,,Dornoch,211/18-9
5360.0,,47.8591,151.8699,,1.0282,,Dornoch,211/18-9
5360.5,,47.7009,153.0161,,1.0241,,Dornoch,211/18-9
5361.0,,48.3535,154.089,,1.019,,Dornoch,211/18-9
5361.5,,49.6641,153.6088,,1.0188,,Dornoch,211/18-9
5362.0,,50.1368,153.203,,1.0188,,Dornoch,211/18-9
5362.5,,48.1416,151.4433,,1.0188,,Dornoch,211/18-9
5363.0,,47.1062,149.6836,,1.0278,,Dornoch,211/18-9
5363.5,,48.6641,147.9407,,1.0438,,Dornoch,211/18-9
5364.0,,50.2232,147.9832,,1.0598,,Dornoch,211/18-9
5364.5,,47.9957,147.8955,,1.0734,,Dornoch,211/18-9
5365.0,,45.5466,147.3428,,1.0853,,Dornoch,211/18-9
5365.5,,45.0637,146.9421,,1.1021,,Dornoch,211/18-9
5366.0,,44.3446,146.4058,,1.1248,,Dornoch,211/18-9
5366.5,,42.6689,145.369,,1.1353,,Dornoch,211/18-9
