,Well_Number,Depth_MD,Pick_Name,x,y,FM,Group
3646,15/17- 7,2066,Maureen,0.226389,58.432194,MAUREEN,MONTROSE
3647,15/17- 7,2225,Ekofisk,0.226389,58.432194,EKOFISK,CHALK
3648,15/17- 8A,705,Horda,0.374278,58.368583,,
3649,15/17- 8A,983,Middle Mousa,0.374278,58.368583,,
3650,15/17- 8A,1377,Horda,0.374278,58.368583,,
3651,15/17- 8A,1501,Balder,0.374278,58.368583,BEAULY,MORAY
3652,15/17- 8A,1613,Sele,0.374278,58.368583,DORNOCH,MORAY
3653,15/17- 8A,1713,Lista,0.374278,58.368583,LISTA,MONTROSE
3654,15/17- 8A,2251,Maureen,0.374278,58.368583,MAUREEN,MONTROSE
3655,15/17- 8A,2487,Ekofisk,0.374278,58.368583,EKOFISK,CHALK
3656,15/17- 8A,2540,Upper Cretaceous Chalk,0.374278,58.368583,TOR,CHALK
3657,15/17- 8A,3188,Rodby,0.374278,58.368583,,
3658,15/17- 8A,3303,Sola,0.374278,58.368583,,
3659,15/17- 8A,3430,Valhall,0.374278,58.368583,,
3660,15/17- 8A,3735,Kimmeridge Clay,0.374278,58.368583,,
3661,15/17- 8A,3929,Piper,0.374278,58.368583,,
3662,15/17- 8A,3973,Pentland,0.374278,58.368583,,
3663,15/17- 8A,4026,Smith Bank,0.374278,58.368583,,
3664,15/17- 9,617,Horda,0.257556,58.401,,
3665,15/17- 9,811,Middle Mousa,0.257556,58.401,,
3666,15/17- 9,1049,Horda,0.257556,58.401,,
3667,15/17- 9,1189,Balder,0.257556,58.401,BEAULY,MORAY
3668,15/17- 9,1256,Dornoch,0.257556,58.401,DORNOCH,MORAY
3669,15/17- 9,1338,Sele,0.257556,58.401,DORNOCH,MORAY
3670,15/17- 9,1662,Lista,0.257556,58.401,LISTA,MONTROSE
3671,15/17- 9,2112,Maureen,0.257556,58.401,MAUREEN,MONTROSE
3672,15/17- 9,2373,Ekofisk,0.257556,58.401,EKOFISK,CHALK
3673,15/17- 9,2415,Upper Cretaceous Chalk,0.257556,58.401,TOR,CHALK
3674,15/17- 9,3206,Rodby,0.257556,58.401,,
3675,15/17- 9,3231,Sola,0.257556,58.401,,
3676,15/17- 9,3301,Valhall,0.257556,58.401,,
3677,15/17- 9,3648,Kimmeridge Clay,0.257556,58.401,,
3678,15/17- 9,3940,Piper,0.257556,58.401,,
3679,15/17- 9,4022,Sgiath,0.257556,58.401,,
3680,15/17- 9,4112,Heather,0.257556,58.401,,
3681,15/17- 9,4143,Pentland,0.257556,58.401,,
3682,15/17- 9,4446,Smith Bank,0.257556,58.401,,
3683,15/17- 9,4488,Halibut Carbonate,0.257556,58.401,,
3684,15/17- 9,4506,Carboniferous Undifferentiated,0.257556,58.401,,
3685,15/18- 1,651,Horda,0.417472,58.457611,,
3686,15/18- 1,754,Middle Mousa,0.417472,58.457611,,
3687,15/18- 1,1098,Horda,0.417472,58.457611,,
3688,15/18- 1,1245,Balder,0.417472,58.457611,BEAULY,MORAY
3689,15/18- 1,1345,Dornoch,0.417472,58.457611,DORNOCH,MORAY
3690,15/18- 1,1540,Lista,0.417472,58.457611,LISTA,MONTROSE
3691,15/18- 1,2134,Maureen,0.417472,58.457611,MAUREEN,MONTROSE
3692,15/18- 1,2283,Ekofisk,0.417472,58.457611,EKOFISK,CHALK
3693,15/18- 1,2301,Upper Cretaceous Chalk,0.417472,58.457611,TOR,CHALK
3694,15/18- 1,2588,Valhall,0.417472,58.457611,,
3695,15/18- 1,2607,Piper,0.417472,58.457611,,
3696,15/18- 1,2680,Pentland,0.417472,58.457611,,
3697,15/18- 1,2784,Smith Bank,0.417472,58.457611,,
3698,15/18- 1,2824,Zechstein Undifferentiated,0.417472,58.457611,,
3699,15/18- 1,2904,Kupferschiefer,0.417472,58.457611,,
3700,15/18- 1,2906,Carboniferous Undifferentiated,0.417472,58.457611,,
3701,15/18- 2,721,Horda,0.488861,58.420453,,
3702,15/18- 2,988,Middle Mousa,0.488861,58.420453,,
3703,15/18- 2,1308,Horda,0.488861,58.420453,,
3704,15/18- 2,1408,Balder,0.488861,58.420453,BEAULY,MORAY
3705,15/18- 2,1536,Sele,0.488861,58.420453,DORNOCH,MORAY
3706,15/18- 2,1652,Lista,0.488861,58.420453,LISTA,MONTROSE
3707,15/18- 2,2273,Maureen,0.488861,58.420453,MAUREEN,MONTROSE
3708,15/18- 2,2376,Ekofisk,0.488861,58.420453,EKOFISK,CHALK
3709,15/18- 2,2435,Upper Cretaceous Chalk,0.488861,58.420453,TOR,CHALK
3710,15/18- 2,2821,Lower Cretaceous Undifferentiated,0.488861,58.420453,,
3711,15/18- 2,2835,Kimmeridge Clay,0.488861,58.420453,,
3712,15/18- 2,2874,Pentland,0.488861,58.420453,,
3713,15/18- 2,3170,Halibut Carbonate,0.488861,58.420453,,
3714,15/18- 2,3214,Kupferschiefer,0.488861,58.420453,,
3715,15/18- 2,3216,Carboniferous Undifferentiated,0.488861,58.420453,,
3782,15/19- 1,1013,Horda,0.650536,58.415197,,
3783,15/19- 1,1528,Balder,0.650536,58.415197,BEAULY,MORAY
3784,15/19- 1,1670,Sele,0.650536,58.415197,DORNOCH,MORAY
3785,15/19- 1,1776,Lista,0.650536,58.415197,LISTA,MONTROSE
3786,15/19- 1,2184,Maureen,0.650536,58.415197,MAUREEN,MONTROSE
3787,15/19- 1,2215,Ekofisk,0.650536,58.415197,EKOFISK,CHALK
3788,15/19- 1,2245,Upper Cretaceous Chalk,0.650536,58.415197,TOR,CHALK
3789,15/19- 1,2356,Valhall,0.650536,58.415197,,
3790,15/19- 1,2361,Pentland,0.650536,58.415197,,
3791,15/19- 1,2457,Turbot Anhydrite,0.650536,58.415197,,
3792,15/19- 1,2462,Halibut Carbonate,0.650536,58.415197,,
3793,15/19- 1,2497,Kupferschiefer,0.650536,58.415197,,
3794,15/19- 2,945,Horda,0.662111,58.491056,,
3795,15/19- 2,1419,Balder,0.662111,58.491056,BEAULY,MORAY
3796,15/19- 2,1540,Sele,0.662111,58.491056,DORNOCH,MORAY
3797,15/19- 2,1647,Lista,0.662111,58.491056,LISTA,MONTROSE
3798,15/19- 2,1938,Ekofisk,0.662111,58.491056,EKOFISK,CHALK
3799,15/19- 2,1991,Upper Cretaceous Chalk,0.662111,58.491056,TOR,CHALK
3800,15/19- 2,1996,Valhall,0.662111,58.491056,,
3801,15/19- 2,2001,Piper,0.662111,58.491056,,
3802,15/19- 2,2010,Halibut Carbonate,0.662111,58.491056,,
3803,15/19- 2,2016,Carboniferous Undifferentiated,0.662111,58.491056,,
3828,15/19- 5,1102,Horda,0.67725,58.390417,,
3829,15/19- 5,1630,Balder,0.67725,58.390417,BEAULY,MORAY
3830,15/19- 5,1816,Sele,0.67725,58.390417,DORNOCH,MORAY
3831,15/19- 5,1875,Lista,0.67725,58.390417,LISTA,MONTROSE
3832,15/19- 5,2386,Maureen,0.67725,58.390417,MAUREEN,MONTROSE
3833,15/19- 5,2457,Ekofisk,0.67725,58.390417,EKOFISK,CHALK
3834,15/19- 5,2518,Upper Cretaceous Chalk,0.67725,58.390417,TOR,CHALK
3835,15/19- 5,2963,Rodby,0.67725,58.390417,,
3836,15/19- 5,2972,Valhall,0.67725,58.390417,,
3837,15/19- 5,3012,Kimmeridge Clay,0.67725,58.390417,,
3838,15/19- 5,3171,Pentland,0.67725,58.390417,,
3839,15/19- 5,3328,Carboniferous Undifferentiated,0.67725,58.390417,,
4002,15/21- 1,629,Horda,0.085333,58.222667,,
4003,15/21- 1,1100,Balder,0.085333,58.222667,BEAULY,MORAY
4004,15/21- 1,1151,Sele,0.085333,58.222667,DORNOCH,MORAY
4005,15/21- 1,1290,Dornoch,0.085333,58.222667,DORNOCH,MORAY
4006,15/21- 1,1326,Sele,0.085333,58.222667,DORNOCH,MORAY
4007,15/21- 1,1363,Dornoch,0.085333,58.222667,DORNOCH,MORAY
4008,15/21- 1,1466,Sele,0.085333,58.222667,DORNOCH,MORAY
4009,15/21- 1,1471,Lista,0.085333,58.222667,LISTA,MONTROSE
4010,15/21- 1,1804,Maureen,0.085333,58.222667,MAUREEN,MONTROSE
4011,15/21- 1,1937,Upper Cretaceous Chalk,0.085333,58.222667,TOR,CHALK
4012,15/21- 1,1997,Pentland,0.085333,58.222667,,
4013,15/21- 1,2262,Smith Bank,0.085333,58.222667,,
4014,15/21- 1,2287,Halibut Carbonate,0.085333,58.222667,,
4015,15/21- 1,2359,Auk,0.085333,58.222667,,
4016,15/21- 1,2363,Carboniferous Undifferentiated,0.085333,58.222667,,
4241,15/21a- 51,1117,Beauly,0.115194,58.233972,BEAULY,MORAY
4242,15/21a- 51,1149,Balder,0.115194,58.233972,BEAULY,MORAY
4243,15/21a- 51,1163,Dornoch,0.115194,58.233972,DORNOCH,MORAY
4244,15/21a- 51,1426,Lista,0.115194,58.233972,LISTA,MONTROSE
4245,15/21a- 51,2053,Maureen,0.115194,58.233972,MAUREEN,MONTROSE
4246,15/21a- 51,2236,Ekofisk,0.115194,58.233972,EKOFISK,CHALK
4247,15/21a- 51,2263,Upper Cretaceous Chalk,0.115194,58.233972,TOR,CHALK
4248,15/21a- 51,2523,Valhall,0.115194,58.233972,,
4249,15/21a- 51,2546,Kimmeridge Clay,0.115194,58.233972,,
4250,15/21a- 51,2771,Piper,0.115194,58.233972,,
4251,15/21a- 51,2873,Heather,0.115194,58.233972,,
4252,15/21a- 51,2918,Sgiath,0.115194,58.233972,,
4253,15/21a- 51,2981,Pentland,0.115194,58.233972,,
4254,15/21a- 51,3012,Turbot Anhydrite,0.115194,58.233972,,
4255,15/21a- 55,1356,Dornoch,0.121194,58.250278,DORNOCH,MORAY
4256,15/21a- 55,1532,Lista,0.121194,58.250278,LISTA,MONTROSE
4257,15/21a- 55,2195,Maureen,0.121194,58.250278,MAUREEN,MONTROSE
4258,15/21a- 55,2400,Ekofisk,0.121194,58.250278,EKOFISK,CHALK
4259,15/21a- 55,2436,Upper Cretaceous Chalk,0.121194,58.250278,TOR,CHALK
4260,15/21a- 55,2794,Valhall,0.121194,58.250278,,
4261,15/21a- 55,2975,Kimmeridge Clay,0.121194,58.250278,,
4262,15/21a- 55,3608,Sgiath,0.121194,58.250278,,
4263,15/21a- 55,3651,Halibut Carbonate,0.121194,58.250278,,
4264,15/21a- 55,3752,Carboniferous Undifferentiated,0.121194,58.250278,,
4306,15/21b- 21,1582,Lista,0.124629,58.209128,LISTA,MONTROSE
4307,15/21b- 21,2030,Maureen,0.124629,58.209128,MAUREEN,MONTROSE
4308,15/21b- 21,2168,Ekofisk,0.124629,58.209128,EKOFISK,CHALK
4309,15/21b- 21,2180,Tor,0.124629,58.209128,TOR,CHALK
4310,15/21b- 21,2342,Valhall,0.124629,58.209128,,
4311,15/21b- 21,2345,Kimmeridge Clay,0.124629,58.209128,,
4312,15/21b- 21,2398,Piper,0.124629,58.209128,,
4313,15/21b- 21,2492,Heather,0.124629,58.209128,,
4314,15/21b- 21,2544,Sgiath,0.124629,58.209128,,
4315,15/21b- 21,2557,Pentland,0.124629,58.209128,,
4316,15/21b- 21,2800,Smith Bank,0.124629,58.209128,,
4317,15/21b- 21,2807,Halibut Carbonate,0.124629,58.209128,,
4318,15/21b- 21,2829,Auk,0.124629,58.209128,,
4319,15/21b- 21,3054,Carboniferous Undifferentiated,0.124629,58.209128,,
4327,15/21b- 45,738,Horda,0.019889,58.243806,,
4328,15/21b- 45,933,Balder,0.019889,58.243806,BEAULY,MORAY
4329,15/21b- 45,951,Beauly,0.019889,58.243806,BEAULY,MORAY
4330,15/21b- 45,970,Dornoch,0.019889,58.243806,DORNOCH,MORAY
4331,15/21b- 45,1367,Lista,0.019889,58.243806,LISTA,MONTROSE
4332,15/21b- 45,1707,Maureen,0.019889,58.243806,MAUREEN,MONTROSE
4333,15/21b- 45,1840,Tor,0.019889,58.243806,TOR,CHALK
4334,15/21b- 45,1844,Upper Cretaceous Chalk,0.019889,58.243806,TOR,CHALK
4335,15/21b- 45,1852,Carboniferous Undifferentiated,0.019889,58.243806,,
4336,15/21b- 47,1091,Balder,0.035786,58.315033,BEAULY,MORAY
4337,15/21b- 47,1155,Beauly,0.035786,58.315033,BEAULY,MORAY
4338,15/21b- 47,1206,Dornoch,0.035786,58.315033,DORNOCH,MORAY
4339,15/21b- 47,1542,Lista,0.035786,58.315033,LISTA,MONTROSE
4340,15/21b- 47,2131,Maureen,0.035786,58.315033,MAUREEN,MONTROSE
4341,15/21b- 47,2370,Ekofisk,0.035786,58.315033,EKOFISK,CHALK
4342,15/21b- 47,2399,Tor,0.035786,58.315033,TOR,CHALK
4343,15/21b- 47,2461,Mackerel,0.035786,58.315033,,
4344,15/21b- 47,2783,Herring,0.035786,58.315033,,
4345,15/21b- 47,2873,Hidra,0.035786,58.315033,,
4346,15/21b- 47,2996,Rodby,0.035786,58.315033,,
4347,15/21b- 47,3060,Sola,0.035786,58.315033,,
4348,15/21b- 47,3161,Valhall,0.035786,58.315033,,
4349,15/21b- 47,3452,Kimmeridge Clay,0.035786,58.315033,,
4350,15/21b- 47,3951,Piper,0.035786,58.315033,,
4351,15/21b- 47,4008,Sgiath,0.035786,58.315033,,
4352,15/21b- 47,4011,Pentland,0.035786,58.315033,,
4361,15/21b- 50,673,Horda,0.133839,58.226953,,
4362,15/21b- 50,1174,Balder,0.133839,58.226953,BEAULY,MORAY
4363,15/21b- 50,1226,Dornoch,0.133839,58.226953,DORNOCH,MORAY
4364,15/21b- 50,1490,Lista,0.133839,58.226953,LISTA,MONTROSE
4365,15/21b- 50,2093,Maureen,0.133839,58.226953,MAUREEN,MONTROSE
4366,15/21b- 50,2235,Ekofisk,0.133839,58.226953,EKOFISK,CHALK
4367,15/21b- 50,2259,Tor,0.133839,58.226953,TOR,CHALK
4368,15/21b- 50,2365,Mackerel,0.133839,58.226953,,
4369,15/21b- 50,2489,Herring,0.133839,58.226953,,
4370,15/21b- 50,2500,Hidra,0.133839,58.226953,,
4371,15/21b- 50,2527,Valhall,0.133839,58.226953,,
4372,15/21b- 50,2545,Kimmeridge Clay,0.133839,58.226953,,
4373,15/21b- 50,2737,Piper,0.133839,58.226953,,
4374,15/21b- 50,2855,Sgiath,0.133839,58.226953,,
4375,15/21b- 50,2861,Pentland,0.133839,58.226953,,
4431,15/22- 14,1592,Balder,0.322722,58.247711,BEAULY,MORAY
4432,15/22- 14,1772,Sele,0.322722,58.247711,DORNOCH,MORAY
4433,15/22- 14,2024,Lista,0.322722,58.247711,LISTA,MONTROSE
4434,15/22- 14,2464,Maureen,0.322722,58.247711,MAUREEN,MONTROSE
4435,15/22- 14,2573,Ekofisk,0.322722,58.247711,EKOFISK,CHALK
4436,15/22- 14,2612,Upper Cretaceous Chalk,0.322722,58.247711,TOR,CHALK
4437,15/22- 14,3495,Rodby,0.322722,58.247711,,
4438,15/22- 14,3620,Sola,0.322722,58.247711,,
4439,15/22- 14,3648,Valhall,0.322722,58.247711,,
4440,15/22- 14,4123,Kimmeridge Clay,0.322722,58.247711,,
4441,15/22- 14,4357,Piper,0.322722,58.247711,,
4708,15/23d- 13,1186,Horda,0.566752,58.20268,,
4709,15/23d- 13,1775,Balder,0.566752,58.20268,BEAULY,MORAY
4710,15/23d- 13,1932,Sele,0.566752,58.20268,DORNOCH,MORAY
4711,15/23d- 13,2046,Lista,0.566752,58.20268,LISTA,MONTROSE
4712,15/23d- 13,2494,Maureen,0.566752,58.20268,MAUREEN,MONTROSE
4713,15/23d- 13,2671,Ekofisk,0.566752,58.20268,EKOFISK,CHALK
4714,15/23d- 13,2725,Tor,0.566752,58.20268,TOR,CHALK
4715,15/23d- 13,2903,Mackerel,0.566752,58.20268,,
4716,15/23d- 13,3295,Herring,0.566752,58.20268,,
4717,15/23d- 13,3485,Hidra,0.566752,58.20268,,
4718,15/23d- 13,3604,Rodby,0.566752,58.20268,,
4719,15/23d- 13,3747,Sola,0.566752,58.20268,,
4720,15/23d- 13,3814,Britannia Sandstone,0.566752,58.20268,,
4721,15/23d- 13,3869,Valhall,0.566752,58.20268,,
4722,15/23d- 13,4379,Kimmeridge Clay,0.566752,58.20268,,
4723,15/23d- 13,4797,Piper,0.566752,58.20268,,
4724,15/23d- 13,4816,Pentland,0.566752,58.20268,,
4738,15/24a- 4,1013,Horda,0.6605,58.198111,,
4739,15/24a- 4,1809,Balder,0.6605,58.198111,BEAULY,MORAY
4740,15/24a- 4,1914,Sele,0.6605,58.198111,DORNOCH,MORAY
4741,15/24a- 4,2006,Lista,0.6605,58.198111,LISTA,MONTROSE
4742,15/24a- 4,2554,Maureen,0.6605,58.198111,MAUREEN,MONTROSE
4743,15/24a- 4,2728,Ekofisk,0.6605,58.198111,EKOFISK,CHALK
4744,15/24a- 4,2790,Upper Cretaceous Chalk,0.6605,58.198111,TOR,CHALK
4745,15/24a- 4,3606,Rodby,0.6605,58.198111,,
4746,15/24a- 4,3684,Sola,0.6605,58.198111,,
4747,15/24a- 4,3847,Valhall,0.6605,58.198111,,
4748,15/24a- 4,4290,Kimmeridge Clay,0.6605,58.198111,,
4749,15/24a- 4,4383,Piper,0.6605,58.198111,,
4750,15/24a- 4,4455,Pentland,0.6605,58.198111,,
13153,15/11b- 5,1995,Andrew Sandstone,0.183678,58.539964,LOWER LISTA,MONTROSE
13155,15/16b- 20,1798,Andrew Sandstone,0.115931,58.389639,LOWER LISTA,MONTROSE
13157,15/17- 25,1897,Andrew Sandstone,0.213889,58.380417,LOWER LISTA,MONTROSE
13173,15/21b- 21,1824,Andrew Sandstone,0.124629,58.209128,LOWER LISTA,MONTROSE
13175,15/21b- 45,1535,Andrew Sandstone,0.019889,58.243806,LOWER LISTA,MONTROSE
13294,14/20- 1,1614,Andrew Sandstone,-0.092972,58.33725,LOWER LISTA,MONTROSE
13295,14/20- 10,1568,Andrew Sandstone,-0.122056,58.354194,LOWER LISTA,MONTROSE
13296,14/20- 11,1594,Andrew Sandstone,-0.107444,58.334972,LOWER LISTA,MONTROSE
13297,14/20- 12,1612,Andrew Sandstone,-0.12235,58.402917,LOWER LISTA,MONTROSE
13298,14/20- 13,1534,Andrew Sandstone,-0.122311,58.402975,LOWER LISTA,MONTROSE
13299,14/20- 14,1634,Andrew Sandstone,-0.122258,58.403044,LOWER LISTA,MONTROSE
13301,14/20- 2,1558,Andrew Sandstone,-0.144361,58.341944,LOWER LISTA,MONTROSE
13304,14/20- 5,1624,Andrew Sandstone,-0.123069,58.394375,LOWER LISTA,MONTROSE
13305,14/20- 7,1678,Andrew Sandstone,-0.040917,58.383806,LOWER LISTA,MONTROSE
13306,14/20- 8,1519,Andrew Sandstone,-0.105806,58.411472,LOWER LISTA,MONTROSE
13307,14/20- 9,1736,Andrew Sandstone,-0.018611,58.496492,LOWER LISTA,MONTROSE
13326,15/11/2001,1611,Andrew Sandstone,0.076583,58.501389,LOWER LISTA,MONTROSE
13328,15/12/2001,1647,Andrew Sandstone,0.308333,58.502778,LOWER LISTA,MONTROSE
13331,15/13- 2,1825,Andrew Sandstone,0.532242,58.556597,LOWER LISTA,MONTROSE
13332,15/13- 3,1758,Andrew Sandstone,0.498966,58.570784,LOWER LISTA,MONTROSE
13334,15/13a- 4Z,1867,Andrew Sandstone,0.561278,58.557111,LOWER LISTA,MONTROSE
13345,15/16- 5,1789,Andrew Sandstone,0.098481,58.372842,LOWER LISTA,MONTROSE
13350,15/17- 10,1989,Andrew Sandstone,0.271001,58.410675,LOWER LISTA,MONTROSE
13355,15/17- 15,2061,Andrew Sandstone,0.370972,58.390833,LOWER LISTA,MONTROSE
13361,15/17- 4,1743,Andrew Sandstone,0.289194,58.484361,LOWER LISTA,MONTROSE
13363,15/17- 6,1774,Andrew Sandstone,0.213972,58.471167,LOWER LISTA,MONTROSE
13364,15/17- 7,1902,Andrew Sandstone,0.226389,58.432194,LOWER LISTA,MONTROSE
13365,15/17- 8A,1910,Andrew Sandstone,0.374278,58.368583,LOWER LISTA,MONTROSE
13366,15/17- 9,1965,Andrew Sandstone,0.257556,58.401,LOWER LISTA,MONTROSE
13367,15/18- 1,1828,Andrew Sandstone,0.417472,58.457611,LOWER LISTA,MONTROSE
13368,15/18- 2,1951,Andrew Sandstone,0.488861,58.420453,LOWER LISTA,MONTROSE
13373,15/19- 1,1970,Andrew Sandstone,0.650536,58.415197,LOWER LISTA,MONTROSE
13374,15/19- 2,1797,Andrew Sandstone,0.662111,58.491056,LOWER LISTA,MONTROSE
13377,15/19- 5,2067,Andrew Sandstone,0.67725,58.390417,LOWER LISTA,MONTROSE
13382,15/21- 1,1675,Andrew Sandstone,0.085333,58.222667,LOWER LISTA,MONTROSE
13399,15/21a- 51,1824,Andrew Sandstone,0.115194,58.233972,LOWER LISTA,MONTROSE
13400,15/21a- 55,1940,Andrew Sandstone,0.121194,58.250278,LOWER LISTA,MONTROSE
13404,15/21b- 47,1923,Andrew Sandstone,0.035786,58.315033,LOWER LISTA,MONTROSE
13405,15/21b- 50,1823,Andrew Sandstone,0.133839,58.226953,LOWER LISTA,MONTROSE
13428,15/23d- 13,2204,Andrew Sandstone,0.566752,58.20268,LOWER LISTA,MONTROSE
13430,15/24a- 4,2170,Andrew Sandstone,0.6605,58.198111,LOWER LISTA,MONTROSE
13579,14/20- 1,871,Balder Tuff,-0.092972,58.33725,BEAULY,MORAY
13580,14/20- 12,787,Balder Tuff,-0.12235,58.402917,BEAULY,MORAY
13588,15/17- 8A,1533,Balder Tuff,0.374278,58.368583,BEAULY,MORAY
13589,15/18- 1,1249,Balder Tuff,0.417472,58.457611,BEAULY,MORAY
13590,15/18- 2,1451,Balder Tuff,0.488861,58.420453,BEAULY,MORAY
13594,15/19- 1,1538,Balder Tuff,0.650536,58.415197,BEAULY,MORAY
13595,15/19- 2,1433,Balder Tuff,0.662111,58.491056,BEAULY,MORAY
13598,15/19- 5,1656,Balder Tuff,0.67725,58.390417,BEAULY,MORAY
13626,15/24a- 4,1878,Balder Tuff,0.6605,58.198111,BEAULY,MORAY
14099,15/13- 2,1230,Balder Tuff,0.532242,58.556597,BEAULY,MORAY
14102,15/16b- 20,1075,Balder Tuff,0.115931,58.389639,BEAULY,MORAY
14107,15/21- 1,1100,Balder Tuff,0.085333,58.222667,BEAULY,MORAY
14108,15/21b- 50,1174,Balder Tuff,0.133839,58.226953,BEAULY,MORAY
14211,15/23d- 13,1890,Balder Tuff,0.566752,58.20268,BEAULY,MORAY
14250,15/11b- 5,1797,Balmoral Sandstone,0.183678,58.539964,UPPER LISTA,MONTROSE
14251,15/13- 2,1733,Balmoral Sandstone,0.532242,58.556597,UPPER LISTA,MONTROSE
14259,15/17- 25,1806,Balmoral Sandstone,0.213889,58.380417,UPPER LISTA,MONTROSE
14261,15/18- 1,1566,Balmoral Sandstone,0.417472,58.457611,UPPER LISTA,MONTROSE
14267,15/19- 1,1854,Balmoral Sandstone,0.650536,58.415197,UPPER LISTA,MONTROSE
14268,15/19- 2,1712,Balmoral Sandstone,0.662111,58.491056,UPPER LISTA,MONTROSE
14271,15/19- 5,1994,Balmoral Sandstone,0.67725,58.390417,UPPER LISTA,MONTROSE
14288,15/21b- 21,1661,Balmoral Sandstone,0.124629,58.209128,UPPER LISTA,MONTROSE
14296,15/24a- 4,2012,Balmoral Sandstone,0.6605,58.198111,UPPER LISTA,MONTROSE
14529,15/21a- 51,1456,Balmoral Sandstone,0.115194,58.233972,UPPER LISTA,MONTROSE
14530,15/21a- 55,1543,Balmoral Sandstone,0.121194,58.250278,UPPER LISTA,MONTROSE
14550,14/20- 8,1455,Balmoral Sandstone,-0.105806,58.411472,UPPER LISTA,MONTROSE
14556,15/13- 3,1690,Balmoral Sandstone,0.498966,58.570784,UPPER LISTA,MONTROSE
14560,15/16- 5,1704,Balmoral Sandstone,0.098481,58.372842,UPPER LISTA,MONTROSE
14563,15/17- 10,1762,Balmoral Sandstone,0.271001,58.410675,UPPER LISTA,MONTROSE
14566,15/17- 15,1841,Balmoral Sandstone,0.370972,58.390833,UPPER LISTA,MONTROSE
14570,15/17- 4,1555,Balmoral Sandstone,0.289194,58.484361,UPPER LISTA,MONTROSE
14571,15/17- 7,1707,Balmoral Sandstone,0.226389,58.432194,UPPER LISTA,MONTROSE
14572,15/17- 9,1810,Balmoral Sandstone,0.257556,58.401,UPPER LISTA,MONTROSE
14645,14/20- 1,1387,Balmoral Sandstone,-0.092972,58.33725,UPPER LISTA,MONTROSE
14646,14/20- 10,1348,Balmoral Sandstone,-0.122056,58.354194,UPPER LISTA,MONTROSE
14647,14/20- 11,1372,Balmoral Sandstone,-0.107444,58.334972,UPPER LISTA,MONTROSE
14648,14/20- 12,1379,Balmoral Sandstone,-0.12235,58.402917,UPPER LISTA,MONTROSE
14649,14/20- 13,1387,Balmoral Sandstone,-0.122311,58.402975,UPPER LISTA,MONTROSE
14650,14/20- 14,1534,Balmoral Sandstone,-0.122258,58.403044,UPPER LISTA,MONTROSE
14652,14/20- 2,1333,Balmoral Sandstone,-0.144361,58.341944,UPPER LISTA,MONTROSE
14655,14/20- 5,1362,Balmoral Sandstone,-0.123069,58.394375,UPPER LISTA,MONTROSE
14656,14/20- 7,1561,Balmoral Sandstone,-0.040917,58.383806,UPPER LISTA,MONTROSE
14657,14/20- 9,1444,Balmoral Sandstone,-0.018611,58.496492,UPPER LISTA,MONTROSE
14669,15/11/2001,1522,Balmoral Sandstone,0.076583,58.501389,UPPER LISTA,MONTROSE
14671,15/12/2001,1524,Balmoral Sandstone,0.308333,58.502778,UPPER LISTA,MONTROSE
14675,15/13a- 4Z,1787,Balmoral Sandstone,0.561278,58.557111,UPPER LISTA,MONTROSE
14681,15/16b- 20,1712,Balmoral Sandstone,0.115931,58.389639,UPPER LISTA,MONTROSE
14686,15/17- 6,1662,Balmoral Sandstone,0.213972,58.471167,UPPER LISTA,MONTROSE
14687,15/17- 8A,1821,Balmoral Sandstone,0.374278,58.368583,UPPER LISTA,MONTROSE
14688,15/18- 2,1775,Balmoral Sandstone,0.488861,58.420453,UPPER LISTA,MONTROSE
14692,15/21- 1,1547,Balmoral Sandstone,0.085333,58.222667,UPPER LISTA,MONTROSE
14703,15/21b- 45,1467,Balmoral Sandstone,0.019889,58.243806,UPPER LISTA,MONTROSE
14704,15/21b- 47,1655,Balmoral Sandstone,0.035786,58.315033,UPPER LISTA,MONTROSE
14705,15/21b- 50,1565,Balmoral Sandstone,0.133839,58.226953,UPPER LISTA,MONTROSE
14722,15/23d- 13,2102,Balmoral Sandstone,0.566752,58.20268,UPPER LISTA,MONTROSE
15150,14/20- 13,2956,Claymore Sandstone,-0.122311,58.402975
15152,14/20- 2,2409,Claymore Sandstone,-0.144361,58.341944
15153,14/20- 5,3022,Claymore Sandstone,-0.123069,58.394375
15154,14/20- 7,3374,Claymore Sandstone,-0.040917,58.383806
15155,14/20- 8,3082,Claymore Sandstone,-0.105806,58.411472
15166,15/11b- 5,3024,Claymore Sandstone,0.183678,58.539964
15172,15/16- 5,3541,Claymore Sandstone,0.098481,58.372842
15175,15/17- 10,3416,Claymore Sandstone,0.271001,58.410675
15179,15/17- 15,3900,Claymore Sandstone,0.370972,58.390833
15181,15/17- 8A,3782,Claymore Sandstone,0.374278,58.368583
15184,15/19- 5,3014,Claymore Sandstone,0.67725,58.390417
15187,15/21a- 51,2615,Claymore Sandstone,0.115194,58.233972
15188,15/21a- 55,3419,Claymore Sandstone,0.121194,58.250278
15190,15/21b- 47,3684,Claymore Sandstone,0.035786,58.315033
15197,15/23d- 13,4397,Claymore Sandstone,0.566752,58.20268
15198,15/24a- 4,4338,Claymore Sandstone,0.6605,58.198111
15212,14/20- 1,2264,Claymore Sandstone,-0.092972,58.33725,,
15213,14/20- 10,2915,Claymore Sandstone,-0.122056,58.354194,,
