,Well_Number,Depth_MD,Pick_Name,x,y,FM,Group
15214,14/20- 11,2345,Claymore Sandstone,-0.107444,58.334972,,
15215,14/20- 12,2838,Claymore Sandstone,-0.12235,58.402917,,
15221,15/21b- 50,2621,Claymore Sandstone,0.133839,58.226953,,
15347,15/19- 5,1957,Fergie Sandstone,0.67725,58.390417,UPPER LISTA,MONTROSE
15358,15/18- 2,1680,Fergie Sandstone,0.488861,58.420453,UPPER LISTA,MONTROSE
15369,15/23d- 13,3893,Fischschiefer,0.566752,58.20268,,
15379,15/17- 8A,1656,Forties Sandstone,0.374278,58.368583,DORNOCH,MORAY
15380,15/18- 2,1631,Forties Sandstone,0.488861,58.420453,DORNOCH,MORAY
15644,15/13a- 4Z,1764,Forties Sandstone,0.561278,58.557111,DORNOCH,MORAY
15763,15/23d- 13,2028,Forties Sandstone,0.566752,58.20268,DORNOCH,MORAY
15847,15/21a- 55,1905,Glamis Tuff,0.121194,58.250278,UPPER LISTA,MONTROSE
15848,15/21b- 21,1752,Glamis Tuff,0.124629,58.209128,UPPER LISTA,MONTROSE
15941,14/20- 1,1476,Glamis Tuff,-0.092972,58.33725,UPPER LISTA,MONTROSE
15942,14/20- 10,1484,Glamis Tuff,-0.122056,58.354194,UPPER LISTA,MONTROSE
15943,14/20- 11,1465,Glamis Tuff,-0.107444,58.334972,UPPER LISTA,MONTROSE
15944,14/20- 13,1506,Glamis Tuff,-0.122311,58.402975,UPPER LISTA,MONTROSE
15945,14/20- 14,1571,Glamis Tuff,-0.122258,58.403044,UPPER LISTA,MONTROSE
15947,14/20- 2,1426,Glamis Tuff,-0.144361,58.341944,UPPER LISTA,MONTROSE
15950,14/20- 5,1531,Glamis Tuff,-0.123069,58.394375,UPPER LISTA,MONTROSE
15951,14/20- 9,1697,Glamis Tuff,-0.018611,58.496492,UPPER LISTA,MONTROSE
15965,15/21- 1,1626,Glamis Tuff,0.085333,58.222667,UPPER LISTA,MONTROSE
15977,15/21a- 51,1786,Glamis Tuff,0.115194,58.233972,UPPER LISTA,MONTROSE
15980,15/21b- 45,1492,Glamis Tuff,0.019889,58.243806,UPPER LISTA,MONTROSE
15981,15/21b- 47,1780,Glamis Tuff,0.035786,58.315033,UPPER LISTA,MONTROSE
15982,15/21b- 50,1769,Glamis Tuff,0.133839,58.226953,UPPER LISTA,MONTROSE
16049,15/13- 2,647,Grid Sandstone,0.532242,58.556597,,
16056,15/17- 15,673,Grid Sandstone,0.370972,58.390833,,
16059,15/17- 8A,705,Grid Sandstone,0.374278,58.368583,,
16062,15/19- 1,1025,Grid Sandstone,0.650536,58.415197,,
16079,15/21b- 50,748,Grid Sandstone,0.133839,58.226953,,
16084,15/23d- 13,1254,Grid Sandstone,0.566752,58.20268
16112,14/20- 7,562,Grid Sandstone,-0.040917,58.383806
16114,15/12/2001,564,Grid Sandstone,0.308333,58.502778
16116,15/13- 3,625,Grid Sandstone,0.498966,58.570784
16125,15/16- 5,588,Grid Sandstone,0.098481,58.372842
16127,15/16b- 20,621,Grid Sandstone,0.115931,58.389639
16128,15/17- 10,618,Grid Sandstone,0.271001,58.410675
16133,15/17- 4,566,Grid Sandstone,0.289194,58.484361
16134,15/17- 6,550,Grid Sandstone,0.213972,58.471167
16135,15/17- 7,574,Grid Sandstone,0.226389,58.432194
16136,15/17- 9,617,Grid Sandstone,0.257556,58.401
16137,15/18- 1,651,Grid Sandstone,0.417472,58.457611
16138,15/18- 2,721,Grid Sandstone,0.488861,58.420453
16141,15/19- 2,945,Grid Sandstone,0.662111,58.491056
16144,15/19- 5,1102,Grid Sandstone,0.67725,58.390417
16147,15/21- 1,789,Grid Sandstone,0.085333,58.222667
16259,14/20- 10,960,Lower Dornoch Sandstone,-0.122056,58.354194,DORNOCH,MORAY
16260,14/20- 11,1298,Lower Dornoch Sandstone,-0.107444,58.334972,DORNOCH,MORAY
16261,14/20- 12,1080,Lower Dornoch Sandstone,-0.12235,58.402917,DORNOCH,MORAY
16262,14/20- 14,1261,Lower Dornoch Sandstone,-0.122258,58.403044,DORNOCH,MORAY
16264,14/20- 2,1258,Lower Dornoch Sandstone,-0.144361,58.341944,DORNOCH,MORAY
16267,14/20- 5,1205,Lower Dornoch Sandstone,-0.123069,58.394375,DORNOCH,MORAY
16268,14/20- 7,1204,Lower Dornoch Sandstone,-0.040917,58.383806,DORNOCH,MORAY
16282,15/12/2001,1348,Lower Dornoch Sandstone,0.308333,58.502778,DORNOCH,MORAY
16285,15/13- 2,1557,Lower Dornoch Sandstone,0.532242,58.556597,DORNOCH,MORAY
16286,15/13- 3,1495,Lower Dornoch Sandstone,0.498966,58.570784,DORNOCH,MORAY
16288,15/16b- 20,1354,Lower Dornoch Sandstone,0.115931,58.389639,DORNOCH,MORAY
16290,15/17- 25,1584,Lower Dornoch Sandstone,0.213889,58.380417,DORNOCH,MORAY
16292,15/18- 1,1471,Lower Dornoch Sandstone,0.417472,58.457611,DORNOCH,MORAY
16299,15/21a- 51,1363,Lower Dornoch Sandstone,0.115194,58.233972,DORNOCH,MORAY
16300,15/21a- 55,1474,Lower Dornoch Sandstone,0.121194,58.250278,DORNOCH,MORAY
16310,14/20- 1,1295,Lower Dornoch Sandstone,-0.092972,58.33725,DORNOCH,MORAY
16313,15/11/2001,1381,Lower Dornoch Sandstone,0.076583,58.501389,DORNOCH,MORAY
16317,15/16- 5,1408,Lower Dornoch Sandstone,0.098481,58.372842,DORNOCH,MORAY
16320,15/17- 10,1544,Lower Dornoch Sandstone,0.271001,58.410675,DORNOCH,MORAY
16324,15/17- 15,1564,Lower Dornoch Sandstone,0.370972,58.390833,DORNOCH,MORAY
16327,15/17- 4,1434,Lower Dornoch Sandstone,0.289194,58.484361,DORNOCH,MORAY
16329,15/17- 6,1355,Lower Dornoch Sandstone,0.213972,58.471167,DORNOCH,MORAY
16330,15/17- 9,1621,Lower Dornoch Sandstone,0.257556,58.401,DORNOCH,MORAY
16350,15/11b- 5,1471,Lower Dornoch Sandstone,0.183678,58.539964,DORNOCH,MORAY
16353,15/21- 1,1363,Lower Dornoch Sandstone,0.085333,58.222667,DORNOCH,MORAY
16354,15/21b- 45,1209,Lower Dornoch Sandstone,0.019889,58.243806,DORNOCH,MORAY
16355,15/21b- 47,1506,Lower Dornoch Sandstone,0.035786,58.315033,DORNOCH,MORAY
16356,15/21b- 50,1417,Lower Dornoch Sandstone,0.133839,58.226953,DORNOCH,MORAY
16440,15/11b- 5,2397,Maureen Reworked Unit,0.183678,58.539964,MAUREEN,MONTOSE
16441,15/16b- 20,2201,Maureen Reworked Unit,0.115931,58.389639,MAUREEN,MONTOSE
16444,15/17- 25,2273,Maureen Reworked Unit,0.213889,58.380417,MAUREEN,MONTOSE
16450,15/21b- 47,2246,Maureen Reworked Unit,0.035786,58.315033,MAUREEN,MONTOSE
16517,15/13a- 4Z,2028,Maureen Reworked Unit,0.561278,58.557111,MAUREEN,MONTOSE
16542,14/20- 11,1918,Maureen Reworked Unit,-0.107444,58.334972,MAUREEN,MONTOSE
16543,14/20- 12,1898,Maureen Reworked Unit,-0.12235,58.402917,MAUREEN,MONTOSE
16544,14/20- 13,1965,Maureen Reworked Unit,-0.122311,58.402975,MAUREEN,MONTOSE
16545,14/20- 14,2109,Maureen Reworked Unit,-0.122258,58.403044,MAUREEN,MONTOSE
16549,14/20- 5,1935,Maureen Reworked Unit,-0.123069,58.394375,MAUREEN,MONTOSE
16550,14/20- 7,2028,Maureen Reworked Unit,-0.040917,58.383806,MAUREEN,MONTOSE
16560,15/13- 3,2040,Maureen Reworked Unit,0.498966,58.570784,MAUREEN,MONTOSE
16567,15/18- 2,2330,Maureen Reworked Unit,0.488861,58.420453,MAUREEN,MONTOSE
16572,15/21b- 50,2159,Maureen Reworked Unit,0.133839,58.226953,MAUREEN,MONTOSE
16577,15/23d- 13,2533,Maureen Reworked Unit,0.566752,58.20268,MAUREEN,MONTOSE
16660,15/18- 1,2143,Maureen Sandstone,0.417472,58.457611,MAUREEN,MONTOSE
16663,15/19- 5,2407,Maureen Sandstone,0.67725,58.390417,MAUREEN,MONTOSE
16832,15/21a- 55,2205,Maureen Sandstone,0.121194,58.250278,MAUREEN,MONTOSE
16861,14/20- 10,1797,Maureen Sandstone,-0.122056,58.354194,MAUREEN,MONTOSE
16862,14/20- 11,1826,Maureen Sandstone,-0.107444,58.334972,MAUREEN,MONTOSE
16863,14/20- 12,1832,Maureen Sandstone,-0.12235,58.402917,MAUREEN,MONTOSE
16864,14/20- 14,2020,Maureen Sandstone,-0.122258,58.403044,MAUREEN,MONTOSE
16866,14/20- 2,1783,Maureen Sandstone,-0.144361,58.341944,MAUREEN,MONTOSE
16868,14/20- 9,1895,Maureen Sandstone,-0.018611,58.496492,MAUREEN,MONTOSE
16884,15/11/2001,1674,Maureen Sandstone,0.076583,58.501389,MAUREEN,MONTOSE
16887,15/11b- 5,2329,Maureen Sandstone,0.183678,58.539964,MAUREEN,MONTOSE
16888,15/12/2001,2084,Maureen Sandstone,0.308333,58.502778,MAUREEN,MONTOSE
16901,15/16- 5,1899,Maureen Sandstone,0.098481,58.372842,MAUREEN,MONTOSE
16905,15/17- 10,2234,Maureen Sandstone,0.271001,58.410675,MAUREEN,MONTOSE
16910,15/17- 15,2423,Maureen Sandstone,0.370972,58.390833,MAUREEN,MONTOSE
16914,15/17- 25,2220,Maureen Sandstone,0.213889,58.380417,MAUREEN,MONTOSE
16916,15/17- 4,2070,Maureen Sandstone,0.289194,58.484361,MAUREEN,MONTOSE
16918,15/17- 6,1886,Maureen Sandstone,0.213972,58.471167,MAUREEN,MONTOSE
16919,15/17- 7,2066,Maureen Sandstone,0.226389,58.432194,MAUREEN,MONTOSE
16920,15/17- 8A,2251,Maureen Sandstone,0.374278,58.368583,MAUREEN,MONTOSE
16921,15/17- 9,2112,Maureen Sandstone,0.257556,58.401,MAUREEN,MONTOSE
16922,15/18- 2,2273,Maureen Sandstone,0.488861,58.420453,MAUREEN,MONTOSE
16929,15/21- 1,1804,Maureen Sandstone,0.085333,58.222667,MAUREEN,MONTOSE
16946,15/21a- 51,2068,Maureen Sandstone,0.115194,58.233972,MAUREEN,MONTOSE
16950,15/21b- 21,2030,Maureen Sandstone,0.124629,58.209128,MAUREEN,MONTOSE
16951,15/21b- 47,2131,Maureen Sandstone,0.035786,58.315033,MAUREEN,MONTOSE
16970,15/24a- 4,2560,Maureen Sandstone,0.6605,58.198111,MAUREEN,MONTOSE
17086,14/20- 1,1814,Maureen Sandstone,-0.092972,58.33725,MAUREEN,MONTOSE
17087,14/20- 13,1894,Maureen Sandstone,-0.122311,58.402975,MAUREEN,MONTOSE
17089,14/20- 5,1834,Maureen Sandstone,-0.123069,58.394375,MAUREEN,MONTOSE
17090,14/20- 7,1935,Maureen Sandstone,-0.040917,58.383806,MAUREEN,MONTOSE
17094,15/21b- 45,1707,Maureen Sandstone,0.019889,58.243806,MAUREEN,MONTOSE
17095,15/21b- 50,2093,Maureen Sandstone,0.133839,58.226953,MAUREEN,MONTOSE
17100,15/23d- 13,2507,Maureen Sandstone,0.566752,58.20268,MAUREEN,MONTOSE
17178,15/21b- 47,2851,Plenus Marl,0.035786,58.315033,,
17183,15/23d- 13,3482,Plenus Marl,0.566752,58.20268,,
17279,15/16- 5,3655,Rattray Volcanics,0.098481,58.372842,,
17285,15/17- 10,3462,Rattray Volcanics,0.271001,58.410675
17293,15/17- 25,4493,Rattray Volcanics,0.213889,58.380417
17296,15/17- 9,4319,Rattray Volcanics,0.257556,58.401
17297,15/18- 1,2708,Rattray Volcanics,0.417472,58.457611
17298,15/18- 2,2874,Rattray Volcanics,0.488861,58.420453
17303,15/19- 1,2361,Rattray Volcanics,0.650536,58.415197
17306,15/19- 5,3207,Rattray Volcanics,0.67725,58.390417
17308,15/21- 1,2026,Rattray Volcanics,0.085333,58.222667
17321,15/21a- 51,2981,Rattray Volcanics,0.115194,58.233972
17325,15/21b- 21,2557,Rattray Volcanics,0.124629,58.209128
17326,15/21b- 47,4011,Rattray Volcanics,0.035786,58.315033
17328,15/21b- 50,2861,Rattray Volcanics,0.133839,58.226953
17350,15/23d- 13,4822,Rattray Volcanics,0.566752,58.20268
17352,15/24a- 4,4455,Rattray Volcanics,0.6605,58.198111
17478,15/16b- 20,3816,Scapa Sandstone,0.115931,58.389639
17479,15/17- 10,3274,Scapa Sandstone,0.271001,58.410675
17483,15/21b- 47,3342,Scapa Sandstone,0.035786,58.315033,,
17491,14/20- 5,2883,Scapa Sandstone,-0.123069,58.394375,,
17492,14/20- 7,3228,Scapa Sandstone,-0.040917,58.383806,,
17497,15/12/2001,970,Skroo Sandstone,0.308333,58.502778,,
17498,15/13- 2,1191,Skroo Sandstone,0.532242,58.556597,,
17507,15/16b- 20,904,Skroo Sandstone,0.115931,58.389639,,
17508,15/17- 10,1122,Skroo Sandstone,0.271001,58.410675,,
17513,15/17- 6,995,Skroo Sandstone,0.213972,58.471167,,
17514,15/17- 7,954,Skroo Sandstone,0.226389,58.432194,,
17515,15/17- 9,1154,Skroo Sandstone,0.257556,58.401,,
17625,14/20- 1,1000,Upper Dornoch Sandstone,-0.092972,58.33725,DORNOCH,MORAY
17626,14/20- 11,982,Upper Dornoch Sandstone,-0.107444,58.334972,DORNOCH,MORAY
17627,14/20- 12,923,Upper Dornoch Sandstone,-0.12235,58.402917,DORNOCH,MORAY
17628,14/20- 13,922,Upper Dornoch Sandstone,-0.122311,58.402975,DORNOCH,MORAY
17629,14/20- 14,930,Upper Dornoch Sandstone,-0.122258,58.403044,DORNOCH,MORAY
17631,14/20- 2,957,Upper Dornoch Sandstone,-0.144361,58.341944,DORNOCH,MORAY
17634,14/20- 5,965,Upper Dornoch Sandstone,-0.123069,58.394375,DORNOCH,MORAY
17636,14/20- 7,1039,Upper Dornoch Sandstone,-0.040917,58.383806,DORNOCH,MORAY
17637,14/20- 8,931,Upper Dornoch Sandstone,-0.105806,58.411472,DORNOCH,MORAY
17638,14/20- 9,920,Upper Dornoch Sandstone,-0.018611,58.496492,DORNOCH,MORAY
17665,15/11/2001,1013,Upper Dornoch Sandstone,0.076583,58.501389,DORNOCH,MORAY
17668,15/12/2001,1122,Upper Dornoch Sandstone,0.308333,58.502778,DORNOCH,MORAY
17672,15/13- 2,1378,Upper Dornoch Sandstone,0.532242,58.556597,DORNOCH,MORAY
17673,15/13- 3,1196,Upper Dornoch Sandstone,0.498966,58.570784,DORNOCH,MORAY
17675,15/13a- 4Z,1547,Upper Dornoch Sandstone,0.561278,58.557111,DORNOCH,MORAY
17682,15/16b- 20,1130,Upper Dornoch Sandstone,0.115931,58.389639,DORNOCH,MORAY
17684,15/17- 15,1507,Upper Dornoch Sandstone,0.370972,58.390833,DORNOCH,MORAY
17687,15/17- 25,1221,Upper Dornoch Sandstone,0.213889,58.380417,DORNOCH,MORAY
17689,15/17- 4,1136,Upper Dornoch Sandstone,0.289194,58.484361,DORNOCH,MORAY
17690,15/17- 6,1103,Upper Dornoch Sandstone,0.213972,58.471167,DORNOCH,MORAY
17691,15/18- 1,1345,Upper Dornoch Sandstone,0.417472,58.457611,DORNOCH,MORAY
17694,15/21- 1,1290,Upper Dornoch Sandstone,0.085333,58.222667,DORNOCH,MORAY
17699,15/21a- 51,1169,Upper Dornoch Sandstone,0.115194,58.233972,DORNOCH,MORAY
17734,15/21a- 55,1356,Upper Dornoch Sandstone,0.121194,58.250278,DORNOCH,MORAY
17742,15/11b- 5,1102,Upper Dornoch Sandstone,0.183678,58.539964,DORNOCH,MORAY
17743,15/21b- 45,970,Upper Dornoch Sandstone,0.019889,58.243806,DORNOCH,MORAY
17744,15/21b- 47,1206,Upper Dornoch Sandstone,0.035786,58.315033,DORNOCH,MORAY
17745,15/21b- 50,1226,Upper Dornoch Sandstone,0.133839,58.226953,DORNOCH,MORAY
17802,14/20- 1,2518,Carboniferous,-0.092972,58.33725,,
17803,14/20- 11,2585,Carboniferous,-0.107444,58.334972,,
17804,14/20- 13,3164,Carboniferous,-0.122311,58.402975,,
17805,14/20- 2,2737,Carboniferous,-0.144361,58.341944,,
17808,14/20- 7,3535,Carboniferous,-0.040917,58.383806,,
17809,14/20- 8,3157,Carboniferous,-0.105806,58.411472,,
17810,14/20- 9,3100,Carboniferous,-0.018611,58.496492,,
17822,15/11/2001,2217,Carboniferous,0.076583,58.501389,,
17825,15/13- 2,2467,Carboniferous,0.532242,58.556597,,
17831,15/17- 10,3769,Carboniferous,0.271001,58.410675,,
17833,15/17- 9,4506,Carboniferous,0.257556,58.401,,
17834,15/18- 1,2906,Carboniferous,0.417472,58.457611,,
17835,15/18- 2,3216,Carboniferous,0.488861,58.420453,,
17837,15/19- 1,2499,Carboniferous,0.650536,58.415197,,
17838,15/19- 2,2016,Carboniferous,0.662111,58.491056,,
17840,15/19- 5,3328,Carboniferous,0.67725,58.390417,,
17843,15/21- 1,2363,Carboniferous,0.085333,58.222667,,
17844,15/21a- 55,3752,Carboniferous,0.121194,58.250278,,
17846,15/21b- 21,3054,Carboniferous,0.124629,58.209128,,
17848,15/21b- 45,1852,Carboniferous,0.019889,58.243806,,
17889,15/21b- 21,2168,Chalk,0.124629,58.209128,-,CHALK
18050,14/20- 1,2010,Chalk,-0.092972,58.33725,-,CHALK
18051,14/20- 10,2078,Chalk,-0.122056,58.354194,-,CHALK
18052,14/20- 11,2028,Chalk,-0.107444,58.334972,-,CHALK
18053,14/20- 12,1973,Chalk,-0.12235,58.402917,-,CHALK
18054,14/20- 13,2046,Chalk,-0.122311,58.402975,-,CHALK
18055,14/20- 14,2197,Chalk,-0.122258,58.403044,-,CHALK
18057,14/20- 2,2038,Chalk,-0.144361,58.341944,-,CHALK
18060,14/20- 5,2014,Chalk,-0.123069,58.394375,-,CHALK
18062,14/20- 7,2100,Chalk,-0.040917,58.383806,-,CHALK
18063,14/20- 8,1975,Chalk,-0.105806,58.411472,-,CHALK
18064,14/20- 9,2126,Chalk,-0.018611,58.496492,-,CHALK
18112,15/11/2001,1798,Chalk,0.076583,58.501389,-,CHALK
18116,15/11b- 5,2489,Chalk,0.183678,58.539964,-,CHALK
18117,15/12/2001,2138,Chalk,0.308333,58.502778,-,CHALK
18121,15/13- 2,2033,Chalk,0.532242,58.556597,-,CHALK
18122,15/13- 3,2087,Chalk,0.498966,58.570784,-,CHALK
18124,15/13a- 4Z,2078,Chalk,0.561278,58.557111,-,CHALK
18141,15/16- 5,2268,Chalk,0.098481,58.372842,-,CHALK
18148,15/16b- 20,2266,Chalk,0.115931,58.389639,-,CHALK
18150,15/17- 10,2343,Chalk,0.271001,58.410675,-,CHALK
18155,15/17- 15,2551,Chalk,0.370972,58.390833,-,CHALK
18161,15/17- 25,2351,Chalk,0.213889,58.380417,-,CHALK
18164,15/17- 4,2185,Chalk,0.289194,58.484361,-,CHALK
18166,15/17- 7,2225,Chalk,0.226389,58.432194,-,CHALK
18167,15/17- 8A,2487,Chalk,0.374278,58.368583,-,CHALK
18168,15/17- 9,2373,Chalk,0.257556,58.401,-,CHALK
18169,15/18- 1,2283,Chalk,0.417472,58.457611,-,CHALK
18170,15/18- 2,2376,Chalk,0.488861,58.420453,-,CHALK
18175,15/19- 1,2215,Chalk,0.650536,58.415197,-,CHALK
18176,15/19- 2,1938,Chalk,0.662111,58.491056,-,CHALK
18179,15/19- 5,2457,Chalk,0.67725,58.390417,-,CHALK
18192,15/21- 1,1937,Chalk,0.085333,58.222667,-,CHALK
18211,15/21a- 51,2236,Chalk,0.115194,58.233972,-,CHALK
18212,15/21a- 55,2400,Chalk,0.121194,58.250278,-,CHALK
18216,15/21b- 45,1840,Chalk,0.019889,58.243806,-,CHALK
18217,15/21b- 47,2370,Chalk,0.035786,58.315033,-,CHALK
18219,15/21b- 50,2235,Chalk,0.133839,58.226953,-,CHALK
18224,15/22- 14,2573,Chalk,0.322722,58.247711,-,CHALK
18248,15/23d- 13,2671,Chalk,0.566752,58.20268,-,CHALK
18250,15/24a- 4,2728,Chalk,0.6605,58.198111,-,CHALK
19197,14/20- 10,2551,Cromer Knoll,-0.122056,58.354194,-,Cromer Knoll
19198,14/20- 12,2480,Cromer Knoll,-0.12235,58.402917,-,Cromer Knoll
19199,14/20- 13,2622,Cromer Knoll,-0.122311,58.402975,-,Cromer Knoll
19200,14/20- 14,2767,Cromer Knoll,-0.122258,58.403044,-,Cromer Knoll
19202,14/20- 2,2372,Cromer Knoll,-0.144361,58.341944,-,Cromer Knoll
19205,14/20- 5,2549,Cromer Knoll,-0.123069,58.394375,-,Cromer Knoll
19207,14/20- 7,2667,Cromer Knoll,-0.040917,58.383806,-,Cromer Knoll
19208,14/20- 8,2531,Cromer Knoll,-0.105806,58.411472,-,Cromer Knoll
19209,14/20- 9,2725,Cromer Knoll,-0.018611,58.496492,-,Cromer Knoll
19247,15/11b- 5,2917,Cromer Knoll,0.183678,58.539964,-,Cromer Knoll
19248,15/12/2001,2502,Cromer Knoll,0.308333,58.502778,-,Cromer Knoll
19252,15/13- 2,2122,Cromer Knoll,0.532242,58.556597,-,Cromer Knoll
19253,15/13- 3,2162,Cromer Knoll,0.498966,58.570784,-,Cromer Knoll
19255,15/13a- 4Z,2211,Cromer Knoll,0.561278,58.557111,-,Cromer Knoll
19272,15/16- 5,2908,Cromer Knoll,0.098481,58.372842,-,Cromer Knoll
19279,15/16b- 20,3029,Cromer Knoll,0.115931,58.389639,-,Cromer Knoll
19281,15/17- 10,3103,Cromer Knoll,0.271001,58.410675,-,Cromer Knoll
19286,15/17- 15,3285,Cromer Knoll,0.370972,58.390833,-,Cromer Knoll
19291,15/17- 25,3208,Cromer Knoll,0.213889,58.380417,-,Cromer Knoll
19293,15/17- 4,2441,Cromer Knoll,0.289194,58.484361,-,Cromer Knoll
19294,15/17- 8A,3188,Cromer Knoll,0.374278,58.368583,-,Cromer Knoll
19295,15/17- 9,3206,Cromer Knoll,0.257556,58.401,-,Cromer Knoll
19296,15/18- 1,2588,Cromer Knoll,0.417472,58.457611,-,Cromer Knoll
19297,15/18- 2,2821,Cromer Knoll,0.488861,58.420453,-,Cromer Knoll
19302,15/19- 1,2356,Cromer Knoll,0.650536,58.415197,-,Cromer Knoll
19303,15/19- 2,1996,Cromer Knoll,0.662111,58.491056,-,Cromer Knoll
19306,15/19- 5,2963,Cromer Knoll,0.67725,58.390417,-,Cromer Knoll
19326,15/21a- 51,2523,Cromer Knoll,0.115194,58.233972,-,Cromer Knoll
19327,15/21a- 55,2794,Cromer Knoll,0.121194,58.250278,-,Cromer Knoll
19331,15/21b- 21,2342,Cromer Knoll,0.124629,58.209128,-,Cromer Knoll
19332,15/21b- 47,2996,Cromer Knoll,0.035786,58.315033,-,Cromer Knoll
19334,15/21b- 50,2527,Cromer Knoll,0.133839,58.226953,-,Cromer Knoll
19339,15/22- 14,3495,Cromer Knoll,0.322722,58.247711,-,Cromer Knoll
19359,15/23d- 13,3604,Cromer Knoll,0.566752,58.20268,-,Cromer Knoll
19361,15/24a- 4,3606,Cromer Knoll,0.6605,58.198111,-,Cromer Knoll
19992,15/11b- 5,3308,Fladen,0.183678,58.539964,,Cromer Knoll
19993,15/12/2001,2783,Fladen,0.308333,58.502778,,Cromer Knoll
19996,15/13- 2,2144,Fladen,0.532242,58.556597,,Cromer Knoll
19997,15/13- 3,2228,Fladen,0.498966,58.570784,,Cromer Knoll
19999,15/13a- 4Z,2223,Fladen,0.561278,58.557111,,
20011,15/16- 5,3655,Fladen,0.098481,58.372842,,
20017,15/16b- 20,4130,Fladen,0.115931,58.389639,,
20019,15/17- 10,3462,Fladen,0.271001,58.410675,,
20028,15/17- 25,4485,Fladen,0.213889,58.380417,,
20031,15/17- 4,2664,Fladen,0.289194,58.484361,,
20033,15/17- 8A,3973,Fladen,0.374278,58.368583
20034,15/17- 9,4143,Fladen,0.257556,58.401
20035,15/18- 1,2680,Fladen,0.417472,58.457611
20036,15/18- 2,2874,Fladen,0.488861,58.420453
20041,15/19- 1,2361,Fladen,0.650536,58.415197
20044,15/19- 5,3171,Fladen,0.67725,58.390417
20047,15/21- 1,1997,Fladen,0.085333,58.222667
20062,15/21a- 51,2981,Fladen,0.115194,58.233972
20066,15/21b- 21,2557,Fladen,0.124629,58.209128
20068,15/21b- 47,4011,Fladen,0.035786,58.315033
20070,15/21b- 50,2861,Fladen,0.133839,58.226953
20092,15/23d- 13,4816,Fladen,0.566752,58.20268
20094,15/24a- 4,4455,Fladen,0.6605,58.198111
20362,14/20- 10,3102,Heron,-0.122056,58.354194
20363,14/20- 11,2531,Heron,-0.107444,58.334972
20364,14/20- 12,2919,Heron,-0.12235,58.402917
20365,14/20- 13,2993,Heron,-0.122311,58.402975
20366,14/20- 14,3124,Heron,-0.122258,58.403044
20368,14/20- 2,2561,Heron,-0.144361,58.341944
20371,14/20- 5,3180,Heron,-0.123069,58.394375
20373,14/20- 7,3445,Heron,-0.040917,58.383806
20374,14/20- 8,3104,Heron,-0.105806,58.411472
20375,14/20- 9,2828,Heron,-0.018611,58.496492
20395,15/11/2001,2036,Heron,0.076583,58.501389
20398,15/11b- 5,3400,Heron,0.183678,58.539964
20399,15/12/2001,2905,Heron,0.308333,58.502778
20402,15/13- 2,2235,Heron,0.532242,58.556597
20403,15/13- 3,2247,Heron,0.498966,58.570784
20405,15/13a- 4Z,2315,Heron,0.561278,58.557111
20413,15/16- 5,3688,Heron,0.098481,58.372842
20415,15/17- 10,3616,Heron,0.271001,58.410675
20419,15/17- 4,2777,Heron,0.289194,58.484361
20421,15/17- 8A,4026,Heron,0.374278,58.368583
20422,15/17- 9,4446,Heron,0.257556,58.401
20423,15/18- 1,2784,Heron,0.417472,58.457611
20425,15/21- 1,2262,Heron,0.085333,58.222667
20427,15/21b- 21,2800,Heron,0.124629,58.209128
20977,14/20- 1,2242,Humber,-0.092972,58.33725
20978,14/20- 10,2822,Humber,-0.122056,58.354194
20979,14/20- 11,2295,Humber,-0.107444,58.334972
20980,14/20- 12,2787,Humber,-0.12235,58.402917
20981,14/20- 13,2938,Humber,-0.122311,58.402975
20982,14/20- 14,3060,Humber,-0.122258,58.403044
20984,14/20- 2,2381,Humber,-0.144361,58.341944
20986,14/20- 5,2977,Humber,-0.123069,58.394375
20988,14/20- 7,3303,Humber,-0.040917,58.383806
20989,14/20- 8,3058,Humber,-0.105806,58.411472
20990,14/20- 9,2749,Humber,-0.018611,58.496492
21032,15/11/2001,1947,Humber,0.076583,58.501389
21036,15/11b- 5,3015,Humber,0.183678,58.539964
21037,15/12/2001,2560,Humber,0.308333,58.502778
21041,15/13- 2,2129,Humber,0.532242,58.556597
21042,15/13- 3,2173,Humber,0.498966,58.570784
21044,15/13a- 4Z,2221,Humber,0.561278,58.557111
21059,15/16- 5,3476,Humber,0.098481,58.372842
21066,15/16b- 20,3862,Humber,0.115931,58.389639
21068,15/17- 10,3368,Humber,0.271001,58.410675
21073,15/17- 15,3725,Humber,0.370972,58.390833
21078,15/17- 25,4064,Humber,0.213889,58.380417
21081,15/17- 4,2527,Humber,0.289194,58.484361
21083,15/17- 8A,3735,Humber,0.374278,58.368583
21084,15/17- 9,3648,Humber,0.257556,58.401
21085,15/18- 1,2607,Humber,0.417472,58.457611
21086,15/18- 2,2835,Humber,0.488861,58.420453
21090,15/19- 2,2001,Humber,0.662111,58.491056
21092,15/19- 5,3012,Humber,0.67725,58.390417
21115,15/21a- 51,2546,Humber,0.115194,58.233972
21116,15/21a- 51,2918,Humber,0.115194,58.233972
21117,15/21a- 55,2975,Humber,0.121194,58.250278
21121,15/21b- 21,2345,Humber,0.124629,58.209128
21123,15/21b- 47,3452,Humber,0.035786,58.315033
21125,15/21b- 50,2545,Humber,0.133839,58.226953
21130,15/22- 14,4123,Humber,0.322722,58.247711
21150,15/23d- 13,4379,Humber,0.566752,58.20268
