,wellname,GR,DT,RHOB,ILD,Top,TopX,TopY
553,14/20-1,23.5612,,,,Middle Mousa,,
554,14/20-1,22.2343,,,,Middle Mousa,,
555,14/20-1,21.3412,,,,Middle Mousa,,
556,14/20-1,20.4354,,,,Middle Mousa,,
557,14/20-1,19.6224,,,,Middle Mousa,,
558,14/20-1,19.0153,,,,Middle Mousa,,
559,14/20-1,18.8296,,,,Middle Mousa,,
560,14/20-1,19.0875,,,,Middle Mousa,,
561,14/20-1,19.4282,,,,Middle Mousa,,
562,14/20-1,19.94,,,,Middle Mousa,,
563,14/20-1,20.319,,,,Middle Mousa,,
564,14/20-1,20.4265,,,,Middle Mousa,,
565,14/20-1,20.826,,,,Middle Mousa,,
566,14/20-1,20.8249,,,,Middle Mousa,,
567,14/20-1,21.0241,,,,Middle Mousa,,
568,14/20-1,21.023,,,,Middle Mousa,,
569,14/20-1,20.4209,,,,Middle Mousa,,
570,14/20-1,19.8391,,,,Middle Mousa,,
571,14/20-1,19.4168,,,,Middle Mousa,,
572,14/20-1,19.2153,,,,Middle Mousa,,
573,14/20-1,19.2286,,,,Middle Mousa,,
574,14/20-1,19.4134,,,,Middle Mousa,,
575,14/20-1,19.95,,,,Middle Mousa,,
576,14/20-1,20.7836,,,,Middle Mousa,,
577,14/20-1,21.7707,,,,Middle Mousa,,
578,14/20-1,23.0811,,,,Middle Mousa,,
579,14/20-1,24.0542,,,,Middle Mousa,,
580,14/20-1,24.4596,,,,Middle Mousa,,
581,14/20-1,25.6656,,,,Middle Mousa,,
582,14/20-1,26.6233,,,,Lower Mousa,,
583,14/20-1,27.2197,,,,Lower Mousa,,
584,14/20-1,27.9203,,,,Lower Mousa,,
585,14/20-1,28.4204,,,,Lower Mousa,,
586,14/20-1,28.4195,,,,Lower Mousa,,
587,14/20-1,28.4186,,,,Lower Mousa,,
588,14/20-1,28.0168,,,,Lower Mousa,,
589,14/20-1,27.4216,,,,Lower Mousa,,
590,14/20-1,26.2091,,,,Lower Mousa,,
591,14/20-1,26.3994,,,,Lower Mousa,,
592,14/20-1,26.6098,,,,Lower Mousa,,
593,14/20-1,27.0273,,,,Lower Mousa,,
594,14/20-1,27.4842,,,,Lower Mousa,,
595,14/20-1,28.3389,,,,Lower Mousa,,
596,14/20-1,28.4104,,,,Lower Mousa,,
597,14/20-1,28.2089,,,,Lower Mousa,,
598,14/20-1,27.2926,,,,Lower Mousa,,
599,14/20-1,25.7007,,,,Lower Mousa,,
600,14/20-1,24.6095,,,,Lower Mousa,,
601,14/20-1,23.0924,,,,Lower Mousa,,
602,14/20-1,22.3139,,,,Lower Mousa,,
603,14/20-1,22.0041,,,,Lower Mousa,,
604,14/20-1,21.9869,,,,Lower Mousa,,
605,14/20-1,21.7895,,,,Lower Mousa,,
606,14/20-1,21.7846,,,,Lower Mousa,,
607,14/20-1,21.7997,,,,Lower Mousa,,
608,14/20-1,21.9832,,,,Lower Mousa,,
609,14/20-1,21.9425,,,,Lower Mousa,,
610,14/20-1,21.7809,,,,Lower Mousa,,
611,14/20-1,22.044,,,,Lower Mousa,,
612,14/20-1,22.4549,,,,Lower Mousa,,
613,14/20-1,23.7072,,,,Lower Mousa,,
614,14/20-1,24.1883,,,,Lower Mousa,,
615,14/20-1,26.0865,,,,Lower Mousa,,
616,14/20-1,27.7967,,,,Lower Mousa,,
617,14/20-1,29.0481,,,,Lower Mousa,,
618,14/20-1,29.8177,,,,Lower Mousa,,
619,14/20-1,29.8487,,,,Lower Mousa,,
620,14/20-1,29.5104,,,,Lower Mousa,,
621,14/20-1,29.102,,,,Lower Mousa,,
622,14/20-1,28.9836,,,,Lower Mousa,,
623,14/20-1,29.1828,,,,Lower Mousa,,
624,14/20-1,29.5825,,,,Lower Mousa,,
625,14/20-1,29.5814,,,,Lower Mousa,,
626,14/20-1,29.5802,,,,Lower Mousa,,
627,14/20-1,30.1802,,,,Lower Mousa,,
628,14/20-1,30.5798,,,,Lower Mousa,,
629,14/20-1,31.1362,,,,Lower Mousa,,
630,14/20-1,31.411,,,,Lower Mousa,,
631,14/20-1,31.3777,,,,Lower Mousa,,
632,14/20-1,31.4686,,,,Lower Mousa,,
633,14/20-1,32.1276,,,,Lower Mousa,,
634,14/20-1,32.4108,,,,Lower Mousa,,
635,14/20-1,32.7752,,,,Lower Mousa,,
636,14/20-1,32.774,,,,Lower Mousa,,
637,14/20-1,33.1735,,,,Lower Mousa,,
638,14/20-1,33.516,,,,Lower Mousa,,
639,14/20-1,34.2415,,,,Lower Mousa,,
640,14/20-1,34.8412,,,,Lower Mousa,,
641,14/20-1,35.4668,,,,Lower Mousa,,
642,14/20-1,35.8304,,,,Lower Mousa,,
643,14/20-1,35.5695,,,,Lower Mousa,,
644,14/20-1,35.756,,,,Lower Mousa,,
645,14/20-1,35.567,,,,Lower Mousa,,
646,14/20-1,35.8114,,,,Lower Mousa,,
647,14/20-1,35.5645,,,,Lower Mousa,,
648,14/20-1,35.1627,,,,Lower Mousa,,
649,14/20-1,35.1614,,,,Lower Mousa,,
650,14/20-1,34.96,,,,Lower Mousa,,
651,14/20-1,34.9587,,,,Lower Mousa,,
652,14/20-1,35.0805,,,,Lower Mousa,,
653,14/20-1,35.1564,,,,Lower Mousa,,
654,14/20-1,35.1552,,,,Lower Mousa,,
655,14/20-1,35.1332,,,,Lower Mousa,,
656,14/20-1,34.9815,,,,Lower Mousa,,
657,14/20-1,34.5508,,,,Lower Mousa,,
658,14/20-1,34.1924,,,,Lower Mousa,,
659,14/20-1,33.7475,,,,Lower Mousa,,
660,14/20-1,33.3459,,,,Lower Mousa,,
661,14/20-1,33.5449,,,,Lower Mousa,,
662,14/20-1,33.7901,,,,Lower Mousa,,
663,14/20-1,34.2146,,,,Lower Mousa,,
664,14/20-1,34.1418,,,,Lower Mousa,,
665,14/20-1,34.3407,,,,Lower Mousa,,
666,14/20-1,33.9978,,,,Lower Mousa,,
667,14/20-1,34.5384,,,,Lower Mousa,,
668,14/20-1,34.0782,,,,Lower Mousa,,
669,14/20-1,33.3695,,,,Lower Mousa,,
670,14/20-1,33.1034,,,,Lower Mousa,,
671,14/20-1,32.0525,,,,Lower Mousa,,
672,14/20-1,31.0571,,,,Lower Mousa,,
673,14/20-1,29.6453,,,,Lower Mousa,,
674,14/20-1,28.5607,,,,Lower Mousa,,
675,14/20-1,27.5156,,,,Lower Mousa,,
676,14/20-1,27.2232,,,,Lower Mousa,,
677,14/20-1,27.1221,,,,Lower Mousa,,
678,14/20-1,27.1211,,,,Lower Mousa,,
679,14/20-1,27.8203,,,,Lower Mousa,,
680,14/20-1,28.1194,,,,Lower Mousa,,
681,14/20-1,27.9182,,,,Lower Mousa,,
682,14/20-1,27.0996,,,,Lower Mousa,,
683,14/20-1,26.1984,,,,Lower Mousa,,
684,14/20-1,25.7142,,,,Lower Mousa,,
685,14/20-1,25.7132,,,,Lower Mousa,,
686,14/20-1,25.7122,,,,Lower Mousa,,
687,14/20-1,25.7112,,,,Lower Mousa,,
688,14/20-1,26.1103,,,,Lower Mousa,,
689,14/20-1,26.6034,,,,Lower Mousa,,
690,14/20-1,28.0793,,,,Lower Mousa,,
691,14/20-1,28.8142,,,,Lower Mousa,,
692,14/20-1,29.6067,,,,Lower Mousa,,
693,14/20-1,30.4057,,,,Lower Mousa,,
694,14/20-1,30.5371,,,,Lower Mousa,,
695,14/20-1,29.8255,,,,Lower Mousa,,
696,14/20-1,29.0363,,,,Lower Mousa,,
697,14/20-1,28.161,,,,Lower Mousa,,
698,14/20-1,27.3197,,,,Lower Mousa,,
699,14/20-1,26.3925,,,,Lower Mousa,,
700,14/20-1,25.9979,,,,Lower Mousa,,
701,14/20-1,25.9969,,,,Lower Mousa,,
702,14/20-1,26.0977,,,,Lower Mousa,,
703,14/20-1,26.0949,,,,Lower Mousa,,
704,14/20-1,26.0938,,,,Lower Mousa,,
705,14/20-1,26.0928,,,,Lower Mousa,,
706,14/20-1,26.0918,,,,Lower Mousa,,
707,14/20-1,25.5851,,,,Lower Mousa,,
708,14/20-1,25.1899,,,,Lower Mousa,,
709,14/20-1,24.6891,,,,Lower Mousa,,
710,14/20-1,24.3989,,,,Lower Mousa,,
711,14/20-1,25.1869,,,,Lower Mousa,,
712,14/20-1,25.605,,,,Lower Mousa,,
713,14/20-1,26.2314,,,,Lower Mousa,,
714,14/20-1,27.0381,,,,Lower Mousa,,
715,14/20-1,28.612,,,,Lower Mousa,,
716,14/20-1,29.4489,,,,Lower Mousa,,
717,14/20-1,29.6788,,,,Lower Mousa,,
718,14/20-1,29.5892,,,,Lower Mousa,,
719,14/20-1,29.0769,,,,Lower Mousa,,
720,14/20-1,28.676,,,,Lower Mousa,,
721,14/20-1,28.5749,,,,Lower Mousa,,
722,14/20-1,28.4055,,,,Lower Mousa,,
723,14/20-1,27.9305,,,,Lower Mousa,,
724,14/20-1,27.2182,,,,Lower Mousa,,
725,14/20-1,26.5719,,,,Lower Mousa,,
726,14/20-1,26.846,,,,Lower Mousa,,
727,14/20-1,27.7605,,,,Lower Mousa,,
728,14/20-1,29.2562,,,,Lower Mousa,,
729,14/20-1,30.1621,,,,Lower Mousa,,
730,14/20-1,30.4636,,,,Lower Mousa,,
731,14/20-1,30.2627,,,,Lower Mousa,,
732,14/20-1,29.5047,,,,Lower Mousa,,
733,14/20-1,28.3204,,,,Lower Mousa,,
734,14/20-1,27.2806,,,,Lower Mousa,,
735,14/20-1,26.295,,,,Lower Mousa,,
736,14/20-1,25.5615,,,,Lower Mousa,,
737,14/20-1,24.871,,,,Lower Mousa,,
738,14/20-1,23.4206,,,,Lower Mousa,,
739,14/20-1,23.3466,,,,Lower Mousa,,
740,14/20-1,23.0976,,,,Moray,,
741,14/20-1,23.0591,,,,Moray,,
742,14/20-1,23.2026,,,,Moray,,
743,14/20-1,23.9325,,,,Moray,,
744,14/20-1,24.4353,,,,Moray,,
745,14/20-1,25.2375,,,,Moray,,
746,14/20-1,26.0395,,,,Moray,,
747,14/20-1,26.0497,,,,Moray,,
748,14/20-1,26.2484,,,,Moray,,
749,14/20-1,26.4472,,,,Moray,,
750,14/20-1,26.4461,,,,Moray,,
751,14/20-1,26.4319,,,,Moray,,
752,14/20-1,26.2443,,,,Moray,,
753,14/20-1,26.2433,,,,Moray,,
754,14/20-1,26.2138,,,,Moray,,
755,14/20-1,25.4734,,,,Moray,,
756,14/20-1,24.7424,,,,Moray,,
757,14/20-1,23.7963,,,,Moray,,
758,14/20-1,22.6045,,,,Moray,,
759,14/20-1,21.6257,,,,Moray,,
760,14/20-1,20.9141,,,,Moray,,
761,14/20-1,20.3734,,,,Moray,,
762,14/20-1,20.0702,,,,Moray,,
763,14/20-1,20.2427,,,,Moray,,
764,14/20-1,20.413,,,,Moray,,
765,14/20-1,20.6403,,,,Moray,,
766,14/20-1,20.6394,,,,Moray,,
767,14/20-1,20.4389,,,,Moray,,
768,14/20-1,20.438,,,,Moray,,
769,14/20-1,20.6367,,,,Moray,,
770,14/20-1,20.6359,,,,Moray,,
771,14/20-1,20.8346,,,,Moray,,
772,14/20-1,20.5087,,,,Moray,,
773,14/20-1,19.8032,,,,Moray,,
774,14/20-1,18.7837,,,,Moray,,
775,14/20-1,17.593,,,,Moray,,
776,14/20-1,16.4868,,,,Moray,,
777,14/20-1,15.4829,,,,Moray,,
778,14/20-1,14.7092,,,,Moray,,
779,14/20-1,14.4404,,,,Moray,,
780,14/20-1,14.4397,,,,Moray,,
781,14/20-1,15.0153,,,,Moray,,
782,14/20-1,16.1639,,,,Moray,,
783,14/20-1,16.9025,,,,Moray,,
784,14/20-1,17.5194,,,,Moray,,
785,14/20-1,17.8286,,,,Moray,,
786,14/20-1,17.8278,,,,Moray,,
787,14/20-1,18.7307,,,,Moray,,
788,14/20-1,19.7284,,,,Moray,,
789,14/20-1,20.5404,,,,Moray,,
790,14/20-1,20.8515,,,,Moray,,
791,14/20-1,21.2158,,,,Moray,,
792,14/20-1,21.4144,,,,Moray,,
793,14/20-1,22.1404,,,,Moray,,
794,14/20-1,22.9199,,,,Moray,,
795,14/20-1,24.6746,,,,Moray,,
796,14/20-1,25.9163,,,,Moray,,
797,14/20-1,27.7601,,,,Moray,,
798,14/20-1,29.696,,,,Moray,,
799,14/20-1,31.0271,,,,Moray,,
800,14/20-1,31.9698,,,,Moray,,
801,14/20-1,32.4696,,,,Moray,,
802,14/20-1,32.5698,,,,Moray,,
803,14/20-1,32.4138,,,,Moray,,
804,14/20-1,32.1652,,,,Moray,,
805,14/20-1,31.9628,,,,Moray,,
806,14/20-1,31.96,,,,Moray,,
807,14/20-1,31.8927,,,,Moray,,
808,14/20-1,31.288,,,,Moray,,
809,14/20-1,30.312,,,,Moray,,
810,14/20-1,28.8346,,,,Moray,,
811,14/20-1,27.3159,,,,Moray,,
812,14/20-1,26.0718,,,,Moray,,
813,14/20-1,25.8532,,,,Moray,,
814,14/20-1,25.6277,,,,Moray,,
815,14/20-1,25.3483,,,,Moray,,
816,14/20-1,25.1457,,,,Moray,,
817,14/20-1,24.7522,,,,Moray,,
818,14/20-1,24.0409,,,,Moray,,
819,14/20-1,24.7404,,,,Moray,,
820,14/20-1,24.9341,,,,Moray,,
821,14/20-1,24.7315,,,,Moray,,
822,14/20-1,24.4291,,,,Moray,,
823,14/20-1,24.6386,,,,Moray,,
824,14/20-1,24.8375,,,,Moray,,
825,14/20-1,25.3356,,,,Moray,,
826,14/20-1,26.2138,,,,Moray,,
827,14/20-1,26.5734,,,,Moray,,
828,14/20-1,27.4512,,,,Moray,,
829,14/20-1,28.2508,,,,Moray,,
830,14/20-1,28.9439,,,,Moray,,
831,14/20-1,28.7946,,,,Moray,,
832,14/20-1,28.6919,,,,Moray,,
833,14/20-1,28.689,,,,Moray,,
834,14/20-1,28.6861,,,,Moray,,
835,14/20-1,28.4835,,,,Moray,,
836,14/20-1,28.3384,,,,Moray,,
837,14/20-1,27.9879,,,,Moray,,
838,14/20-1,27.2605,,,,Moray,,
839,14/20-1,26.5721,,,,Moray,,
840,14/20-1,26.0724,,,,Moray,,
841,14/20-1,26.0695,,,,Moray,,
842,14/20-1,26.2968,,,,Moray,,
843,14/20-1,26.8238,,,,Moray,,
844,14/20-1,27.7845,,,,Moray,,
845,14/20-1,28.8539,,,,Moray,,
846,14/20-1,29.3605,,,,Moray,,
847,14/20-1,30.3153,,,,Moray,,
848,14/20-1,30.6429,,,,Moray,,
849,14/20-1,30.6401,,,,Moray,,
850,14/20-1,30.3305,,,,Moray,,
851,14/20-1,29.6557,,,,Moray,,
852,14/20-1,29.4329,,,,Moray,,
853,14/20-1,29.2302,,,,Moray,,
854,14/20-1,29.2273,,,,Moray,,
855,14/20-1,28.8249,,,,Moray,,
856,14/20-1,28.6222,,,,Moray,,
857,14/20-1,28.6193,,,,Moray,,
858,14/20-1,28.6164,,,,Moray,,
859,14/20-1,28.3072,,,,Moray,,
860,14/20-1,27.8438,,,,Moray,,
861,14/20-1,27.3803,,,,Moray,,
862,14/20-1,26.8043,,,,Moray,,
863,14/20-1,26.5799,,,,Moray,,
864,14/20-1,26.4008,,,,Moray,,
865,14/20-1,26.5977,,,,Moray,,
866,14/20-1,26.2958,,,,Moray,,
867,14/20-1,26.3919,,,,Moray,,
868,14/20-1,27.0127,,,,Moray,,
869,14/20-1,27.6851,,,,Moray,,
870,14/20-1,28.1902,,,,Moray,,
871,14/20-1,27.979,,,,Moray,,
872,14/20-1,27.3081,,,,Moray,,
873,14/20-1,26.937,,,,Moray,,
874,14/20-1,26.7709,,,,Moray,,
875,14/20-1,26.5681,,,,Moray,,
876,14/20-1,26.5651,,,,Moray,,
877,14/20-1,26.5622,,,,Moray,,
878,14/20-1,26.5592,,,,Moray,,
879,14/20-1,28.011,,,,Moray,,
880,14/20-1,29.7675,,,,Moray,,
881,14/20-1,32.2281,,,,Moray,,
882,14/20-1,34.3716,,,,Moray,,
883,14/20-1,35.0412,,,,Moray,,
884,14/20-1,34.3754,,,,Moray,,
885,14/20-1,32.7379,,,,Moray,,
886,14/20-1,30.663,,,,Moray,,
887,14/20-1,29.0879,,,,Moray,,
888,14/20-1,27.6798,,,,Moray,,
889,14/20-1,26.6266,,,,Moray,,
890,14/20-1,26.1439,,,,Moray,,
891,14/20-1,26.1208,,,,Moray,,
892,14/20-1,26.1178,,,,Moray,,
893,14/20-1,26.2897,,,,Moray,,
894,14/20-1,26.3119,,,,Moray,,
895,14/20-1,27.1014,,,,Moray,,
896,14/20-1,27.9957,,,,Moray,,
897,14/20-1,28.8002,,,,Moray,,
898,14/20-1,29.481,,,,Moray,,
899,14/20-1,29.9011,,,,Moray,,
900,14/20-1,29.7022,,,,Moray,,
901,14/20-1,29.187,,,,Moray,,
902,14/20-1,28.3294,,,,Moray,,
903,14/20-1,27.1507,,,,Moray,,
904,14/20-1,26.2062,,,,Moray,,
905,14/20-1,25.3071,,,,Moray,,
906,14/20-1,23.6177,,,,Beauly,,
907,14/20-1,23.0598,,,,Beauly,,
908,14/20-1,21.7092,,,,Beauly,,
909,14/20-1,21.31,,,,Beauly,,
910,14/20-1,21.0089,,,,Beauly,,
911,14/20-1,21.0117,,,,Beauly,,
912,14/20-1,20.7125,,,,Beauly,,
913,14/20-1,20.5133,,,,Beauly,,
914,14/20-1,20.2774,,,,Beauly,,
915,14/20-1,20.215,,,,Beauly,,
916,14/20-1,20.3159,,,,Beauly,,
917,14/20-1,20.2167,,,,Beauly,,
918,14/20-1,20.0297,,,,Beauly,,
919,14/20-1,19.9015,,,,Beauly,,
920,14/20-1,19.8191,,,,Beauly,,
921,14/20-1,19.9201,,,,Beauly,,
922,14/20-1,19.9209,,,,Beauly,,
923,14/20-1,20.2831,,,,Beauly,,
924,14/20-1,20.323,,,,Beauly,,
925,14/20-1,21.0243,,,,Beauly,,
926,14/20-1,21.4775,,,,Beauly,,
927,14/20-1,22.1269,,,,Beauly,,
928,14/20-1,22.328,,,,Beauly,,
929,14/20-1,22.3289,,,,Beauly,,
930,14/20-1,22.6381,,,,Beauly,,
931,14/20-1,24.0322,,,,Beauly,,
932,14/20-1,24.3334,,,,Beauly,,
933,14/20-1,25.02,,,,Beauly,,
934,14/20-1,25.4065,,,,Beauly,,
935,14/20-1,26.2411,,,,Beauly,,
936,14/20-1,26.5395,,,,Beauly,,
937,14/20-1,26.5405,,,,Beauly,,
938,14/20-1,26.5415,,,,Beauly,,
939,14/20-1,26.5426,,,,Beauly,,
940,14/20-1,26.7438,,,,Beauly,,
941,14/20-1,26.9451,,,,Beauly,,
942,14/20-1,26.8643,,,,Beauly,,
943,14/20-1,26.5467,,,,Beauly,,
944,14/20-1,26.5478,,,,Beauly,,
945,14/20-1,26.1483,,,,Beauly,,
946,14/20-1,26.1494,,,,Beauly,,
947,14/20-1,26.6196,,,,Beauly,,
948,14/20-1,27.4531,,,,Beauly,,
949,14/20-1,27.5543,,,,Beauly,,
950,14/20-1,27.9512,,,,Beauly,,
951,14/20-1,27.9569,,,,Beauly,,
952,14/20-1,28.4587,,,,Beauly,,
953,14/20-1,28.7602,,,,Beauly,,
954,14/20-1,29.0291,,,,Beauly,,
955,14/20-1,29.6636,,,,Beauly,,
956,14/20-1,29.7649,,,,Beauly,,
957,14/20-1,29.766,,,,Beauly,,
958,14/20-1,29.7672,,,,Beauly,,
959,14/20-1,29.9686,,,,Beauly,,
960,14/20-1,29.7694,,,,Beauly,,
961,14/20-1,28.8691,,,,Beauly,,
962,14/20-1,28.7547,,,,Beauly,,
963,14/20-1,29.2259,,,,Beauly,,
964,14/20-1,29.7739,,,,Beauly,,
965,14/20-1,29.9753,,,,Beauly,,
966,14/20-1,30.195,,,,Beauly,,
967,14/20-1,30.779,,,,Beauly,,
968,14/20-1,30.0176,,,,Beauly,,
969,14/20-1,29.2786,,,,Beauly,,
970,14/20-1,29.1489,,,,Beauly,,
971,14/20-1,29.9791,,,,Beauly,,
972,14/20-1,30.6881,,,,Beauly,,
973,14/20-1,31.6937,,,,Beauly,,
974,14/20-1,32.5403,,,,Beauly,,
975,14/20-1,32.5916,,,,Beauly,,
976,14/20-1,31.8466,,,,Beauly,,
977,14/20-1,31.0624,,,,Beauly,,
978,14/20-1,30.5705,,,,Beauly,,
979,14/20-1,30.3919,,,,Beauly,,
980,14/20-1,30.5935,,,,Beauly,,
981,14/20-1,31.0956,,,,Beauly,,
982,14/20-1,31.197,,,,Beauly,,
983,14/20-1,31.1982,,,,Beauly,,
984,14/20-1,31.1993,,,,Beauly,,
985,14/20-1,31.2005,,,,Beauly,,
986,14/20-1,31.2016,,,,Beauly,,
987,14/20-1,31.0369,,,,Beauly,,
988,14/20-1,30.2236,,,,Beauly,,
989,14/20-1,29.8019,,,,Beauly,,
990,14/20-1,29.803,,,,Beauly,,
991,14/20-1,29.8161,,,,Beauly,,
992,14/20-1,29.7826,,,,Beauly,,
993,14/20-1,28.9043,,,,Beauly,,
994,14/20-1,28.8051,,,,Beauly,,
995,14/20-1,29.8087,,,,Beauly,,
996,14/20-1,30.5115,,,,Beauly,,
997,14/20-1,30.6129,,,,Beauly,,
998,14/20-1,29.6344,,,,Upper Dornoch Sandstone,,
999,14/20-1,29.5133,,,,Upper Dornoch Sandstone,,
1000,14/20-1,29.415,,,,Upper Dornoch Sandstone,,
1001,14/20-1,30.2815,,,,Upper Dornoch Sandstone,,
1002,14/20-1,31.82,,,,Upper Dornoch Sandstone,,
1003,14/20-1,32.5288,,,,Upper Dornoch Sandstone,,
1004,14/20-1,32.7554,,,,Upper Dornoch Sandstone,,
1005,14/20-1,32.8336,,,,Upper Dornoch Sandstone,,
1006,14/20-1,32.3788,,,,Upper Dornoch Sandstone,,
1007,14/20-1,31.5604,,,,Upper Dornoch Sandstone,,
1008,14/20-1,31.4361,,,,Upper Dornoch Sandstone,,
1009,14/20-1,31.2376,,,,Upper Dornoch Sandstone,,
1010,14/20-1,30.4516,,,,Upper Dornoch Sandstone,,
1011,14/20-1,30.2391,,,,Upper Dornoch Sandstone,,
1012,14/20-1,30.2411,,,,Upper Dornoch Sandstone,,
1013,14/20-1,31.1371,,,,Upper Dornoch Sandstone,,
1014,14/20-1,31.6179,,,,Upper Dornoch Sandstone,,
1015,14/20-1,31.4501,,,,Upper Dornoch Sandstone,,
1016,14/20-1,31.4649,,,,Upper Dornoch Sandstone,,
1017,14/20-1,31.6546,,,,Upper Dornoch Sandstone,,
1018,14/20-1,30.9249,,,,Upper Dornoch Sandstone,,
1019,14/20-1,30.4556,,,,Upper Dornoch Sandstone,,
1020,14/20-1,30.6581,,,,Upper Dornoch Sandstone,,
1021,14/20-1,30.8606,,,,Upper Dornoch Sandstone,,
1022,14/20-1,31.0632,,,,Upper Dornoch Sandstone,,
1023,14/20-1,31.7732,,,,Upper Dornoch Sandstone,,
1024,14/20-1,31.2324,,,,Upper Dornoch Sandstone,,
1025,14/20-1,30.2274,,,,Upper Dornoch Sandstone,,
1026,14/20-1,29.3114,,,,Upper Dornoch Sandstone,,
1027,14/20-1,28.6187,,,,Upper Dornoch Sandstone,,
1028,14/20-1,28.9214,,,,Upper Dornoch Sandstone,,
1029,14/20-1,29.0722,,,,Upper Dornoch Sandstone,,
1030,14/20-1,29.0742,,,,Upper Dornoch Sandstone,,
1031,14/20-1,30.3623,,,,Upper Dornoch Sandstone,,
1032,14/20-1,30.8413,,,,Upper Dornoch Sandstone,,
1033,14/20-1,30.4542,,,,Upper Dornoch Sandstone,,
1034,14/20-1,30.067,,,,Upper Dornoch Sandstone,,
1035,14/20-1,29.8619,,,,Upper Dornoch Sandstone,,
1036,14/20-1,30.6261,,,,Upper Dornoch Sandstone,,
1037,14/20-1,31.2753,,,,Upper Dornoch Sandstone,,
1038,14/20-1,31.2957,,,,Upper Dornoch Sandstone,,
1039,14/20-1,31.2977,,,,Upper Dornoch Sandstone,,
1040,14/20-1,30.8058,,,,Upper Dornoch Sandstone,,
1041,14/20-1,30.2992,,,,Upper Dornoch Sandstone,,
1042,14/20-1,30.2998,,,,Upper Dornoch Sandstone,,
1043,14/20-1,29.3008,,,,Upper Dornoch Sandstone,,
1044,14/20-1,29.3028,,,,Upper Dornoch Sandstone,,
1045,14/20-1,29.328,,,,Upper Dornoch Sandstone,,
1046,14/20-1,30.1055,,,,Upper Dornoch Sandstone,,
1047,14/20-1,31.4315,,,,Upper Dornoch Sandstone,,
1048,14/20-1,32.8403,,,,Upper Dornoch Sandstone,,
1049,14/20-1,34.8718,,,,Upper Dornoch Sandstone,,
1050,14/20-1,35.4414,,,,Upper Dornoch Sandstone,,
1051,14/20-1,35.591,,,,Upper Dornoch Sandstone,,
1052,14/20-1,35.6016,,,,Upper Dornoch Sandstone,,
1053,14/20-1,35.3358,,,,Upper Dornoch Sandstone,,
1054,14/20-1,35.4992,,,,Upper Dornoch Sandstone,,
1055,14/20-1,35.7409,,,,Upper Dornoch Sandstone,,
1056,14/20-1,35.3468,,,,Upper Dornoch Sandstone,,
1057,14/20-1,34.2341,,,,Upper Dornoch Sandstone,,
1058,14/20-1,33.6279,,,,Upper Dornoch Sandstone,,
1059,14/20-1,33.5434,,,,Upper Dornoch Sandstone,,
1060,14/20-1,33.5454,,,,Upper Dornoch Sandstone,,
1061,14/20-1,33.5474,,,,Upper Dornoch Sandstone,,
1062,14/20-1,33.5494,,,,Upper Dornoch Sandstone,,
1063,14/20-1,32.701,,,,Upper Dornoch Sandstone,,
1064,14/20-1,31.8932,,,,Upper Dornoch Sandstone,,
1065,14/20-1,31.5504,,,,Upper Dornoch Sandstone,,
1066,14/20-1,31.5524,,,,Upper Dornoch Sandstone,,
1067,14/20-1,31.5544,,,,Upper Dornoch Sandstone,,
1068,14/20-1,31.3559,,,,Upper Dornoch Sandstone,,
1069,14/20-1,31.3579,,,,Upper Dornoch Sandstone,,
1070,14/20-1,31.5604,,,,Upper Dornoch Sandstone,,
1071,14/20-1,30.047,,,,Upper Dornoch Sandstone,,
1072,14/20-1,28.1239,,,,Upper Dornoch Sandstone,,
1073,14/20-1,25.7274,,,,Upper Dornoch Sandstone,,
1074,14/20-1,23.2766,,,,Upper Dornoch Sandstone,,
1075,14/20-1,22.7079,,,,Upper Dornoch Sandstone,,
1076,14/20-1,22.1013,,,,Upper Dornoch Sandstone,,
1077,14/20-1,21.4491,,,,Upper Dornoch Sandstone,,
1078,14/20-1,20.9006,,,,Upper Dornoch Sandstone,,
1079,14/20-1,20.9519,,,,Upper Dornoch Sandstone,,
1080,14/20-1,21.5312,,,,Upper Dornoch Sandstone,,
1081,14/20-1,22.3594,,,,Upper Dornoch Sandstone,,
1082,14/20-1,22.3614,,,,Upper Dornoch Sandstone,,
1083,14/20-1,22.1629,,,,Upper Dornoch Sandstone,,
1084,14/20-1,22.4685,,,,Upper Dornoch Sandstone,,
1085,14/20-1,23.8351,,,,Upper Dornoch Sandstone,,
1086,14/20-1,24.2665,,,,Upper Dornoch Sandstone,,
1087,14/20-1,25.2401,,,,Upper Dornoch Sandstone,,
1088,14/20-1,25.8469,,,,Upper Dornoch Sandstone,,
1089,14/20-1,25.9845,,,,Upper Dornoch Sandstone,,
1090,14/20-1,25.9865,,,,Upper Dornoch Sandstone,,
1091,14/20-1,26.189,,,,Upper Dornoch Sandstone,,
1092,14/20-1,25.9905,,,,Upper Dornoch Sandstone,,
1093,14/20-1,25.2907,,,,Upper Dornoch Sandstone,,
1094,14/20-1,24.2181,,,,Upper Dornoch Sandstone,,
1095,14/20-1,25.0045,,,,Upper Dornoch Sandstone,,
1096,14/20-1,24.996,,,,Upper Dornoch Sandstone,,
1097,14/20-1,24.2065,,,,Upper Dornoch Sandstone,,
1098,14/20-1,23.3682,,,,Upper Dornoch Sandstone,,
1099,14/20-1,22.3945,,,,Upper Dornoch Sandstone,,
