OBJECTID,WELLREGNO,SOURCE_OF_WELL,LR_WELLTOPS,GEOSTRAT_CG_AGES,GEOSTRAT_CG_DSB,GEOSTRAT_CG_FORMATIONS,GEOSTRAT_CG_MEMBERS,GEOSTRAT_CG_SEQUENCES,CGG_COREANALYSIS,CGG_GEOTHERMAL,CGG_PRESSURE,CGG_LOGS,JDWL_2016,LR_MEMBERS,LR_MEMBERS_SAND,LR_FORMATIONS,LR_FORMATIONS_SAND,LR_GROUPS,LR_GROUPS_SAND,LR_DST,LR_HO,SHELL_OIL_DATA,SHELL_GAS_DATA,SHELL_ROCK_DATA,SHELL_ROCK_EXTRACT,APT_WOSI,TNO_HYPOLIAS,Heriot Watt Well Summaries,PGS_RESERVOIR,IGI_21CXRM,OGA_WELLREP_2016,DURHAM_NAWAB,x,y
3528,43/26- 4,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.0192441589999817,54.01928742299998
3543,44/18a- 5,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.55323398500002,54.46718907600001
3546,44/19- 3,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,2.659714677000011,54.46695928600002
3547,44/19- 4,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.774567289999993,54.445773884999994
3548,44/19b- 6,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.6505025459999842,54.40445708200002
3549,44/19b- 7A,OGA Offshore Wells,,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.6836678160000247,54.36162302499997
3554,44/21a- 10,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,2.115331038000022,54.228896082000006
3557,44/21a- 9,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,,,Yes,,Yes,Yes,,,,,,,,,,,,2.1817286479999893,54.200267892
3560,44/21b- 8,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.1467335209999874,54.32707271700002
3562,44/22- 2,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.3087403850000214,54.27286576900002
3568,44/22a- 10Z,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.3883205559999965,54.237449500000025
3569,42/30- 5,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,0.9103769469999747,54.124622622000004
3576,9/10c- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.8455082809999794,59.732250566000005
3582,9/15a- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,,,,,,,,,,,1.8844037850000177,59.62002377499999
3588,9/17- 2,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.3329248549999875,59.41609325799999
3590,9/17a- 5,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.2897566460000007,59.43692650999998
3592,47/09b- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,0.6806605630000035,53.79380305799998
3593,47/09b- 5A,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,0.6304759299999887,53.77675891199999
3594,47/09b- 6,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,0.7031903650000118,53.75608009000001
3596,47/10- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,0.8033046290000243,53.73021941799999
3597,47/10- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,0.8511676429999966,53.70421913000001
3598,47/10- 3,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,0.8280543789999797,53.755609537
3599,47/10- 4,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,,,Yes,,,Yes,,,,,,,,,,,,0.8453869510000231,53.780943568
3601,47/10- 6,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,0.9097312110000075,53.669179670999995
3606,47/14a- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,0.7202786070000116,53.61063155099998
3607,47/14a- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,0.694000189999997,53.60424203600002
3617,47/14b- 10,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,0.7446301990000279,53.549726856999996
3623,50/21- 2,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,3.0218252779999943,53.17905584800002
3624,48/12a- 7,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.3592130810000072,53.545997879000026
3626,48/12b- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.2285401259999844,53.631610154999976
3627,48/12b- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,1.2071825500000273,53.511216988
3628,48/12b- 5,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.269458960999998,53.605776787000025
3629,48/12b- 6,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.3502966909999827,53.52066295100002
3633,48/13- 2A,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.516742492999981,53.61958509599998
3634,48/13a- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,1.5538268889999927,53.60436302699998
3635,48/13a- 5,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.5928565359999993,53.58286277600001
3636,48/13a- 6,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,,,,,,,,1.4781020959999864,53.633668109999974
3646,49/11a- 9,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.1323925840000015,53.523897034000015
3655,49/12a- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.249971463999998,53.523840371000006
3686,9/23a- 30Z,OGA Offshore Wells,Yes,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,1.5214449079999781,59.209491797
3749,48/30- 12,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.9072108749999757,53.15410246900001
3750,48/30- 13,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.8499896339999964,53.086154627999974
3751,48/30- 16,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.889387881999994,53.07664176999998
3780,50/26b- 6,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,3.010696682999992,53.059755859999996
3787,52/05b- 12,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.9625894970000104,52.921209610999995
3790,53/01- 3,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,2.064092061999986,52.917274636
3799,53/02- 10,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,2.289145301000019,52.891065337999976
3828,9/09b- 5,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.711833979000005,59.803862648000006
3832,9/10b- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,1.8177226089999863,59.70891533600002
3843,15/19- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,Yes,,,0.6604772079999748,58.49043938099999
3845,16/06a- 8,OGA Offshore Wells,Yes,,,,,,,Yes,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,Yes,,,1.1234111279999865,58.74865166500001
3855,9/11a- 5,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,Yes,,,1.0901599809999993,59.583496576000016
3873,9/19- 10,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.6741287730000067,59.43137504200001
3874,9/19- 10Z,OGA Offshore Wells,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,1.6741287730000067,59.43137504200001
3875,9/19- 11,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.7104631810000228,59.42340318700002
3898,48/06- 28,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.1922424470000124,53.807315476999975
3900,48/06- 30,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.0249719020000043,53.79227403599998
3918,48/07a- 9,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.2297431210000127,53.72376017800002
3922,48/07b- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,1.2045948840000165,53.80317048500001
3923,48/07b- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,1.2767028249999726,53.797338131000004
3977,48/18a- 15,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.4706906819999972,53.394434241
3978,48/18a- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.4588869730000056,53.40760553299998
3979,48/18b- 1,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,1.594668554000009,53.36704978
3980,48/18b- 13,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.5242015819999892,53.40657625099999
3981,48/18b- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.5828916670000126,53.35466024300001
3982,48/18b- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.5638066490000142,53.372022586000014
3983,48/18b- 6,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.5977245430000266,53.36968890000003
3984,48/18b- 6Z,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.5977245430000266,53.36968890000003
3985,48/18b- 9,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.579196020999973,53.37202276300002
3986,48/18c- 12,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.5375287549999825,53.348993538
3987,48/18c- 5,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.5348062909999953,53.361409908999974
3988,48/18c- 7,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.4827764909999814,53.37835485900001
3991,9/11a- 10,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.0334177110000269,59.597346394
4146,LF/28- 005,OGA Onshore Wells,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,-3.4030081430000223,56.072332964
4147,LF/28- 006,OGA Onshore Wells,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,-3.402580290000003,56.06232798799999
4148,LF/27- 001,OGA Onshore Wells,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,-3.7570542639999758,56.09161221199997
4149,LH/05- 024,OGA Onshore Wells,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,-3.175103835000016,55.884987061000004
4150,L025/26- 001,OGA Onshore Wells,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,-2.9186667559999933,56.11836221499999
4199,47/10-3Z,Location and Name from CGG,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,0.8280515989999913,53.75560664699998
4214,44/21b-8X,Location and Name from CGG,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,2.146882952999988,54.327135580000004
4215,44/21b-8Y,Location and Name from CGG,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,2.146882952999988,54.327135580000004
4216,44/21b-8Z,Location and Name from CGG,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,2.146882952999988,54.327135580000004
4224,48/07b- 5,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,1.207229094000013,53.79875437099997
4225,48/07b- 7,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.2351738980000277,53.79494857100002
4259,47/15b- 5,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,0.9672613260000276,53.647010619000014
4263,48/19a- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,1.7898944560000132,53.42380386100001
4264,48/19a- 6,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,1.709362715999987,53.47930474200001
4265,48/19b- 11,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.635110449000024,53.493777360000024
4266,48/19b- 7,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.651697913000021,53.367603452000026
4267,48/19b- 8,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.6193081310000252,53.36760607999997
4268,48/19b- 9,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.606529428999977,53.379856330999985
4269,48/19b-A3,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.651669912999978,53.36759245100001
4271,48/19c- 13,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.7299124140000117,53.410961756000006
4273,48/19c- 5,OGA Offshore Wells,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,1.6885567009999818,53.46413801
4275,48/20a- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,Yes,,,,,,,,1.8618119170000114,53.432665971999995
4277,48/20a- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,1.9953721570000198,53.40163948899999
4278,48/20a- 5,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,1.9132010139999807,53.46855672700002
4280,48/20b- 6,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.8406480730000112,53.34927502199997
4283,48/21a- 3,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.1387163940000278,53.28018071499997
4286,48/22- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.2662471049999908,53.290766529999985
4287,48/22- 4,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.3339704360000155,53.29990560700003
4299,48/01- 2A,OGA Offshore Wells,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,1.0998661890000108,53.92784335599998
4301,48/01a- 4,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.0522348530000158,53.96302795700001
4302,48/01a- 5,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.0064174440000215,53.91234075599999
4303,48/02- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,,,,,1.2198073659999977,53.85994552300002
4304,48/02- 2,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,1.2667528410000273,53.93984269499998
4383,9/11a- 6,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.134147215999974,59.583605127
4384,9/11a- 7,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.1016274340000223,59.58080461700001
4385,9/11a- 8,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.0758203859999753,59.587429547
4387,9/11a- 9,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.0626602749999847,59.582067180000024
4414,48/07b- 8,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.2123038770000107,53.809004765
4415,48/07c- 11,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,1.3517342569999755,53.74858740500002
4416,48/08a- 1,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,1.4142928919999918,53.684225024
4467,9/28b- 19A,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,1.484933103000003,59.03277171600001
4520,9/17b- 4,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.3832358610000028,59.34045202599998
4537,29/05a-1ST,Location and Name from CGG,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,1.8131643550000263,56.837838448000014
4538,43/22-1Z,Location and Name from CGG,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,1.3348523959999739,54.289954518
4663,48/08b- 2,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.5289884150000148,53.753089604000024
4687,48/23- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,1.429359780000027,53.23573563299999
4688,48/23a- 4,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.438438108000014,53.232311627
4726,48/24a- 1,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,1.6787310359999879,53.22760223199998
4752,11/30- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,Yes,,,-3.051313666999988,58.12470571199998
4758,14/19- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,Yes,,,,,,Yes,,,-0.24504557699998486,58.456426824000005
4795,12/27- 1,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,Yes,Yes,,,,,Yes,,,-2.731531306000022,58.074303070999974
4798,49/21- 10A,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.083448325000006,53.24338235900001
4799,49/21- 2,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.0945162919999802,53.31608784100001
4800,49/21- 3,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,2.1567301489999977,53.27365117199997
4801,49/21- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,,,,2.071067647999996,53.31841465000002
4804,49/21- 8A,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.0948265330000027,53.182102507000025
4805,49/21- 9Z,OGA Offshore Wells,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,2.0454184829999917,53.27244186799999
4807,49/22- 11,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,2.3573857879999878,53.24980467400002
4883,48/15a- 9,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.828002878999996,53.53258583799999
4884,48/15b- 10,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.86721084200002,53.625004305000004
4885,48/15b- 8,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.855055434999997,53.62842227700003
4886,48/16- 1,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.1707395909999718,53.452353655000024
4927,9/18d- 30A,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.4267738870000244,59.38690731499997
5035,49/25- 3,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,,,Yes,,Yes,,,Yes,,,Yes,,,,,,,,,2.9957313759999806,53.18745482899999
5047,9/08- 4,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.5347048969999832,59.78350768500002
5048,9/08- 5,OGA Offshore Wells,Yes,,,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,1.5140420070000005,59.74853809799998
5059,47/15a- 3Z,OGA Offshore Wells,,,,,,,,Yes,,Yes,,,,,,,,Yes,Yes,,,Yes,,,,,,,,,0.8454503749999844,53.55685326600002
5060,47/15a- 7,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,0.8527473240000063,53.654632531999994
5064,48/02a- 4,OGA Offshore Wells,Yes,,,,,,Yes,,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,,,,,,,,,,,1.2192309100000216,53.96301290500003
5069,48/03- 4,OGA Offshore Wells,Yes,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.4746195420000276,53.950845472000026
5080,48/16b- 2,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.119083527999976,53.35444788699999
5081,48/16b- 3Z,OGA Offshore Wells,Yes,,,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.1488643819999993,53.35006908999998
5084,48/17a- 4,OGA Offshore Wells,Yes,,,,,,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,,,,,1.3805336839999995,53.450936034999984
5085,48/17a- 6,OGA Offshore Wells,Yes,,,,,,,,,Yes,,Yes,,Yes,,Yes,,,Yes,,,,,,,,,,,,1.3901265490000014,53.400393506
5086,48/17a- 6Z,OGA Offshore Wells,,,,,,,,,Yes,Yes,,,,,,,,Yes,Yes,,,,,,,,,,,,1.3901265490000014,53.400393506
