,Well_Number,Depth_MD,Pick_Name,x,y
526,13/21a- 3,183.0,Lista,-1.812075, 58.297375
527,13/21a- 3,401.0,Maureen,-1.812075, 58.297375
531,13/21a- 4,168.0,Lista,-1.824407, 58.29514
532,13/21a- 4,385.0,Maureen,-1.824407, 58.29514
536,13/21a- 5,394.0,Maureen,-1.854869, 58.303717
570,13/22a- 10,412.0,Maureen,-1.733525, 58.315294
577,13/22a- 11,450.0,Maureen,-1.674006, 58.309208
585,13/22a- 12,390.0,Maureen,-1.7564, 58.316025
592,13/22a- 13,453.0,Maureen,-1.747069, 58.291358
599,13/22a- 14,399.0,Maureen,-1.785072, 58.319494
606,13/22a- 15,471.0,Maureen,-1.650833, 58.314653
614,13/22a- 16,411.0,Maureen,-1.780419, 58.295642
621,13/22a- 17,426.0,Maureen,-1.676439, 58.300792
627,13/22a- 18,407.0,Maureen,-1.726467, 58.299158
639,13/22a- 21,446.0,Maureen,-1.72895, 58.287372
645,13/22a- 22,471.0,Maureen,-1.666871, 58.316184
708,13/22a- 3,407.0,Maureen,-1.710194, 58.293644
713,13/22a- 5,401.0,Maureen,-1.779919, 58.303094
720,13/22a- 6,406.0,Maureen,-1.716372, 58.32375
727,13/22a- 7,418.0,Maureen,-1.744758, 58.309486
734,13/22a- 8,384.0,Maureen,-1.759739, 58.306033
738,13/22a- 9A,422.0,Maureen,-1.716314, 58.308594
745,13/22b- 19,573.0,Lista,-1.691378, 58.205861
746,13/22b- 19,792.0,Maureen,-1.691378, 58.205861
756,13/22b- 20,640.0,Maureen,-1.7142, 58.267769
762,13/22b- 4,740.0,Maureen,-1.690567, 58.226828
781,13/23- 1,570.0,Lista,-1.459081, 58.179902
782,13/23- 1,926.0,Maureen,-1.459081, 58.179902
795,13/23- 2,438.0,Maureen,-1.583458, 58.310556
798,13/23- 3,588.0,Maureen,-1.531556, 58.327975
854,13/24b- 3,614.0,Lista,-1.352061, 58.205747
855,13/24b- 3,801.0,Maureen,-1.352061, 58.205747
912,13/27a- 3,512.0,Maureen,-1.665036, 58.105861
957,13/28a- 5,130.0,Lista,-1.419681, 58.109653
958,13/28a- 5,902.0,Maureen,-1.419681, 58.109653
993,13/28b- 8,638.0,Maureen,-1.514313, 58.071656
1022,13/29- 3,135.0,Lista,-1.363417, 58.118611
1023,13/29- 3,1001.0,Maureen,-1.363417, 58.118611
1034,13/29a- 4Z,335.0,Lista,-1.346392, 58.092417
1035,13/29a- 4Z,1100.0,Maureen,-1.346392, 58.092417
1045,13/29b- 5,762.0,Lista,-1.3628, 58.153153
1046,13/29b- 5,952.0,Maureen,-1.3628, 58.153153
1054,13/29b- 6,914.0,Maureen,-1.344162, 58.166386
1126,14/02- 1,324.0,Balder,-0.642619, 58.863017
1127,14/02- 1,351.0,Dornoch,-0.642619, 58.863017
1128,14/02- 1,369.0,Sele,-0.642619, 58.863017
1129,14/02- 1,604.0,Lista,-0.642619, 58.863017
1130,14/02- 1,655.0,Maureen,-0.642619, 58.863017
1137,14/04- 1,424.0,Balder,-0.395806, 58.997711
1138,14/04- 1,440.0,Dornoch,-0.395806, 58.997711
1139,14/04- 1,625.0,Lista,-0.395806, 58.997711
1140,14/04- 1,950.0,Maureen,-0.395806, 58.997711
1153,14/06- 1,446.0,Balder,-0.932544, 58.796689
1154,14/06- 1,456.0,Dornoch,-0.932544, 58.796689
1155,14/06- 1,478.0,Lista,-0.932544, 58.796689
1156,14/06- 1,556.0,Maureen,-0.932544, 58.796689
1166,14/08- 1,527.0,Beauly,-0.465764, 58.737503
1167,14/08- 1,565.0,Dornoch,-0.465764, 58.737503
1168,14/08- 1,613.0,Sele,-0.465764, 58.737503
1169,14/08- 1,797.0,Lista,-0.465764, 58.737503
1170,14/08- 1,984.0,Maureen,-0.465764, 58.737503
1184,14/10- 1,815.0,Beauly,-0.031736, 58.682992
1185,14/10- 1,917.0,Dornoch,-0.031736, 58.682992
1186,14/10- 1,1140.0,Sele,-0.031736, 58.682992
1187,14/10- 1,1209.0,Lista,-0.031736, 58.682992
1188,14/10- 1,1543.0,Maureen,-0.031736, 58.682992
1199,14/10- 2,683.0,Beauly,-0.097411, 58.773169
1200,14/10- 2,721.0,Dornoch,-0.097411, 58.773169
1201,14/10- 2,908.0,Lista,-0.097411, 58.773169
1202,14/10- 2,1334.0,Maureen,-0.097411, 58.773169
1210,14/11- 1,378.0,Beauly,-0.973139, 58.597861
1211,14/11- 1,427.0,Dornoch,-0.973139, 58.597861
1212,14/11- 1,771.0,Sele,-0.973139, 58.597861
1213,14/11- 1,803.0,Lista,-0.973139, 58.597861
1214,14/11- 1,891.0,Maureen,-0.973139, 58.597861
1224,14/12- 1,372.0,Beauly,-0.755592, 58.539289
1225,14/12- 1,459.0,Dornoch,-0.755592, 58.539289
1226,14/12- 1,527.0,Sele,-0.755592, 58.539289
1227,14/12- 1,741.0,Lista,-0.755592, 58.539289
1228,14/12- 1,1220.0,Maureen,-0.755592, 58.539289
1239,14/12- 2,480.0,Dornoch,-0.759258, 58.508819
1240,14/12- 2,565.0,Sele,-0.759258, 58.508819
1241,14/12- 2,829.0,Lista,-0.759258, 58.508819
1242,14/12- 2,1279.0,Maureen,-0.759258, 58.508819
1250,14/13- 1,704.0,Beauly,-0.440019, 58.530236
1251,14/13- 1,741.0,Sele,-0.440019, 58.530236
1252,14/13- 1,980.0,Lista,-0.440019, 58.530236
1253,14/13- 1,1428.0,Maureen,-0.440019, 58.530236
1267,14/13- 2,614.0,Beauly,-0.569658, 58.520289
1268,14/13- 2,628.0,Sele,-0.569658, 58.520289
1269,14/13- 2,739.0,Lista,-0.569658, 58.520289
1270,14/13- 2,1326.0,Maureen,-0.569658, 58.520289
1280,14/13- 3,540.0,Beauly,-0.461681, 58.617975
1281,14/13- 3,588.0,Sele,-0.461681, 58.617975
1282,14/13- 3,721.0,Lista,-0.461681, 58.617975
1283,14/13- 3,1052.0,Maureen,-0.461681, 58.617975
1294,14/13- 4,698.0,Beauly,-0.415969, 58.567419
1295,14/13- 4,732.0,Sele,-0.415969, 58.567419
1296,14/13- 4,957.0,Lista,-0.415969, 58.567419
1297,14/13- 4,1557.0,Maureen,-0.415969, 58.567419
1306,14/14- 1,770.0,Beauly,-0.257858, 58.545503
1307,14/14- 1,858.0,Sele,-0.257858, 58.545503
1308,14/14- 1,1045.0,Lista,-0.257858, 58.545503
1309,14/14- 1,1728.0,Maureen,-0.257858, 58.545503
1319,14/14a- 2,786.0,Balder,-0.350872, 58.533564
1320,14/14a- 2,793.0,Beauly,-0.350872, 58.533564
1321,14/14a- 2,899.0,Sele,-0.350872, 58.533564
1322,14/14a- 2,1250.0,Lista,-0.350872, 58.533564
1323,14/14a- 2,1859.0,Maureen,-0.350872, 58.533564
1324,14/14a- 3,758.0,Balder,-0.286825, 58.520986
1325,14/14a- 3,766.0,Beauly,-0.286825, 58.520986
1326,14/14a- 3,859.0,Dornoch,-0.286825, 58.520986
1327,14/14a- 3,1039.0,Sele,-0.286825, 58.520986
1328,14/14a- 3,1220.0,Lista,-0.286825, 58.520986
1329,14/14a- 3,1623.0,Maureen,-0.286825, 58.520986
1343,14/15- 1,739.0,Beauly,-0.095389, 58.602389
1344,14/15- 1,822.0,Dornoch,-0.095389, 58.602389
1345,14/15- 1,1078.0,Sele,-0.095389, 58.602389
1346,14/15- 1,1257.0,Lista,-0.095389, 58.602389
1347,14/15- 1,1524.0,Maureen,-0.095389, 58.602389
1360,14/15- 2,798.0,Balder,-0.019222, 58.511072
1361,14/15- 2,858.0,Beauly,-0.019222, 58.511072
1362,14/15- 2,917.0,Dornoch,-0.019222, 58.511072
1363,14/15- 2,1158.0,Sele,-0.019222, 58.511072
1364,14/15- 2,1280.0,Lista,-0.019222, 58.511072
1365,14/15- 2,1691.0,Maureen,-0.019222, 58.511072
1375,14/15a- 4,771.0,Beauly,-0.147031, 58.541677
1376,14/15a- 4,893.0,Dornoch,-0.147031, 58.541677
1377,14/15a- 4,1110.0,Sele,-0.147031, 58.541677
1378,14/15a- 4,1125.0,Lista,-0.147031, 58.541677
1379,14/15a- 4,1712.0,Maureen,-0.147031, 58.541677
1391,14/15b- 3,962.0,Beauly,-0.0105579999999, 58.570333
1392,14/15b- 3,1006.0,Dornoch,-0.0105579999999, 58.570333
1393,14/15b- 3,1047.0,Sele,-0.0105579999999, 58.570333
1394,14/15b- 3,1250.0,Lista,-0.0105579999999, 58.570333
1395,14/15b- 3,1810.0,Maureen,-0.0105579999999, 58.570333
1404,14/17- 1,524.0,Beauly,-0.646689, 58.450244
1405,14/17- 1,557.0,Dornoch,-0.646689, 58.450244
1406,14/17- 1,607.0,Sele,-0.646689, 58.450244
1407,14/17- 1,654.0,Lista,-0.646689, 58.450244
1408,14/17- 1,1293.0,Maureen,-0.646689, 58.450244
1415,14/17a- 2,797.0,Lista,-0.625914, 58.474161
1416,14/17a- 2,1424.0,Maureen,-0.625914, 58.474161
1429,14/18- 1,701.0,Beauly,-0.485569, 58.456939
1430,14/18- 1,803.0,Sele,-0.485569, 58.456939
1431,14/18- 1,992.0,Lista,-0.485569, 58.456939
1432,14/18- 1,1583.0,Maureen,-0.485569, 58.456939
1446,14/18- 2,645.0,Beauly,-0.524064, 58.469286
1447,14/18- 2,744.0,Sele,-0.524064, 58.469286
1448,14/18- 2,945.0,Lista,-0.524064, 58.469286
1449,14/18- 2,1569.0,Maureen,-0.524064, 58.469286
1462,14/18- 3,712.0,Beauly,-0.468567, 58.438697
1463,14/18- 3,816.0,Dornoch,-0.468567, 58.438697
1464,14/18- 3,934.0,Sele,-0.468567, 58.438697
1465,14/18- 3,1060.0,Lista,-0.468567, 58.438697
1466,14/18- 3,1631.0,Maureen,-0.468567, 58.438697
1480,14/18- 4,634.0,Beauly,-0.527475, 58.457053
1481,14/18- 4,719.0,Sele,-0.527475, 58.457053
1482,14/18- 4,890.0,Lista,-0.527475, 58.457053
1483,14/18- 4,1579.0,Maureen,-0.527475, 58.457053
1495,14/18- 5,564.0,Beauly,-0.509931, 58.369092
1496,14/18- 5,640.0,Dornoch,-0.509931, 58.369092
1497,14/18- 5,742.0,Sele,-0.509931, 58.369092
1498,14/18- 5,847.0,Lista,-0.509931, 58.369092
1499,14/18- 5,1376.0,Maureen,-0.509931, 58.369092
1505,14/18a- 10,751.0,Beauly,-0.407528, 58.485485
1506,14/18a- 10,841.0,Dornoch,-0.407528, 58.485485
1507,14/18a- 10,891.0,Sele,-0.407528, 58.485485
1508,14/18a- 10,1005.0,Lista,-0.407528, 58.485485
1509,14/18a- 10,1615.0,Maureen,-0.407528, 58.485485
1520,14/18a- 13,1068.0,Lista,-0.441983, 58.460783
1521,14/18a- 13,1654.0,Maureen,-0.441983, 58.460783
1533,14/18a- 14,794.0,Beauly,-0.434073, 58.429291
1534,14/18a- 14,839.0,Dornoch,-0.434073, 58.429291
1535,14/18a- 14,946.0,Sele,-0.434073, 58.429291
1536,14/18a- 14,1399.0,Lista,-0.434073, 58.429291
1537,14/18a- 14,1726.0,Maureen,-0.434073, 58.429291
1550,14/18a- 6,679.0,Beauly,-0.453908, 58.418389
1551,14/18a- 6,749.0,Dornoch,-0.453908, 58.418389
1552,14/18a- 6,840.0,Sele,-0.453908, 58.418389
1553,14/18a- 6,923.0,Lista,-0.453908, 58.418389
1554,14/18a- 6,1561.0,Maureen,-0.453908, 58.418389
1560,14/18a- 8,732.0,Beauly,-0.421711, 58.428569
1561,14/18a- 8,851.0,Dornoch,-0.421711, 58.428569
1562,14/18a- 8,946.0,Lista,-0.421711, 58.428569
1563,14/18a- 8,1654.0,Maureen,-0.421711, 58.428569
1569,14/18a- 9,724.0,Balder,-0.485581, 58.469239
1570,14/18a- 9,740.0,Beauly,-0.485581, 58.469239
1571,14/18a- 9,774.0,Sele,-0.485581, 58.469239
1572,14/18a- 9,808.0,Lista,-0.485581, 58.469239
1573,14/18a- 9,1524.0,Maureen,-0.485581, 58.469239
1583,14/18b- 11,631.0,Balder,-0.504631, 58.413944
1584,14/18b- 11,650.0,Beauly,-0.504631, 58.413944
1585,14/18b- 11,699.0,Dornoch,-0.504631, 58.413944
1586,14/18b- 11,756.0,Sele,-0.504631, 58.413944
1587,14/18b- 11,882.0,Lista,-0.504631, 58.413944
1588,14/18b- 11,1555.0,Maureen,-0.504631, 58.413944
1595,14/18b- 12,1545.0,Maureen,-0.539708, 58.428364
1602,14/18b- 7,587.0,Beauly,-0.545361, 58.418083
1603,14/18b- 7,665.0,Dornoch,-0.545361, 58.418083
1604,14/18b- 7,861.0,Sele,-0.545361, 58.418083
1605,14/18b- 7,949.0,Lista,-0.545361, 58.418083
1606,14/18b- 7,1475.0,Maureen,-0.545361, 58.418083
1618,14/19- 1,684.0,Beauly,-0.243389, 58.457056
1619,14/19- 1,841.0,Dornoch,-0.243389, 58.457056
1620,14/19- 1,932.0,Sele,-0.243389, 58.457056
1621,14/19- 1,1059.0,Lista,-0.243389, 58.457056
1622,14/19- 1,1570.0,Maureen,-0.243389, 58.457056
1635,14/19- 10,665.0,Beauly,-0.2561, 58.361717
1636,14/19- 10,860.0,Dornoch,-0.2561, 58.361717
1637,14/19- 10,981.0,Sele,-0.2561, 58.361717
1638,14/19- 10,1067.0,Lista,-0.2561, 58.361717
1639,14/19- 10,1600.0,Maureen,-0.2561, 58.361717
1647,14/19- 11,593.0,Balder,-0.381056, 58.395083
1648,14/19- 11,609.0,Beauly,-0.381056, 58.395083
1649,14/19- 11,697.0,Dornoch,-0.381056, 58.395083
1650,14/19- 11,750.0,Sele,-0.381056, 58.395083
1651,14/19- 11,846.0,Lista,-0.381056, 58.395083
1652,14/19- 11,1339.0,Maureen,-0.381056, 58.395083
1658,14/19- 13,773.0,Beauly,-0.253731, 58.493392
1659,14/19- 13,911.0,Dornoch,-0.253731, 58.493392
1660,14/19- 13,1091.0,Lista,-0.253731, 58.493392
1661,14/19- 13,1748.0,Maureen,-0.253731, 58.493392
1677,14/19- 15,712.0,Beauly,-0.312008, 58.433304
1678,14/19- 15,845.0,Dornoch,-0.312008, 58.433304
1679,14/19- 15,997.0,Sele,-0.312008, 58.433304
1680,14/19- 15,1055.0,Lista,-0.312008, 58.433304
1681,14/19- 15,1697.0,Maureen,-0.312008, 58.433304
1692,14/19- 17,715.0,Beauly,-0.300566, 58.419192
1693,14/19- 17,875.0,Dornoch,-0.300566, 58.419192
1704,14/19- 18,701.0,Beauly,-0.318038, 58.427505
1705,14/19- 18,873.0,Dornoch,-0.318038, 58.427505
1706,14/19- 18,928.0,Sele,-0.318038, 58.427505
1707,14/19- 18,1077.0,Lista,-0.318038, 58.427505
1708,14/19- 18,1717.0,Maureen,-0.318038, 58.427505
1718,14/19- 2,672.0,Beauly,-0.271639, 58.438028
1719,14/19- 2,832.0,Dornoch,-0.271639, 58.438028
1720,14/19- 2,1049.0,Lista,-0.271639, 58.438028
1721,14/19- 2,1664.0,Maureen,-0.271639, 58.438028
1737,14/19- 29,750.0,Balder,-0.360751, 58.468748
1738,14/19- 29,783.0,Beauly,-0.360751, 58.468748
1739,14/19- 29,906.0,Dornoch,-0.360751, 58.468748
1740,14/19- 29,985.0,Sele,-0.360751, 58.468748
1741,14/19- 29,1161.0,Lista,-0.360751, 58.468748
1742,14/19- 29,1722.0,Maureen,-0.360751, 58.468748
1758,14/19- 3,701.0,Beauly,-0.274667, 58.449694
1759,14/19- 3,853.0,Dornoch,-0.274667, 58.449694
1760,14/19- 3,921.0,Sele,-0.274667, 58.449694
1761,14/19- 3,1028.0,Lista,-0.274667, 58.449694
1762,14/19- 3,1667.0,Maureen,-0.274667, 58.449694
1773,14/19- 30,725.0,Beauly,-0.241119, 58.386078
1774,14/19- 30,941.0,Dornoch,-0.241119, 58.386078
1775,14/19- 30,1162.0,Lista,-0.241119, 58.386078
1776,14/19- 30,1844.0,Maureen,-0.241119, 58.386078
1791,14/19- 4,698.0,Beauly,-0.222833, 58.437972
1792,14/19- 4,863.0,Dornoch,-0.222833, 58.437972
1793,14/19- 4,957.0,Sele,-0.222833, 58.437972
1794,14/19- 4,1112.0,Lista,-0.222833, 58.437972
1795,14/19- 4,1705.0,Maureen,-0.222833, 58.437972
1811,14/19- 5,690.0,Beauly,-0.310694, 58.444556
1812,14/19- 5,864.0,Dornoch,-0.310694, 58.444556
1813,14/19- 5,906.0,Sele,-0.310694, 58.444556
1814,14/19- 5,1098.0,Lista,-0.310694, 58.444556
1815,14/19- 5,1659.0,Maureen,-0.310694, 58.444556
1829,14/19- 6A,735.0,Beauly,-0.226389, 58.469556
1830,14/19- 6A,878.0,Dornoch,-0.226389, 58.469556
1831,14/19- 6A,1058.0,Sele,-0.226389, 58.469556
1832,14/19- 6A,1211.0,Lista,-0.226389, 58.469556
1833,14/19- 6A,1706.0,Maureen,-0.226389, 58.469556
1844,14/19- 8,751.0,Beauly,-0.280944, 58.485917
1845,14/19- 8,892.0,Dornoch,-0.280944, 58.485917
1846,14/19- 8,1103.0,Lista,-0.280944, 58.485917
1847,14/19- 8,1634.0,Maureen,-0.280944, 58.485917
1859,14/19- 9,685.0,Beauly,-0.326556, 58.419972
1860,14/19- 9,865.0,Dornoch,-0.326556, 58.419972
1861,14/19- 9,905.0,Sele,-0.326556, 58.419972
1862,14/19- 9,972.0,Lista,-0.326556, 58.419972
1863,14/19- 9,1652.0,Maureen,-0.326556, 58.419972
1875,14/19a- 19,702.0,Beauly,-0.270111, 58.42645
1876,14/19a- 19,869.0,Dornoch,-0.270111, 58.42645
1877,14/19a- 19,1056.0,Lista,-0.270111, 58.42645
1878,14/19a- 19,1842.0,Maureen,-0.270111, 58.42645
1887,14/19a- 20,677.0,Balder,-0.317944, 58.427361
1888,14/19a- 20,712.0,Beauly,-0.317944, 58.427361
1889,14/19a- 20,911.0,Dornoch,-0.317944, 58.427361
1890,14/19a- 20,961.0,Sele,-0.317944, 58.427361
1891,14/19a- 20,1078.0,Lista,-0.317944, 58.427361
1892,14/19a- 20,2044.0,Maureen,-0.317944, 58.427361
1905,14/19a- 22A,712.0,Beauly,-0.384306, 58.430167
1906,14/19a- 22A,822.0,Dornoch,-0.384306, 58.430167
1907,14/19a- 22A,875.0,Sele,-0.384306, 58.430167
1908,14/19a- 22A,1029.0,Lista,-0.384306, 58.430167
1909,14/19a- 22A,1623.0,Maureen,-0.384306, 58.430167
1921,14/19b- 23,693.0,Beauly,-0.314472, 58.469772
1922,14/19b- 23,875.0,Dornoch,-0.314472, 58.469772
1923,14/19b- 23,1204.0,Lista,-0.314472, 58.469772
1924,14/19b- 23,1600.0,Maureen,-0.314472, 58.469772
1937,14/19b- 24,1219.0,Lista,-0.321817, 58.46185
1938,14/19b- 24,1625.0,Maureen,-0.321817, 58.46185
1952,14/19b- 25,738.0,Beauly,-0.384167, 58.437222
1953,14/19b- 25,900.0,Dornoch,-0.384167, 58.437222
1954,14/19b- 25,1100.0,Lista,-0.384167, 58.437222
1955,14/19b- 25,1615.0,Maureen,-0.384167, 58.437222
1965,14/19b- 26,732.0,Beauly,-0.276668, 58.397848
1966,14/19b- 26,900.0,Dornoch,-0.276668, 58.397848
1967,14/19b- 26,1192.0,Lista,-0.276668, 58.397848
1968,14/19b- 26,1775.0,Maureen,-0.276668, 58.397848
1981,14/20- 1,871.0,Balder,-0.092972, 58.33725
1982,14/20- 1,954.0,Beauly,-0.092972, 58.33725
1983,14/20- 1,1000.0,Dornoch,-0.092972, 58.33725
1984,14/20- 1,1163.0,Sele,-0.092972, 58.33725
1985,14/20- 1,1321.0,Lista,-0.092972, 58.33725
1986,14/20- 1,1814.0,Maureen,-0.092972, 58.33725
1997,14/20- 10,815.0,Beauly,-0.122056, 58.354194
1998,14/20- 10,960.0,Dornoch,-0.122056, 58.354194
1999,14/20- 10,1076.0,Sele,-0.122056, 58.354194
2000,14/20- 10,1284.0,Lista,-0.122056, 58.354194
2001,14/20- 10,1797.0,Maureen,-0.122056, 58.354194
2013,14/20- 11,850.0,Beauly,-0.107444, 58.334972
2014,14/20- 11,982.0,Dornoch,-0.107444, 58.334972
2015,14/20- 11,1085.0,Sele,-0.107444, 58.334972
2016,14/20- 11,1361.0,Lista,-0.107444, 58.334972
2017,14/20- 11,1826.0,Maureen,-0.107444, 58.334972
2027,14/20- 12,771.0,Balder,-0.12235, 58.402917
2028,14/20- 12,860.0,Beauly,-0.12235, 58.402917
2029,14/20- 12,923.0,Dornoch,-0.12235, 58.402917
2030,14/20- 12,997.0,Sele,-0.12235, 58.402917
2031,14/20- 12,1241.0,Lista,-0.12235, 58.402917
2032,14/20- 12,1832.0,Maureen,-0.12235, 58.402917
2044,14/20- 13,781.0,Balder,-0.122311, 58.402975
2045,14/20- 13,807.0,Beauly,-0.122311, 58.402975
2046,14/20- 13,922.0,Dornoch,-0.122311, 58.402975
2047,14/20- 13,1008.0,Sele,-0.122311, 58.402975
2048,14/20- 13,1350.0,Lista,-0.122311, 58.402975
2049,14/20- 13,1894.0,Maureen,-0.122311, 58.402975
2062,14/20- 14,779.0,Beauly,-0.122258, 58.403044
2063,14/20- 14,930.0,Dornoch,-0.122258, 58.403044
2064,14/20- 14,1021.0,Sele,-0.122258, 58.403044
2065,14/20- 14,1360.0,Lista,-0.122258, 58.403044
2066,14/20- 14,2020.0,Maureen,-0.122258, 58.403044
2078,14/20- 15,779.0,Beauly,-0.122386, 58.402861
2079,14/20- 15,920.0,Dornoch,-0.122386, 58.402861
2080,14/20- 15,1010.0,Sele,-0.122386, 58.402861
2081,14/20- 15,1248.0,Lista,-0.122386, 58.402861
2082,14/20- 15,1953.0,Maureen,-0.122386, 58.402861
2093,14/20- 2,807.0,Beauly,-0.144361, 58.341944
2094,14/20- 2,957.0,Dornoch,-0.144361, 58.341944
2095,14/20- 2,1132.0,Sele,-0.144361, 58.341944
2096,14/20- 2,1316.0,Lista,-0.144361, 58.341944
2097,14/20- 2,1783.0,Maureen,-0.144361, 58.341944
2107,14/20- 3A,831.0,Beauly,-0.0498059999999, 58.342806
2108,14/20- 3A,896.0,Dornoch,-0.0498059999999, 58.342806
2109,14/20- 3A,1176.0,Sele,-0.0498059999999, 58.342806
2110,14/20- 3A,1393.0,Lista,-0.0498059999999, 58.342806
2111,14/20- 3A,1850.0,Maureen,-0.0498059999999, 58.342806
2122,14/20- 4,796.0,Beauly,-0.181106, 58.444822
2123,14/20- 4,960.0,Dornoch,-0.181106, 58.444822
2124,14/20- 4,1188.0,Sele,-0.181106, 58.444822
2125,14/20- 4,1389.0,Lista,-0.181106, 58.444822
2126,14/20- 4,1719.0,Maureen,-0.181106, 58.444822
2136,14/20- 5,791.0,Beauly,-0.123069, 58.394375
2137,14/20- 5,965.0,Dornoch,-0.123069, 58.394375
2138,14/20- 5,1053.0,Sele,-0.123069, 58.394375
2139,14/20- 5,1248.0,Lista,-0.123069, 58.394375
2140,14/20- 5,1834.0,Maureen,-0.123069, 58.394375
2153,14/20- 6Z,852.0,Beauly,-0.0521669999999, 58.469778
2154,14/20- 6Z,969.0,Dornoch,-0.0521669999999, 58.469778
2155,14/20- 6Z,1272.0,Sele,-0.0521669999999, 58.469778
2156,14/20- 6Z,1372.0,Lista,-0.0521669999999, 58.469778
2157,14/20- 6Z,1929.0,Maureen,-0.0521669999999, 58.469778
2170,14/20- 7,857.0,Beauly,-0.040917, 58.383806
2171,14/20- 7,1039.0,Dornoch,-0.040917, 58.383806
2172,14/20- 7,1157.0,Sele,-0.040917, 58.383806
2173,14/20- 7,1326.0,Lista,-0.040917, 58.383806
2174,14/20- 7,1935.0,Maureen,-0.040917, 58.383806
2183,14/20- 8,803.0,Beauly,-0.105806, 58.411472
2184,14/20- 8,931.0,Dornoch,-0.105806, 58.411472
2185,14/20- 8,1276.0,Lista,-0.105806, 58.411472
2186,14/20- 8,1881.0,Maureen,-0.105806, 58.411472
2197,14/20- 9,798.0,Balder,-0.018611, 58.496492
2198,14/20- 9,856.0,Beauly,-0.018611, 58.496492
2199,14/20- 9,920.0,Dornoch,-0.018611, 58.496492
2200,14/20- 9,1209.0,Sele,-0.018611, 58.496492
2201,14/20- 9,1283.0,Lista,-0.018611, 58.496492
2202,14/20- 9,1895.0,Maureen,-0.018611, 58.496492
2212,14/20b- 16,848.0,Beauly,-0.0917499999999, 58.340389
2213,14/20b- 16,985.0,Dornoch,-0.0917499999999, 58.340389
2214,14/20b- 16,1192.0,Sele,-0.0917499999999, 58.340389
2215,14/20b- 16,1280.0,Lista,-0.0917499999999, 58.340389
2216,14/20b- 16,1784.0,Maureen,-0.0917499999999, 58.340389
2235,14/20b- 18,854.0,Beauly,-0.08025, 58.368167
2236,14/20b- 18,982.0,Dornoch,-0.08025, 58.368167
2237,14/20b- 18,1062.0,Sele,-0.08025, 58.368167
2238,14/20b- 18,1304.0,Lista,-0.08025, 58.368167
2239,14/20b- 18,1831.0,Maureen,-0.08025, 58.368167
2251,14/20b- 19,728.0,Beauly,-0.184703, 58.458097
2252,14/20b- 19,898.0,Dornoch,-0.184703, 58.458097
2253,14/20b- 19,992.0,Sele,-0.184703, 58.458097
2254,14/20b- 19,1193.0,Lista,-0.184703, 58.458097
2255,14/20b- 19,1622.0,Maureen,-0.184703, 58.458097
2276,14/20b- 22,852.0,Beauly,-0.049472, 58.45625
2277,14/20b- 22,981.0,Dornoch,-0.049472, 58.45625
2278,14/20b- 22,1433.0,Lista,-0.049472, 58.45625
2279,14/20b- 22,2010.0,Maureen,-0.049472, 58.45625
2289,14/20b- 23,838.0,Balder,-0.073686, 58.454439
2290,14/20b- 23,918.0,Beauly,-0.073686, 58.454439
2291,14/20b- 23,989.0,Dornoch,-0.073686, 58.454439
2292,14/20b- 23,1175.0,Sele,-0.073686, 58.454439
2293,14/20b- 23,1356.0,Lista,-0.073686, 58.454439
2294,14/20b- 23,2070.0,Maureen,-0.073686, 58.454439
2305,14/20b- 24,824.0,Beauly,-0.118861, 58.446806
2306,14/20b- 24,966.0,Dornoch,-0.118861, 58.446806
2307,14/20b- 24,1228.0,Lista,-0.118861, 58.446806
2308,14/20b- 24,1971.0,Maureen,-0.118861, 58.446806
2321,14/20b- 25,858.0,Beauly,-0.049472, 58.461444
2322,14/20b- 25,983.0,Dornoch,-0.049472, 58.461444
2323,14/20b- 25,1115.0,Sele,-0.049472, 58.461444
2324,14/20b- 25,1424.0,Lista,-0.049472, 58.461444
2325,14/20b- 25,1964.0,Maureen,-0.049472, 58.461444
2330,14/20b- 28,838.0,Balder,-0.080211, 58.368192
2331,14/20b- 28,867.0,Beauly,-0.080211, 58.368192
2332,14/20b- 28,979.0,Dornoch,-0.080211, 58.368192
2333,14/20b- 28,1070.0,Sele,-0.080211, 58.368192
2334,14/20b- 28,1236.0,Dornoch,-0.080211, 58.368192
2335,14/20b- 28,1326.0,Lista,-0.080211, 58.368192
2336,14/20b- 28,2074.0,Maureen,-0.080211, 58.368192
2343,14/20b- 31,1006.0,Sele,-0.18079, 58.410881
2344,14/20b- 31,1220.0,Lista,-0.18079, 58.410881
2345,14/20b- 31,1939.0,Maureen,-0.18079, 58.410881
2359,14/23a- 1,524.0,Balder,-0.552299, 58.331613
2360,14/23a- 1,543.0,Beauly,-0.552299, 58.331613
2361,14/23a- 1,609.0,Dornoch,-0.552299, 58.331613
2362,14/23a- 1,701.0,Sele,-0.552299, 58.331613
2363,14/23a- 1,735.0,Lista,-0.552299, 58.331613
2364,14/23a- 1,1393.0,Maureen,-0.552299, 58.331613
2372,14/24- 1,587.0,Beauly,-0.381225, 58.297083
2373,14/24- 1,711.0,Dornoch,-0.381225, 58.297083
2374,14/24- 1,743.0,Sele,-0.381225, 58.297083
2375,14/24- 1,826.0,Lista,-0.381225, 58.297083
2376,14/24- 1,894.0,Maureen,-0.381225, 58.297083
2382,14/24- 2,850.0,Beauly,-0.220561, 58.315389
